x	y	z	RNA Polymerase II Transcription Elongation
235	302	34	1
236	302	34	1
242	302	34	1
226	303	34	1
229	303	34	1
231	303	34	1
230	304	34	1
231	304	34	1
232	304	34	1
233	304	34	1
235	304	34	1
237	304	34	2
241	304	34	1
244	304	34	1
199	305	34	1
229	305	34	1
233	305	34	2
237	305	34	1
239	305	34	1
228	306	34	1
232	306	34	1
235	306	34	1
238	306	34	1
221	307	34	1
234	307	34	1
236	307	34	2
237	307	34	1
242	307	34	1
224	308	34	1
227	308	34	2
229	308	34	1
236	308	34	1
241	308	34	1
242	308	34	1
222	309	34	1
223	309	34	3
228	309	34	1
232	309	34	1
234	309	34	1
242	309	34	1
221	310	34	1
222	310	34	1
234	310	34	1
237	310	34	1
239	310	34	1
241	310	34	1
227	311	34	1
228	311	34	2
231	311	34	2
233	311	34	1
222	312	34	1
226	312	34	2
229	312	34	2
232	312	34	2
236	312	34	1
224	313	34	1
228	313	34	2
236	313	34	1
226	314	34	1
229	314	34	1
227	315	34	1
228	315	34	1
228	316	34	1
232	316	34	1
231	317	34	2
233	317	34	1
237	318	34	2
228	250	35	1
225	251	35	1
225	252	35	1
223	253	35	3
224	253	35	1
225	253	35	1
226	253	35	1
229	253	35	1
219	254	35	2
225	254	35	1
230	254	35	1
218	255	35	1
220	255	35	1
221	255	35	1
224	255	35	1
225	255	35	1
227	255	35	2
229	255	35	2
220	256	35	1
223	256	35	1
191	257	35	1
210	257	35	1
218	257	35	1
221	257	35	1
225	257	35	1
241	257	35	1
217	258	35	1
224	258	35	1
229	258	35	2
239	258	35	1
242	258	35	2
217	259	35	1
221	259	35	1
224	259	35	1
226.5	259.5	35.5	1
228	259	35	2
233	259	35	1
240	259	35	1
242	259	35	1
191	260	35	1
214	260	35	1
218	260	35	1
225	260	35	1
228	260	35	1
229	260	35	1
231	260	35	2
233	260	35	1
235	260	35	1
236	260	35	1
238	260	35	1
240	260	35	1
242	260	35	3
245	260	35	1
216	261	35	1
218	261	35	1
227	261	35	1
229	261	35	3
230	261	35	3
231	261	35	1
232	261	35	1
235	261	35	1
237	261	35	2
238	261	35	1
240	261	35	2
203	262	35	1
210	262	35	1
213	262	35	2
215	262	35	1
221	262	35	1
222	262	35	1
226	262	35	1
232	262	35	1
233	262	35	1
237	262	35	1
239	262	35	1
205	263	35	2
208	263	35	2
212	263	35	1
217	263	35	2
226	263	35	1
228	263	35	1
234	263	35	1
235	263	35	1
236	263	35	1
240	263	35	1
243	263	35	1
245	263	35	1
247	263	35	2
248	263	35	1
249	263	35	1
188	264	35	1
190	264	35	1
192	264	35	1
213	264	35	1
214	264	35	1
218	264	35	1
219	264	35	1
220	264	35	1
226	264	35	2
229	264	35	3
231	264	35	1
233	264	35	2
237	264	35	1
242	264	35	1
243	264	35	1
248	264	35	2
185	265	35	1
187	265	35	1
188	265	35	1
190	265	35	2
193	265	35	1
194	265	35	2
195	265	35	1
200	265	35	1
202	265	35	1
208	265	35	1
211	265	35	1
213	265	35	1
217	265	35	2
218	265	35	1
220	265	35	1
223	265	35	1
225	265	35	1
228	265	35	1
231	265	35	3
233	265	35	1
234	265	35	1
238	265	35	1
245	265	35	1
247	265	35	1
178	266	35	1
188	266	35	1
190	266	35	2
196	266	35	1
206	266	35	1
209	266	35	1
211	266	35	1
220	266	35	2
228	266	35	2
229	266	35	1
234	266	35	1
236	266	35	1
238	266	35	1
239	266	35	1
240	266	35	2
242	266	35	1
243	266	35	1
245	266	35	1
251	266	35	1
186	267	35	1
192	267	35	1
196	267	35	1
205	267	35	2
207	267	35	2
214	267	35	1
215	267	35	2
222	267	35	2
231	267	35	1
232	267	35	1
239	267	35	1
242	267	35	1
246	267	35	2
248	267	35	1
189	268	35	2
192	268	35	1
203	268	35	1
207	268	35	1
210	268	35	1
213	268	35	1
214	268	35	1
219	268	35	1
220	268	35	1
223	268	35	1
229	268	35	1
232	268	35	1
238	268	35	1
242	268	35	1
245	268	35	3
247	268	35	1
252	268	35	1
178	269	35	1
181	269	35	2
184	269	35	1
185	269	35	1
188	269	35	1
194	269	35	2
210	269	35	1
212	269	35	2
214	269	35	1
217	269	35	2
220	269	35	1
222	269	35	1
224	269	35	1
232	269	35	1
239	269	35	1
240	269	35	2
245	269	35	1
248	269	35	1
250	269	35	1
178	270	35	1
179	270	35	1
186	270	35	1
189	270	35	1
190	270	35	1
193	270	35	1
194	270	35	2
195	270	35	1
198	270	35	2
210	270	35	1
211	270	35	1
213	270	35	1
218	270	35	1
220	270	35	3
227	270	35	1
235	270	35	1
236	270	35	1
237	270	35	3
239	270	35	1
241	270	35	1
244	270	35	1
245	270	35	1
246	270	35	1
247	270	35	1
171	271	35	1
173	271	35	1
177	271	35	1
179	271	35	2
183	271	35	1
185	271	35	1
187	271	35	1
190	271	35	2
192	271	35	2
194	271	35	1
199	271	35	1
201	271	35	1
205	271	35	1
206	271	35	2
209	271	35	1
214	271	35	1
216	271	35	1
217	271	35	2
219	271	35	1
220	271	35	1
228	271	35	1
231	271	35	1
234	271	35	2
235	271	35	1
238	271	35	1
242	271	35	1
245	271	35	1
247	271	35	1
173	272	35	1
174	272	35	1
179	272	35	1
183	272	35	1
185	272	35	2
190	272	35	1
197	272	35	2
201	272	35	1
203	272	35	1
207	272	35	1
208	272	35	1
210	272	35	1
211	272	35	4
214	272	35	1
217	272	35	1
222	272	35	1
234	272	35	1
240	272	35	1
244	272	35	2
181	273	35	1
182	273	35	2
183	273	35	1
186	273	35	1
209	273	35	1
212	273	35	1
215	273	35	1
216	273	35	1
234	273	35	2
245	273	35	1
170	274	35	1
173	274	35	1
176	274	35	1
184	274	35	1
185	274	35	1
186	274	35	1
187	274	35	1
190	274	35	1
202	274	35	1
203	274	35	1
212	274	35	1
215	274	35	1
224	274	35	2
225	274	35	2
234	274	35	1
242	274	35	1
245	274	35	1
186	275	35	1
191	275	35	1
205	275	35	1
207	275	35	2
213	275	35	1
214	275	35	1
220	275	35	1
225	275	35	1
239	275	35	1
240	275	35	1
177	276	35	1
186	276	35	1
206	276	35	1
211	276	35	1
218	276	35	1
221	276	35	1
222	276	35	1
240	276	35	3
244	276	35	2
248	276	35	1
183	277	35	1
188	277	35	1
206	277	35	1
219	277	35	1
229	277	35	1
232	277	35	1
234	277	35	2
235	277	35	1
237	277	35	1
248	277	35	1
174	278	35	1
175	278	35	1
176	278	35	1
183	278	35	1
195	278	35	1
204	278	35	1
225	278	35	1
230	278	35	1
231	278	35	1
236	278	35	2
245	278	35	1
247	278	35	1
172	279	35	2
179	279	35	1
180	279	35	2
192	279	35	2
193	279	35	1
194	279	35	1
203	279	35	2
205	279	35	1
210	279	35	1
214	279	35	3
217	279	35	2
227	279	35	1
234	279	35	1
245	279	35	1
172	280	35	1
174	280	35	1
179	280	35	1
193	280	35	1
203	280	35	1
208	280	35	1
215	280	35	1
217	280	35	1
232	280	35	1
234	280	35	1
238	280	35	2
246	280	35	2
174	281	35	2
179	281	35	2
206	281	35	3
208	281	35	1
211	281	35	1
213	281	35	1
214	281	35	1
216	281	35	1
217	281	35	1
226	281	35	1
228	281	35	2
229	281	35	1
235	281	35	1
244	281	35	1
248	281	35	1
175	282	35	1
179	282	35	2
186	282	35	1
189	282	35	1
205	282	35	4
208	282	35	2
209	282	35	1
213	282	35	1
214	282	35	1
215	282	35	1
216	282	35	2
218	282	35	1
219	282	35	2
221	282	35	1
222	282	35	1
223	282	35	1
224	282	35	1
227	282	35	1
242	282	35	1
244	282	35	1
245	282	35	1
171	283	35	1
188	283	35	2
209	283	35	1
212	283	35	1
214	283	35	1
216	283	35	2
226	283	35	1
227	283	35	1
228	283	35	1
232	283	35	1
233	283	35	2
240	283	35	1
241	283	35	1
247	283	35	1
189	284	35	2
200	284	35	1
205	284	35	2
207	284	35	1
208	284	35	2
209	284	35	1
220	284	35	1
224	284	35	1
229	284	35	1
234	284	35	1
235	284	35	1
248	284	35	1
177	285	35	1
189	285	35	1
203	285	35	1
207	285	35	1
208	285	35	1
221	285	35	1
226	285	35	1
229	285	35	2
240	285	35	2
241	285	35	1
243	285	35	1
245	285	35	1
174	286	35	1
187	286	35	1
191	286	35	2
196	286	35	1
200	286	35	1
201	286	35	1
202	286	35	1
216	286	35	2
220	286	35	2
223	286	35	2
224	286	35	1
231	286	35	1
236	286	35	1
238	286	35	1
243	286	35	1
246	286	35	1
248	286	35	2
187	287	35	1
188	287	35	1
198	287	35	1
200	287	35	1
203	287	35	1
204	287	35	3
206	287	35	1
224	287	35	1
225	287	35	1
229	287	35	1
233	287	35	1
236	287	35	1
239	287	35	1
242	287	35	1
243	287	35	1
187	288	35	1
189	288	35	2
192	288	35	2
195	288	35	1
196	288	35	1
205	288	35	1
222	288	35	1
236	288	35	1
242	288	35	1
174	289	35	1
190	289	35	1
193	289	35	1
200	289	35	1
205	289	35	2
220	289	35	2
221	289	35	1
225	289	35	1
228	289	35	1
243	289	35	1
245	289	35	1
248	289	35	1
250	289	35	1
184	290	35	1
185	290	35	1
186	290	35	1
205	290	35	1
223	290	35	3
231	290	35	1
242	290	35	1
244	290	35	1
185	291	35	1
194	291	35	1
196	291	35	2
200	291	35	2
205	291	35	1
224	291	35	1
229	291	35	1
232	291	35	1
237	291	35	1
244	291	35	2
186	292	35	1
187	292	35	1
200	292	35	1
221	292	35	1
228	292	35	1
232	292	35	1
238	292	35	1
243	292	35	1
245	292	35	1
247	292	35	2
250	292	35	1
181	293	35	2
185	293	35	1
196	293	35	1
206	293	35	1
227	293	35	1
229	293	35	1
230	293	35	2
233	293	35	2
234	293	35	1
236	293	35	1
239	293	35	1
242	293	35	1
246	293	35	2
181	294	35	1
183	294	35	1
197	294	35	1
198	294	35	1
199	294	35	1
201	294	35	1
204	294	35	1
218	294	35	1
219	294	35	1
220	294	35	1
221	294	35	1
226	294	35	1
231	294	35	2
234	294	35	1
236	294	35	1
237	294	35	1
241	294	35	1
184	295	35	1
193	295	35	1
194	295	35	2
202	295	35	1
228	295	35	1
233	295	35	1
244	295	35	1
249	295	35	1
177	296	35	1
195	296	35	1
198	296	35	1
203	296	35	1
219	296	35	1
221	296	35	1
223	296	35	1
236	296	35	1
241	296	35	1
197	297	35	1
198	297	35	1
202	297	35	1
226	297	35	1
232	297	35	1
235	297	35	2
237	297	35	1
238	297	35	1
239	297	35	1
240	297	35	1
248	297	35	1
197	298	35	1
222	298	35	1
229	298	35	1
234	298	35	1
246	298	35	1
196	299	35	1
202	299	35	1
235	299	35	1
236	299	35	1
239	299	35	2
240	299	35	2
245	299	35	1
194	300	35	1
195	300	35	1
225	300	35	1
227	300	35	2
228	300	35	2
236	300	35	1
239	300	35	1
227	301	35	1
228	301	35	2
229	301	35	1
235	301	35	1
240	301	35	1
243	301	35	1
223	302	35	1
227	302	35	2
228	302	35	3
230	302	35	1
234	302	35	1
238	302	35	2
244	302	35	1
199	303	35	1
226	303	35	1
229	303	35	1
236	303	35	2
238	303	35	2
242	303	35	2
207	304	35	1
240	304	35	1
243	304	35	1
222	305	35	1
225	305	35	1
230	305	35	1
236	305	35	1
240	305	35	2
241	305	35	2
242	305	35	2
204	306	35	1
222	306	35	1
225	306	35	1
230	306	35	1
231	306	35	2
235	306	35	1
236	306	35	1
222	307	35	1
223	307	35	2
224	307	35	1
227	307	35	2
233	307	35	2
203	308	35	1
226	308	35	2
227	308	35	1
229	308	35	1
236	308	35	1
240	308	35	1
202	309	35	1
223	309	35	1
220	310	35	1
225	310	35	1
231	310	35	2
238	310	35	1
213	311	35	2
222	311	35	1
228	311	35	1
232	311	35	2
234	311	35	1
236	311	35	3
217	312	35	1
225	312	35	1
232	312	35	1
242	312	35	1
229	313	35	2
230	313	35	1
236	313	35	1
238	313	35	1
225	314	35	1
227	314	35	1
228	314	35	1
236	314	35	2
235	315	35	1
236	316	35	1
238	316	35	1
235	317	35	2
238	317	35	1
239	317	35	1
240	317	35	1
238	318	35	1
233	319	35	1
240	319	35	2
229	252	36	1
224	253	36	1
223	255	36	1
218	256	36	2
223	256	36	2
216	257	36	1
217	257	36	1
228	257	36	1
217	258	36	1
220	258	36	2
221	258	36	1
228	258	36	1
232	258	36	1
217	259	36	1
218	259	36	1
224	259	36	1
226	259	36	1
229	259	36	1
233	259	36	1
212	260	36	1
223	260	36	1
225	260	36	2
232	260	36	1
237	260	36	1
238	260	36	1
240	260	36	1
216	261	36	1
222	261	36	1
223	261	36	1
226	261	36	1
232	261	36	1
238	261	36	3
246	261	36	1
210	262	36	1
222	262	36	1
223	262	36	2
224	262	36	1
230	262	36	1
240	262	36	2
244	262	36	1
189	263	36	1
191	263	36	1
193	263	36	1
210	263	36	2
214	263	36	1
216	263	36	2
219	263	36	1
233	263	36	2
237	263	36	2
239	263	36	1
244	263	36	1
249	263	36	2
188	264	36	1
212	264	36	2
218	264	36	1
220	264	36	1
222	264	36	1
223	264	36	1
225	264	36	2
226	264	36	2
232	264	36	1
233	264	36	2
240	264	36	1
242	264	36	1
243	264	36	1
246	264	36	1
188	265	36	1
191	265	36	1
207	265	36	1
208	265	36	1
209	265	36	1
216	265	36	1
222	265	36	2
224	265	36	1
226	265	36	1
230	265	36	1
233	265	36	1
234	265	36	1
237	265	36	1
242	265	36	1
247	265	36	1
189	266	36	2
191	266	36	1
193	266	36	1
195	266	36	1
196	266	36	1
207	266	36	2
208	266	36	1
211	266	36	1
215	266	36	1
219	266	36	1
221	266	36	1
223	266	36	2
226	266	36	1
231	266	36	1
232	266	36	1
238	266	36	1
241	266	36	1
244	266	36	3
248	266	36	3
192	267	36	1
210	267	36	1
212	267	36	1
217	267	36	1
221	267	36	1
233	267	36	1
241	267	36	1
249	267	36	1
191	268	36	1
194	268	36	1
195	268	36	1
196	268	36	1
214	268	36	1
222	268	36	1
233	268	36	1
234	268	36	1
236	268	36	1
239	268	36	1
241	268	36	1
188	269	36	1
194	269	36	2
210	269	36	1
213	269	36	2
217	269	36	1
225	269	36	1
237	269	36	1
238	269	36	1
172	270	36	1
185	270	36	1
188	270	36	1
189	270	36	1
198	270	36	1
203	270	36	1
211	270	36	1
212	270	36	1
231	270	36	2
232	270	36	1
239	270	36	1
244	270	36	2
246	270	36	1
248	270	36	1
176	271	36	1
178	271	36	2
189	271	36	1
191	271	36	1
211	271	36	1
213	271	36	1
214	271	36	1
217	271	36	1
220	271	36	1
248	271	36	1
249	271	36	1
177	272	36	1
178	272	36	1
181	272	36	1
190	272	36	1
193	272	36	1
203	272	36	1
207	272	36	1
208	272	36	1
213	272	36	2
218	272	36	1
222	272	36	1
231	272	36	1
235	272	36	1
181	273	36	1
205	273	36	1
209	273	36	1
210	273	36	1
211	273	36	1
217	273	36	1
236	273	36	1
178	274	36	1
179	274	36	1
204	274	36	1
205	274	36	2
209	274	36	1
211	274	36	2
214	274	36	2
216	274	36	1
221	274	36	1
233	274	36	1
209	275	36	1
216	275	36	1
217	275	36	1
231	275	36	1
243	275	36	1
208	276	36	1
212	276	36	1
215	276	36	1
220	276	36	1
222	276	36	1
232	276	36	2
237	276	36	1
240	276	36	1
241	276	36	1
175	277	36	1
205	277	36	2
206	277	36	2
208	277	36	1
211	277	36	2
213	277	36	1
217	277	36	1
220	277	36	1
223	277	36	1
226	277	36	1
181	278	36	2
202	278	36	1
204	278	36	1
210	278	36	1
211	278	36	2
214	278	36	1
223	278	36	3
231	278	36	1
173	279	36	1
179	279	36	1
192	279	36	1
206	279	36	1
209	279	36	1
215	279	36	1
219	279	36	1
173	280	36	1
174	280	36	1
205	280	36	2
207	280	36	2
211	280	36	3
213	280	36	1
219	280	36	2
226	280	36	2
234	280	36	1
179	281	36	1
187	281	36	1
192	281	36	1
200	281	36	1
204	281	36	1
207	281	36	1
213	281	36	1
222	281	36	1
189	282	36	1
212	282	36	1
214	282	36	1
222	282	36	1
232	282	36	1
215	283	36	1
218	283	36	1
222	283	36	1
226	283	36	2
196	284	36	2
201	284	36	1
202	284	36	1
203	284	36	1
205	284	36	1
208	284	36	1
209	284	36	1
226	284	36	1
240	284	36	1
245	284	36	1
176	285	36	1
202	285	36	1
204	285	36	1
208	285	36	1
210	285	36	3
212	285	36	2
220	285	36	1
224	285	36	2
234	285	36	1
236	285	36	1
241	285	36	1
243	285	36	1
244	285	36	1
245	285	36	2
247	285	36	2
189	286	36	1
193	286	36	1
208	286	36	1
213	286	36	4
216	286	36	1
218	286	36	1
227	286	36	1
229	286	36	1
230	286	36	1
235	286	36	1
176	287	36	1
177	287	36	1
191	287	36	1
198	287	36	1
202	287	36	1
203	287	36	1
204	287	36	1
207	287	36	1
214	287	36	1
224	287	36	1
226	287	36	1
227	287	36	1
229	287	36	1
230	287	36	1
233	287	36	1
240	287	36	2
241	287	36	1
243	287	36	1
186	288	36	1
194	288	36	1
196	288	36	1
204	288	36	1
206	288	36	1
210	288	36	2
229	288	36	1
231	288	36	1
237	288	36	1
238	288	36	1
241	288	36	2
242	288	36	1
245	288	36	1
184	289	36	1
196	289	36	1
199	289	36	2
200	289	36	2
206	289	36	1
223	289	36	1
230	289	36	2
232	289	36	2
233	289	36	1
234	289	36	1
237	289	36	2
241	289	36	1
185	290	36	1
201	290	36	1
204	290	36	1
206	290	36	1
220	290	36	1
231	290	36	1
238	290	36	1
242	290	36	2
243	290	36	1
202	291	36	1
204	291	36	1
222	291	36	1
224	291	36	2
232	291	36	1
233	291	36	1
237	291	36	2
238	291	36	1
239	291	36	1
244	291	36	2
189	292	36	1
194	292	36	1
196	292	36	1
200	292	36	1
202	292	36	1
208	292	36	1
219	292	36	1
220	292	36	1
223	292	36	1
224	292	36	1
225	292	36	1
226	292	36	1
229	292	36	1
230	292	36	2
233	292	36	1
237	292	36	2
245	292	36	1
188	293	36	1
195	293	36	1
199	293	36	1
202	293	36	1
207	293	36	1
208	293	36	1
223	293	36	1
226	293	36	1
237	293	36	1
239	293	36	3
241	293	36	1
187	294	36	1
195	294	36	1
199	294	36	1
204	294	36	1
223	294	36	1
225	294	36	4
228	294	36	1
229	294	36	2
230	294	36	4
231	294	36	1
232	294	36	1
233	294	36	1
234	294	36	1
243	294	36	2
244	294	36	1
197	295	36	1
199	295	36	1
201	295	36	2
218	295	36	1
223	295	36	1
225	295	36	1
231	295	36	1
234	295	36	1
237	295	36	3
239	295	36	1
240	295	36	1
241	295	36	1
242	295	36	1
194	296	36	1
199	296	36	1
201	296	36	1
205	296	36	1
227	296	36	1
229	296	36	1
234	296	36	1
239	296	36	1
195	297	36	3
205	297	36	1
217	297	36	1
231	297	36	1
232	297	36	2
233	297	36	1
234	297	36	1
235	297	36	1
236	297	36	2
241	297	36	1
245	297	36	1
205	298	36	1
239	298	36	2
240	298	36	1
241	298	36	1
243	298	36	1
244	298	36	1
245	298	36	2
204	299	36	1
228	299	36	1
233	299	36	1
241	299	36	1
242	299	36	1
245	299	36	1
228	300	36	1
232	300	36	1
233	300	36	1
241	300	36	1
242	300	36	2
198	301	36	3
223	301	36	2
226	301	36	1
227	301	36	1
230	301	36	1
235	301	36	1
244	301	36	1
245	301	36	1
227	302	36	2
232	302	36	1
244	302	36	1
232	303	36	1
233	303	36	2
235	303	36	1
227	304	36	1
223	305	36	2
226	305	36	1
234	305	36	2
223	306	36	1
226	306	36	1
194	307	36	1
234	307	36	1
242	307	36	1
223	308	36	2
224	308	36	1
225	308	36	1
227	309	36	2
228	309	36	1
234	309	36	1
242	309	36	1
221	310	36	1
222	310	36	1
226	310	36	1
228	310	36	1
229	310	36	4
236	310	36	1
211	311	36	1
215	311	36	1
222	311	36	1
230	311	36	1
238	311	36	1
242	311	36	1
216	312	36	1
218	312	36	1
220	312	36	1
221	312	36	1
236	312	36	1
216	313	36	1
217	313	36	2
225	313	36	1
226	313	36	1
227	313	36	1
231	313	36	1
234	313	36	1
230	314	36	1
232	314	36	3
234	314	36	2
238	314	36	1
241	314	36	1
228	315	36	1
230	315	36	1
236	315	36	1
238	315	36	1
242	315	36	1
228	316	36	1
231	316	36	1
237	316	36	1
238	316	36	2
240	316	36	1
242	316	36	1
232	317	36	1
237	317	36	1
230	318	36	1
233	318	36	1
235	318	36	2
236	318	36	1
237	318	36	1
236	319	36	1
238	319	36	1
239	319	36	1
228	259	37	1
230	259	37	1
226	260	37	2
242	260	37	1
227	261	37	1
220	262	37	1
229	262	37	1
232	262	37	1
189	264	37	1
209	264	37	1
211	264	37	1
215	264	37	1
224	264	37	1
231	264	37	1
236	264	37	1
237	264	37	1
245	264	37	1
207	265	37	1
228	265	37	1
212	266	37	1
215	266	37	1
230	266	37	1
243	266	37	1
183	267	37	1
188	267	37	1
193	267	37	1
214	267	37	1
233	267	37	1
217	268	37	1
219	268	37	1
194	269	37	1
190	270	37	1
194	270	37	1
196	270	37	1
212	270	37	2
215	270	37	1
217	270	37	1
221	270	37	2
232	270	37	3
238	270	37	1
196	271	37	1
207	271	37	1
213	271	37	1
219	271	37	1
220	271	37	1
207	272	37	2
213	272	37	2
208	273	37	2
216	273	37	1
217	273	37	1
211	274	37	1
213	274	37	1
215	274	37	1
205	275	37	1
207	275	37	1
212	275	37	1
213	275	37	1
214	275	37	3
208	276	37	1
211	276	37	1
217	276	37	2
219	276	37	2
188	277	37	1
204	277	37	1
210	277	37	1
211	277	37	3
217	277	37	1
218	277	37	1
211	278	37	1
175	279	37	1
195	279	37	1
210	279	37	1
212	279	37	1
215	279	37	2
208	280	37	1
209	280	37	2
212	280	37	1
215	280	37	1
189	282	37	1
191	282	37	2
208	282	37	1
213	282	37	1
214	282	37	1
221	282	37	1
204	283	37	1
207	283	37	1
214	283	37	1
215	283	37	1
230	283	37	2
195	284	37	1
196	284	37	1
202	284	37	1
203	284	37	1
237	284	37	1
186	285	37	2
198	285	37	1
202	285	37	1
204	285	37	2
226	285	37	1
233	285	37	1
239	285	37	1
241	285	37	1
203	286	37	2
204	286	37	1
206	286	37	1
207	286	37	1
211	286	37	1
220	286	37	1
232	286	37	1
236	286	37	1
202	287	37	1
204	287	37	1
208	287	37	1
219	287	37	1
222	287	37	1
230	287	37	2
236	287	37	1
237	287	37	1
239	287	37	3
248	287	37	1
192	288	37	1
194	288	37	2
201	288	37	1
205	288	37	1
224	288	37	1
232	288	37	1
233	288	37	2
238	288	37	1
195	289	37	2
200	289	37	2
202	289	37	1
205	289	37	2
208	289	37	2
219	289	37	1
230	289	37	1
233	289	37	1
234	289	37	1
239	289	37	1
186	290	37	2
195	290	37	1
199	290	37	1
222	290	37	1
237	290	37	1
243	290	37	1
188	291	37	1
204	291	37	1
232	291	37	1
234	291	37	2
236	291	37	1
240	291	37	1
198	292	37	1
231	292	37	1
190	293	37	2
193	293	37	1
205	293	37	1
226	293	37	1
201	294	37	1
202	294	37	1
224	294	37	1
225	294	37	1
230	294	37	1
234	294	37	1
235	294	37	1
237	294	37	1
238	294	37	1
203	295	37	1
204	295	37	2
225	295	37	2
241	295	37	1
243	295	37	1
201	296	37	1
205	296	37	2
225	296	37	2
229	296	37	4
234	296	37	2
237	296	37	2
239	296	37	2
240	296	37	1
245	296	37	2
196	297	37	1
204	297	37	1
218	297	37	1
230	297	37	1
232	297	37	1
235	297	37	1
239	297	37	2
199	298	37	1
231	298	37	1
232	298	37	1
242	298	37	1
243	298	37	1
245	298	37	2
243	299	37	1
245	299	37	1
227	300	37	1
229	300	37	2
241	300	37	1
241	301	37	2
242	301	37	1
244	302	37	1
228	303	37	1
232	303	37	2
227	305	37	1
228	305	37	1
236	305	37	1
238	305	37	1
223	306	37	1
234	306	37	1
242	306	37	1
241	307	37	1
223	308	37	2
224	308	37	1
226	308	37	1
227	308	37	1
235	308	37	2
240	308	37	1
241	308	37	1
226	309	37	2
242	309	37	1
217	310	37	2
225	310	37	1
214	311	37	1
216	311	37	1
222	311	37	1
224	311	37	1
227	311	37	1
218	312	37	1
228	312	37	1
229	312	37	1
231	312	37	1
232	312	37	1
235	312	37	2
236	312	37	1
212	313	37	1
216	313	37	1
217	313	37	1
218	313	37	1
225	313	37	1
227	313	37	1
228	313	37	1
236	313	37	1
237	313	37	2
221	314	37	1
228	314	37	2
235	314	37	1
236	314	37	1
227	315	37	2
237	316	37	1
211	317	37	1
230	317	37	3
236	317	37	1
237	317	37	1
238	317	37	1
237	319	37	1
231	322	37	1
226	259	38	1
228	260	38	1
238	262	38	1
229	263	38	1
189	266	38	1
229	266	38	2
193	267	38	2
188	268	38	1
187	269	38	1
211	269	38	1
217	269	38	1
240	269	38	2
217	270	38	2
232	270	38	1
211	271	38	1
215	271	38	3
218	271	38	1
214	272	38	1
208	273	38	1
210	273	38	1
210	274	38	1
211	274	38	1
215	274	38	1
217	274	38	1
203	275	38	1
207	275	38	1
215	275	38	1
216	275	38	1
207	276	38	1
210	276	38	1
213	276	38	1
211	277	38	1
213	277	38	1
215	277	38	1
203	278	38	1
211	278	38	1
212	278	38	1
218	278	38	1
208	279	38	1
220	279	38	1
193	280	38	1
208	280	38	1
215	280	38	1
221	280	38	1
190	281	38	1
191	281	38	3
208	281	38	1
211	281	38	1
216	281	38	1
189	282	38	1
192	282	38	1
193	282	38	2
214	282	38	1
222	282	38	1
189	283	38	2
203	283	38	1
207	283	38	2
195	284	38	2
214	284	38	1
191	285	38	1
204	285	38	1
212	285	38	1
196	286	38	2
204	286	38	1
221	286	38	1
237	286	38	1
193	287	38	1
195	287	38	2
198	287	38	1
202	287	38	1
219	287	38	1
232	287	38	1
238	287	38	2
187	288	38	1
189	288	38	1
190	288	38	2
197	288	38	1
214	288	38	2
218	288	38	1
219	288	38	1
236	288	38	2
185	289	38	2
187	289	38	1
190	289	38	1
193	289	38	1
195	289	38	1
200	289	38	1
203	289	38	1
208	289	38	3
215	289	38	1
223	289	38	1
198	290	38	1
200	290	38	3
207	290	38	1
220	290	38	1
189	291	38	2
191	291	38	1
192	291	38	2
197	291	38	3
203	291	38	2
204	291	38	2
207	291	38	1
210	291	38	1
211	291	38	2
214	291	38	1
220	291	38	1
232	291	38	1
189	292	38	1
192	292	38	1
194	292	38	1
207	292	38	2
234	292	38	2
240	292	38	1
196	293	38	1
199	293	38	1
206	293	38	1
208	293	38	1
226	293	38	1
230	293	38	1
234	293	38	1
237	293	38	1
238	293	38	1
202	294	38	1
211	294	38	2
212	294	38	1
213	294	38	1
225	294	38	1
235	294	38	1
237	294	38	1
202	295	38	2
216	295	38	1
220	295	38	1
230	295	38	1
232	295	38	1
197	296	38	1
198	296	38	1
206	296	38	1
217	296	38	1
221	296	38	1
222	296	38	1
233	296	38	1
241	296	38	2
243	296	38	1
195	297	38	1
199	297	38	2
204	297	38	1
220	297	38	1
223	297	38	1
229	297	38	1
231	297	38	3
234	297	38	1
239	297	38	2
241	297	38	1
242	297	38	2
192	298	38	1
200	298	38	1
225	298	38	2
230	298	38	1
231	298	38	1
237	298	38	1
240	298	38	1
243	298	38	1
203	299	38	1
204	299	38	2
229	299	38	2
235	299	38	1
240	299	38	2
245	299	38	2
204	300	38	1
227	300	38	1
233	300	38	1
234	300	38	1
230	301	38	1
233	301	38	1
234	301	38	1
235	301	38	1
227	303	38	1
229	303	38	1
231	303	38	1
229	304	38	1
231	304	38	1
234	304	38	1
236	304	38	1
237	304	38	4
240	304	38	1
244	304	38	1
246	304	38	1
226	305	38	1
227	305	38	1
228	305	38	1
244	305	38	1
227	306	38	2
229	306	38	1
232	306	38	1
236	306	38	1
246	306	38	2
224	307	38	1
239	307	38	1
241	307	38	1
244	307	38	1
246	307	38	1
222	308	38	1
226	308	38	1
235	308	38	1
195	309	38	2
226	309	38	1
233	309	38	1
242	309	38	2
217	310	38	1
220	310	38	1
222	310	38	1
223	310	38	2
225	310	38	2
227	310	38	1
228	310	38	1
230	310	38	1
236	310	38	1
213	311	38	1
221	311	38	1
222	311	38	1
225	311	38	1
226	311	38	1
230	311	38	1
235	311	38	1
237	311	38	1
244	311	38	1
220	312	38	1
