x	y	z	RNA Polymerase III Transcription Termination
231	306	31	1
223	307	31	1
224	307	31	2
234	307	31	1
237	307	31	1
223	308	31	1
226	309	31	2
226	250	32	1
231	250	32	2
215	251	32	1
226	251	32	2
227	251	32	1
228	251	32	2
229	251	32	1
216	252	32	2
226	252	32	2
231	252	32	2
215	253	32	2
216	253	32	2
218	253	32	1
221	253	32	1
223	253	32	1
225	253	32	1
227	253	32	2
231	253	32	4
232	253	32	2
237	253	32	2
240	253	32	1
216	254	32	2
223	254	32	1
225	254	32	2
227	254	32	1
228	254	32	2
230	254	32	2
232	254	32	1
235	254	32	2
236	254	32	1
239	254	32	1
188	255	32	2
214	255	32	4
216	255	32	2
217	255	32	2
219	255	32	3
221	255	32	1
227	255	32	2
228	255	32	1
230	255	32	1
232	255	32	1
235	255	32	1
236	255	32	1
238	255	32	1
240	255	32	1
177	256	32	1
210	256	32	2
216	256	32	1
219	256	32	2
227	256	32	1
229	256	32	3
232	256	32	2
236	256	32	1
237	256	32	3
240	256	32	4
242	256	32	2
193	257	32	1
195	257	32	1
203	257	32	4
208	257	32	2
218	257	32	4
219	257	32	3
221	257	32	2
228	257	32	2
229	257	32	1
230	257	32	1
232	257	32	1
238	257	32	1
240	257	32	2
192	258	32	2
214	258	32	1
215	258	32	1
218	258	32	3
220	258	32	1
226	258	32	2
228	258	32	3
231	258	32	2
235	258	32	2
237	258	32	1
239	258	32	1
240	258	32	3
241	258	32	1
191	259	32	2
192	259	32	2
201	259	32	2
207	259	32	1
209	259	32	1
211	259	32	1
213	259	32	1
214	259	32	2
215	259	32	3
216	259	32	1
217	259	32	3
219	259	32	4
220	259	32	1
222	259	32	1
227	259	32	1
228	259	32	2
229	259	32	1
230	259	32	2
231	259	32	1
240	259	32	3
242	259	32	3
243	259	32	2
244	259	32	1
247	259	32	1
192	260	32	3
203	260	32	2
210	260	32	1
211	260	32	2
214	260	32	1
218	260	32	1
220	260	32	1
230	260	32	1
234	260	32	2
235	260	32	1
236	260	32	1
238	260	32	2
239	260	32	2
240	260	32	1
242	260	32	1
243	260	32	3
244	260	32	1
245	260	32	1
246	260	32	1
194	261	32	1
195	261	32	1
210	261	32	1
211	261	32	2
212	261	32	2
215	261	32	2
216	261	32	3
217	261	32	3
222	261	32	1
225	261	32	2
228	261	32	4
230	261	32	1
237	261	32	1
238	261	32	1
239	261	32	1
242	261	32	1
244	261	32	1
245	261	32	2
186	262	32	2
189	262	32	1
196	262	32	2
197	262	32	1
207	262	32	2
215.5	262.5	32.5	1
216	262	32	1
217	262	32	2
219	262	32	2
225	262	32	2
228	262	32	1
231	262	32	1
235	262	32	2
236	262	32	1
238	262	32	2
240	262	32	2
242	262	32	2
243	262	32	2
244	262	32	2
246	262	32	2
250	262	32	2
193	263	32	1
194	263	32	2
198	263	32	3
200	263	32	2
204	263	32	1
211	263	32	1
215	263	32	1
218	263	32	1
220	263	32	2
221	263	32	1
222	263	32	3
224	263	32	4
228	263	32	2
230	263	32	1
231	263	32	1
232	263	32	1
233	263	32	1
235	263	32	2
236	263	32	1
237	263	32	1
241	263	32	2
242	263	32	1
245	263	32	1
246	263	32	1
247	263	32	1
250	263	32	1
251	263	32	2
186	264	32	1
189	264	32	1
190	264	32	2
191	264	32	2
192	264	32	1
194	264	32	1
199	264	32	1
202	264	32	1
210	264	32	2
215	264	32	1
216	264	32	1
222	264	32	1
224	264	32	1
227	264	32	2
228	264	32	4
231	264	32	3
236	264	32	4
239	264	32	2
240	264	32	1
248	264	32	2
250	264	32	1
184	265	32	2
187	265	32	1
188	265	32	2
189	265	32	3
191	265	32	2
192	265	32	2
193	265	32	3
194	265	32	2
195	265	32	1
203	265	32	1
204	265	32	2
206	265	32	1
211	265	32	1
213	265	32	1
215	265	32	3
216	265	32	2
217	265	32	1
220	265	32	1
222	265	32	1
224	265	32	1
226	265	32	1
229	265	32	2
230	265	32	1
231	265	32	1
233	265	32	1
235	265	32	1
239	265	32	2
243	265	32	2
244	265	32	2
249	265	32	2
186	266	32	2
188	266	32	1
194	266	32	1
196	266	32	2
197	266	32	2
203	266	32	1
212	266	32	1
214	266	32	2
216	266	32	1
220	266	32	2
221	266	32	1
228	266	32	3
229	266	32	1
232	266	32	2
235	266	32	1
236	266	32	2
238	266	32	2
239	266	32	1
245	266	32	2
247	266	32	1
249	266	32	1
251	266	32	1
252	266	32	3
183	267	32	2
184	267	32	3
191	267	32	2
192	267	32	1
194	267	32	3
205	267	32	1
208	267	32	2
209	267	32	2
211	267	32	1
214	267	32	2
215	267	32	2
219	267	32	1
221	267	32	2
222	267	32	1
225	267	32	1
228	267	32	1
229	267	32	1
230	267	32	2
231	267	32	3
239	267	32	2
240	267	32	1
242	267	32	1
243	267	32	3
247	267	32	3
248	267	32	1
249	267	32	1
252	267	32	1
186	268	32	1
188	268	32	1
189	268	32	2
193	268	32	1
195	268	32	2
198	268	32	1
206	268	32	2
207	268	32	2
214	268	32	1
215	268	32	1
216	268	32	2
219	268	32	1
220	268	32	2
225	268	32	1
231	268	32	1
233	268	32	1
238	268	32	2
239	268	32	1
241	268	32	1
245	268	32	3
246	268	32	2
247	268	32	2
252	268	32	1
253	268	32	2
175	269	32	2
176	269	32	1
177	269	32	3
181	269	32	1
182	269	32	1
184	269	32	2
186	269	32	1
193	269	32	1
194	269	32	3
204	269	32	1
209	269	32	1
213	269	32	1
215	269	32	1
218	269	32	1
228	269	32	1
232	269	32	1
233	269	32	1
238	269	32	2
239	269	32	1
240	269	32	1
241	269	32	1
242	269	32	1
243	269	32	1
244	269	32	2
245	269	32	1
246	269	32	1
248	269	32	3
250	269	32	1
251	269	32	1
252	269	32	2
172	270	32	2
173	270	32	1
174	270	32	1
180	270	32	2
181	270	32	1
185	270	32	1
187	270	32	2
195	270	32	1
196	270	32	2
197	270	32	3
200	270	32	2
201	270	32	2
203	270	32	2
206	270	32	1
207	270	32	2
210	270	32	1
211	270	32	2
212	270	32	2
224	270	32	3
227	270	32	1
231	270	32	1
232	270	32	1
233	270	32	1
234	270	32	2
239	270	32	2
241	270	32	2
243	270	32	2
245	270	32	1
247	270	32	1
250	270	32	1
174	271	32	1
175	271	32	2
176	271	32	1
177	271	32	1
180	271	32	1
182	271	32	1
184	271	32	2
186	271	32	1
188	271	32	1
196	271	32	1
202	271	32	1
206	271	32	1
207	271	32	3
208	271	32	1
212	271	32	1
213	271	32	1
214	271	32	2
215	271	32	1
216	271	32	4
227	271	32	1
228	271	32	2
233	271	32	1
234	271	32	3
237	271	32	1
239	271	32	2
240	271	32	1
241	271	32	1
243	271	32	1
244	271	32	1
247	271	32	2
250	271	32	1
251	271	32	1
173	272	32	1
175	272	32	1
176	272	32	2
181	272	32	1
185	272	32	1
198	272	32	2
202	272	32	1
203	272	32	1
205	272	32	1
206	272	32	1
208	272	32	3
209	272	32	1
210	272	32	1
211	272	32	3
216	272	32	1
225	272	32	3
228	272	32	3
230	272	32	1
235	272	32	3
237	272	32	3
238	272	32	1
239	272	32	2
240	272	32	1
241	272	32	1
244	272	32	1
248	272	32	1
250	272	32	3
251	272	32	1
252	272	32	1
255	272	32	2
174	273	32	2
181	273	32	1
182	273	32	4
183	273	32	3
186	273	32	2
201	273	32	2
204	273	32	1
205	273	32	1
206	273	32	2
207	273	32	2
210	273	32	1
211	273	32	2
212	273	32	1
213	273	32	2
214	273	32	4
215	273	32	2
225	273	32	2
228	273	32	3
229	273	32	1
234	273	32	1
236	273	32	3
238	273	32	1
239	273	32	3
240	273	32	2
241	273	32	3
243	273	32	1
245	273	32	1
246	273	32	1
249	273	32	1
254	273	32	1
172	274	32	2
173	274	32	1
174	274	32	1
179	274	32	3
181	274	32	2
182	274	32	1
184	274	32	1
202	274	32	1
203	274	32	1
206	274	32	1
207	274	32	1
208	274	32	1
209	274	32	3
211	274	32	3
213	274	32	2
215	274	32	1
234	274	32	1
236	274	32	1
237	274	32	2
238	274	32	2
241	274	32	1
243	274	32	1
244	274	32	2
250	274	32	2
181	275	32	1
183	275	32	2
184	275	32	3
186	275	32	1
208	275	32	1
210	275	32	1
211	275	32	3
212	275	32	1
215	275	32	1
216	275	32	1
235	275	32	1
237	275	32	2
238	275	32	2
240	275	32	2
247	275	32	2
250	275	32	3
252	275	32	2
174	276	32	2
175	276	32	1
184	276	32	2
203	276	32	1
204	276	32	2
205	276	32	1
206	276	32	2
210	276	32	3
215	276	32	4
233	276	32	3
234	276	32	1
235	276	32	4
236	276	32	2
241	276	32	2
242	276	32	2
243	276	32	1
246	276	32	1
249	276	32	1
175	277	32	1
204	277	32	1
205	277	32	2
216	277	32	2
224	277	32	2
232	277	32	1
236	277	32	1
237	277	32	2
240	277	32	3
242	277	32	1
244	277	32	2
245	277	32	3
248	277	32	1
249	277	32	2
250	277	32	1
254	277	32	2
175	278	32	2
177	278	32	1
184	278	32	1
204	278	32	1
224	278	32	1
225	278	32	2
235	278	32	3
238	278	32	1
240	278	32	1
241	278	32	2
244	278	32	1
246	278	32	1
248	278	32	1
175	279	32	3
179	279	32	2
205	279	32	1
207	279	32	3
214	279	32	1
219	279	32	1
220	279	32	1
223	279	32	2
234	279	32	1
236	279	32	2
237	279	32	2
239	279	32	2
241	279	32	1
243	279	32	1
245	279	32	1
246	279	32	3
247	279	32	3
250	279	32	3
255	279	32	2
173	280	32	1
174	280	32	2
175	280	32	3
177	280	32	1
178	280	32	1
180	280	32	1
208	280	32	1
217	280	32	1
219	280	32	1
220	280	32	1
221	280	32	1
222	280	32	2
229	280	32	1
237	280	32	1
238	280	32	2
239	280	32	1
240	280	32	1
241	280	32	1
242	280	32	2
248	280	32	2
251	280	32	3
175	281	32	1
182	281	32	1
210	281	32	2
217	281	32	1
219	281	32	2
222	281	32	1
223	281	32	2
231	281	32	2
236	281	32	4
237	281	32	1
241	281	32	2
242	281	32	1
244	281	32	1
245	281	32	1
246	281	32	1
250	281	32	3
251	281	32	3
173	282	32	2
174	282	32	2
175	282	32	1
178	282	32	5
179	282	32	1
187	282	32	1
188	282	32	2
204	282	32	2
218	282	32	1
220	282	32	2
221	282	32	3
222	282	32	1
224	282	32	1
226	282	32	2
227	282	32	2
231	282	32	2
233	282	32	1
237	282	32	2
242	282	32	1
244	282	32	1
246	282	32	2
247	282	32	1
248	282	32	2
250	282	32	3
251	282	32	1
254	282	32	2
173	283	32	1
175	283	32	1
176	283	32	1
178	283	32	1
179	283	32	2
208	283	32	1
221	283	32	2
222	283	32	2
223	283	32	2
224	283	32	1
236	283	32	3
237	283	32	1
239	283	32	1
240	283	32	2
242	283	32	3
244	283	32	1
246	283	32	1
248	283	32	1
253	283	32	1
254	283	32	1
178	284	32	1
179	284	32	1
181	284	32	1
184	284	32	1
186	284	32	1
205	284	32	2
208	284	32	1
209	284	32	1
210	284	32	1
221	284	32	4
222	284	32	2
225	284	32	1
226	284	32	3
227	284	32	3
229	284	32	1
230	284	32	1
233	284	32	1
234	284	32	1
236	284	32	3
241	284	32	2
245	284	32	1
247	284	32	2
248	284	32	1
249	284	32	1
251	284	32	1
254	284	32	1
257	284	32	1
176	285	32	1
179	285	32	2
180	285	32	1
182	285	32	2
204	285	32	3
205	285	32	3
206	285	32	1
208	285	32	3
215	285	32	1
220	285	32	1
221	285	32	1
222	285	32	1
223	285	32	2
225	285	32	1
229	285	32	1
230	285	32	2
232	285	32	2
233	285	32	1
234	285	32	2
236	285	32	1
238	285	32	2
240	285	32	2
241	285	32	1
244	285	32	2
245	285	32	1
246	285	32	1
250	285	32	1
252	285	32	1
254	285	32	2
255	285	32	3
174	286	32	4
175	286	32	2
178	286	32	1
180	286	32	1
204	286	32	4
207	286	32	1
209	286	32	2
219	286	32	1
223	286	32	1
224	286	32	2
226	286	32	1
228	286	32	2
231	286	32	2
236	286	32	1
237	286	32	2
239	286	32	1
242	286	32	1
243	286	32	1
246	286	32	1
247	286	32	2
248	286	32	2
249	286	32	3
250	286	32	2
252	286	32	2
176	287	32	2
187	287	32	1
207	287	32	2
219	287	32	1
220	287	32	2
222	287	32	2
223	287	32	3
224	287	32	2
226	287	32	1
227	287	32	1
228	287	32	1
230	287	32	1
236.5	287.5	32.5	2
237	287	32	2
242	287	32	1
243	287	32	1
246	287	32	1
249	287	32	1
250	287	32	1
254	287	32	1
255	287	32	4
256	287	32	1
201	288	32	2
202	288	32	2
220	288	32	1
221	288	32	2
223	288	32	2
225	288	32	2
226	288	32	1
227	288	32	2
232	288	32	2
234	288	32	2
239	288	32	1
240	288	32	2
242	288	32	1
243	288	32	1
244	288	32	1
246	288	32	1
247	288	32	1
248	288	32	2
249	288	32	1
253	288	32	1
258	288	32	2
185	289	32	1
201	289	32	1
222	289	32	1
223	289	32	3
224	289	32	2
226	289	32	1
227	289	32	1
229	289	32	2
230	289	32	4
231	289	32	1
233	289	32	2
237	289	32	1
238	289	32	1
239	289	32	1
242	289	32	2
243	289	32	1
248	289	32	1
253	289	32	1
185	290	32	3
200	290	32	1
220	290	32	2
221	290	32	2
222	290	32	1
224	290	32	1
225	290	32	1
229	290	32	3
230	290	32	3
231	290	32	2
234	290	32	1
237	290	32	1
239	290	32	2
241	290	32	2
244	290	32	2
245	290	32	1
246	290	32	1
247	290	32	2
248	290	32	2
250	290	32	5
253	290	32	1
255	290	32	1
197	291	32	2
198	291	32	2
200	291	32	3
223	291	32	2
224	291	32	1
226	291	32	2
229	291	32	1
231	291	32	3
233.333333333333	291.333333333333	33	1
236	291	32	1
238	291	32	1
239	291	32	2
241	291	32	1
243	291	32	2
244	291	32	1
245	291	32	2
246	291	32	2
247	291	32	2
248	291	32	1
254	291	32	2
255	291	32	2
256	291	32	2
197	292	32	1
199	292	32	1
201	292	32	3
203	292	32	1
204	292	32	1
218	292	32	1
221	292	32	1
222	292	32	2
223	292	32	2
228	292	32	1
229	292	32	2
234	292	32	1
236.75	292.75	33	1
238	292	32	1
242	292	32	2
243	292	32	2
247	292	32	1
248	292	32	2
249	292	32	2
250	292	32	1
251	292	32	1
255	292	32	3
179	293	32	1
197	293	32	1
198	293	32	2
207	293	32	1
216	293	32	1
221	293	32	1
224	293	32	3
227	293	32	1
228	293	32	3
229	293	32	1
232	293	32	1
233	293	32	2
237	293	32	2
238	293	32	1
241	293	32	1
244	293	32	2
245	293	32	1
247	293	32	1
248	293	32	3
249	293	32	2
250	293	32	2
251	293	32	2
256	293	32	1
180	294	32	2
197	294	32	4
199	294	32	3
204	294	32	1
221	294	32	1
223	294	32	2
224	294	32	1
227	294	32	1
230	295	33	1
230	294	32	1
233	294	32	1
235	294	32	3
236	294	32	1
237	294	32	1
238	294	32	1
239	294	32	3
244	294	32	3
245	294	32	3
246	294	32	1
247	294	32	3
251	294	32	3
192	295	32	2
200	295	32	2
220	295	32	2
223	295	32	2
224	295	32	1
226	295	32	1
228	295	32	1
229	295	32	1
230	295	32	1
231	295	32	1
239	295	32	4
240	295	32	2
241	295	32	1
245	295	32	2
247	295	32	4
250	295	32	1
198	296	32	1
202	296	32	3
220	296	32	1
228	296	32	3
229	296	32	2
231	296	32	1
232	296	32	1
233	296	32	2
234	296	32	1
235	296	32	2
241	296	32	1
242	296	32	1
243	296	32	3
249	296	32	1
250	296	32	3
251	296	32	2
252	296	32	2
255	296	32	1
183	297	32	2
219	297	32	2
221	297	32	2
225	297	32	2
226	297	32	1
227	297	32	1
229	297	32	2
230	297	32	2
233	297	32	1
234	297	32	1
236	297	32	2
241	297	32	1
243	297	32	1
244	297	32	3
247	297	32	1
248	297	32	3
249	297	32	1
250	297	32	2
251	297	32	1
252	297	32	3
254	297	32	2
255	297	32	2
195	298	32	2
197	298	32	1
199	298	32	1
220	298	32	2
228	298	32	2
232	298	32	3
233	298	32	2
234	298	32	1
236	298	32	1
237	298	32	3
238	298	32	1
239	298	32	1
240	298	32	1
241	298	32	1
244	298	32	3
247	298	32	3
249	298	32	2
251	298	32	1
253	298	32	2
227	299	32	1
228	299	32	3
233	299	32	1
236	299	32	1
237	299	32	1
240	299	32	2
241	299	32	2
242	299	32	2
244	299	32	2
245	299	32	2
247	299	32	1
248	299	32	2
249	299	32	1
185	300	32	2
196	300	32	3
197	300	32	2
227	300	32	1
228	300	32	2
232	300	32	1
237	300	32	2
239	300	32	1
240	300	32	1
244	300	32	2
245	300	32	2
246	300	32	1
247	300	32	1
248	300	32	2
196	301	32	2
198	301	32	1
210	301	32	4
221	301	32	1
223	301	32	3
224	301	32	2
225	301	32	2
229	301	32	1
231	301	32	1
233	301	32	2
234	301	32	3
236	301	32	2
237	301	32	1
240	301	32	2
241	301	32	2
244	301	32	1
246	301	32	1
248	301	32	1
222	302	32	1
224	302	32	2
229	302	32	1
230	302	32	2
231	302	32	2
233	302	32	3
236	302	32	4
238	302	32	1
240	302	32	1
242	302	32	1
243	302	32	1
247	302	32	1
248	302	32	1
207	303	32	2
222	303	32	2
223	303	32	2
225	303	32	2
229	303	32	1
232	303	32	1
234	303	32	1
235	303	32	1
239	303	32	2
241	303	32	1
242	303	32	2
244	303	32	2
217	304	32	2
220	304	32	1
230	304	32	2
233	304	32	1
234	304	32	2
235	304	32	1
236	304	32	2
237	304	32	2
241	304	32	1
243	304	32	4
204	305	32	1
222	305	32	1
226	305	32	1
235	305	32	1
238	305	32	2
222	306	32	2
233	306	32	4
235	306	32	3
237	306	32	1
242	306	32	3
221	307	32	1
222	307	32	1
225	307	32	4
226	307	32	1
234	307	32	1
235	307	32	3
220	308	32	1
225	308	32	1
227	308	32	1
229	308	32	1
236	308	32	2
220	309	32	3
224	309	32	3
225	309	32	1
226	309	32	1
228	309	32	1
234	309	32	1
235	309	32	1
225	310	32	2
227	310	32	1
231	310	32	1
233	310	32	1
225	311	32	1
234	311	32	2
230	313	32	2
235	313	32	1
228	249	33	1
232	249	33	1
228	250	33	1
226	251	33	1
223	252	33	2
226	252	33	2
227	252	33	1
229	252	33	1
231	252	33	1
240	252	33	1
217	253	33	2
218	253	33	3
221	253	33	1
224	253	33	2
228	253	33	2
231	253	33	2
237	253	33	2
240	253	33	1
241	253	33	3
193	254	33	1
217	254	33	2
219	254	33	1
225	254	33	1
226	254	33	1
231	254	33	2
240	254	33	2
241	254	33	1
217	255	33	1
218	255	33	3
220	255	33	2
221	255	33	1
224	255	33	2
226	255	33	2
236	255	33	1
237	255	33	2
216	256	33	1
225	256	33	1
227	256	33	2
232	256	33	2
240	256	33	1
241	256	33	1
214	257	33	1
216	257	33	1
218	257	33	1
219	257	33	1
220	257	33	1
221	257	33	2
222	257	33	1
224	257	33	1
230	257	33	2
235	257	33	1
237	257	33	2
239	257	33	1
215	258	33	2
216	258	33	1
219	258	33	1
221	258	33	1
222	258	33	1
223	258	33	2
226	258	33	2
230	258	33	1
231	258	33	4
233	258	33	2
234	258	33	1
242	258	33	2
243	258	33	1
244	258	33	2
189	259	33	1
201	259	33	3
211	259	33	1
213	259	33	1
215	259	33	2
216	259	33	1
217	259	33	2
222	259	33	2
224	259	33	1
225	259	33	1
227	259	33	2
228	259	33	1
229	259	33	2
231	259	33	1
235	259	33	1
239	259	33	1
242	259	33	2
243	259	33	2
244	259	33	1
246	259	33	1
208	260	33	1
212	260	33	1
215	260	33	1
224	260	33	1
229	260	33	2
233	260	33	2
236	260	33	3
238	260	33	1
240	260	33	2
241	260	33	2
243	260	33	1
246	260	33	1
188	261	33	2
195	261	33	4
208	261	33	1
209	261	33	1
216	261	33	1
217.5	261.5	33.5	1
220	261	33	1
222	261	33	3
226	261	33	1
228	261	33	2
229	261	33	2
230	261	33	1
234	261	33	1
235	261	33	1
237	261	33	1
238	261	33	1
239	261	33	1
240	261	33	2
241	261	33	1
244	261	33	1
247	261	33	1
191	262	33	1
192	262	33	1
203	262	33	1
209	262	33	1
214	262	33	1
215	262	33	1
216	262	33	1
218	262	33	1
219	262	33	1
221	262	33	1
223	262	33	1
227	262	33	3
233	262	33	1
236	262	33	1
239	262	33	1
240	262	33	1
242	262	33	3
243	262	33	1
246	262	33	3
249	262	33	1
250	262	33	1
185	263	33	1
189	263	33	1
191	263	33	1
193	263	33	3
198	263	33	3
199	263	33	1
200	263	33	1
203	263	33	2
211	263	33	1
212	263	33	2
213	263	33	2
215	263	33	1
218	263	33	2
219	263	33	1
223	263	33	2
224	263	33	2
225	263	33	1
227	263	33	1
228	263	33	1
233	263	33	2
237	263	33	1
238	263	33	1
239	263	33	1
242	263	33	4
243	263	33	1
245	263	33	1
248	263	33	1
249	263	33	2
251	263	33	4
186	264	33	1
187	264	33	1
188	264	33	2
189	264	33	2
190	264	33	1
191	264	33	1
192	264	33	1
193	264	33	1
194	264	33	3
210	264	33	2
212	264	33	1
214	264	33	1
215	264	33	1
216	264	33	1
220	264	33	1
221	264	33	2
223	264	33	2
225	264	33	1
231	264	33	3
233	264	33	2
237	264	33	2
238	264	33	2
245	264	33	2
246	264	33	1
249	264	33	1
250	264	33	1
185	265	33	3
189	265	33	3
191	265	33	1
192	265	33	1
194	265	33	2
195	265	33	2
202	265	33	3
207	265	33	1
212	265	33	2
213	265	33	1
214	265	33	2
218	265	33	3
219	265	33	3
220	265	33	4
221	265	33	2
222	265	33	3
223	265	33	3
224	265	33	2
225	265	33	1
226	265	33	1
229	265	33	1
233	265	33	1
235	265	33	1
237	265	33	2
239	265	33	1
242	265	33	1
243	265	33	1
244	265	33	2
245	265	33	1
247	265	33	2
248	265	33	2
184	266	33	2
185	266	33	2
190	266	33	1
191	266	33	2
192	266	33	1
194	266	33	1
195	266	33	1
196	266	33	1
197	266	33	2
204	266	33	2
208	266	33	1
211	266	33	2
214	266	33	1
216	266	33	2
217	266	33	1
218	266	33	1
220	266	33	3
221	266	33	3
222	266	33	2
224	266	33	2
228	266	33	1
239	266	33	2
240	266	33	1
242	266	33	2
183	267	33	2
184	267	33	2
186	267	33	1
188	267	33	2
191	267	33	6
193	267	33	2
196	267	33	1
197	267	33	2
202	267	33	1
209	267	33	3
210	267	33	2
212	267	33	1
214	267	33	1
215	267	33	1
216	267	33	1
217	267	33	2
220	267	33	1
223	267	33	5
226	267	33	1
227	267	33	2
228	267	33	2
231	267	33	2
235	267	33	2
240	267	33	4
241	267	33	1
242	267	33	1
244	267	33	1
245	267	33	2
248	267	33	4
252	267	33	1
183	268	33	2
188	268	33	1
189	268	33	4
191	268	33	1
193	268	33	2
209	268	33	1
214	268	33	2
215	268	33	1
217	268	33	1
219	268	33	1
220	268	33	1
224	268	33	2
225	268	33	1
226	268	33	1
231	268	33	1
241	268	33	2
242	268	33	1
250	268	33	1
252	268	33	1
185	269	33	1
187	269	33	1
188	269	33	2
191	269	33	2
193	269	33	1
194	269	33	2
208	269	33	3
209	269	33	1
212	269	33	1
215	269	33	1
217	269	33	1
224	269	33	1
227	269	33	1
232	269	33	5
233	269	33	3
234	269	33	2
235	269	33	1
239	269	33	1
241	269	33	1
243	269	33	3
245	269	33	1
251	269	33	1
178	270	33	1
179	270	33	3
183	270	33	1
185	270	33	2
186	270	33	1
187	270	33	1
188	270	33	1
194	270	33	1
206	270	33	1
207	270	33	1
209	270	33	3
210	270	33	2
212	270	33	1
215	270	33	1
216	270	33	3
233	270	33	1
234	270	33	1
240	270	33	2
241	270	33	1
242	270	33	1
243	270	33	2
244	270	33	1
245	270	33	1
247	270	33	3
248	270	33	2
249	270	33	1
251	270	33	2
252	270	33	3
173	271	33	1
177	271	33	3
178	271	33	2
179	271	33	2
180	271	33	1
181	271	33	3
182	271	33	1
185	271	33	3
186	271	33	2
187	271	33	1
190	271	33	1
208	271	33	1
209	271	33	3
210	271	33	1
214	271	33	2
215	271	33	2
216	271	33	1
217	271	33	1
224	271	33	2
229	271	33	1
231	271	33	1
233	271	33	1
237	271	33	2
238	271	33	1
240	271	33	1
242	271	33	1
243	271	33	3
244	271	33	1
246	271	33	1
248	271	33	1
172	272	33	1
173	272	33	1
175	272	33	3
178	272	33	1
180	272	33	1
182	272	33	1
183	272	33	1
187	272	33	2
189	272	33	2
204	272	33	3
205	272	33	1
207	272	33	1
213	272	33	2
216	272	33	1
225	272	33	5
231	272	33	3
233	272	33	1
235	272	33	2
239	272	33	2
240	272	33	3
241	272	33	2
242	272	33	2
245	272	33	1
247	272	33	1
249	272	33	3
251	272	33	4
254	272	33	1
173	273	33	1
181	273	33	3
183	273	33	1
184	273	33	1
185	273	33	3
186	273	33	2
190	273	33	1
201	273	33	2
204	273	33	1
205	273	33	2
209	273	33	1
210	273	33	1
215	273	33	2
217	273	33	3
226	273	33	1
230	273	33	1
235	273	33	1
238	273	33	1
239	273	33	2
243	273	33	1
249	273	33	1
169	274	33	2
170	274	33	1
174	274	33	1
176	274	33	2
177	274	33	2
182	274	33	5
183	274	33	1
185	274	33	4
190	274	33	1
201	274	33	1
202	274	33	1
203	274	33	1
204	274	33	3
207	274	33	1
208	274	33	1
209	274	33	1
210	274	33	3
212	274	33	1
214	274	33	1
217	274	33	2
232	274	33	1
236	274	33	1
237	274	33	2
239	274	33	1
240	274	33	1
242	274	33	2
243	274	33	1
245	274	33	2
250	274	33	1
176	275	33	3
184	275	33	2
186	275	33	3
188	275	33	1
200	275	33	1
205	275	33	2
206	275	33	3
207	275	33	1
209	275	33	2
210	275	33	1
212	275	33	1
213	275	33	2
217	275	33	4
227	275	33	1
235	275	33	2
237	275	33	3
241	275	33	1
243	275	33	1
246	275	33	2
250	275	33	1
174	276	33	2
189	276	33	1
190	276	33	3
201	276	33	1
206	276	33	2
207	276	33	2
208	276	33	1
214	276	33	1
232	276	33	3
235	276	33	2
236	276	33	1
237	276	33	1
239	276	33	3
241	276	33	1
242	276	33	1
174	277	33	4
176	277	33	2
178	277	33	1
180	277	33	1
183	277	33	2
187	277	33	1
205	277	33	1
206	277	33	1
207	277	33	1
208	277	33	1
209	277	33	1
210	277	33	1
215	277	33	2
224	277	33	1
227	277	33	1
234	277	33	1
236	277	33	1
238	277	33	3
239	277	33	1
241	277	33	1
243	277	33	2
245	277	33	1
246	277	33	1
176	278	33	1
178	278	33	2
191	278	33	1
204	278	33	1
205	278	33	1
207	278	33	2
210	278	33	2
211	278	33	2
223	278	33	1
232	278	33	2
234	278	33	1
235	278	33	1
237	278	33	2
238	278	33	2
239	278	33	1
240	278	33	4
244	278	33	2
245	278	33	1
246	278	33	1
168	279	33	1
175	279	33	1
176	279	33	1
178	279	33	4
181	279	33	1
201	279	33	1
208	279	33	1
210	279	33	2
220	279	33	1
222	279	33	2
234	279	33	1
240	279	33	1
241	279	33	1
245	279	33	1
248	279	33	1
174	280	33	1
176	280	33	1
177	280	33	1
180	280	33	1
187	280	33	1
191	280	33	1
203	280	33	1
207	280	33	1
208	280	33	2
209	280	33	2
211	280	33	2
217	280	33	4
220	280	33	2
221	280	33	1
223	280	33	1
224	280	33	1
226	280	33	2
229	280	33	2
232	280	33	1
237	280	33	2
239	280	33	4
241	280	33	3
242	280	33	1
247	280	33	2
249	280	33	4
250	280	33	1
251	280	33	1
173	281	33	1
175	281	33	3
176	281	33	2
178	281	33	3
204	281	33	2
217	281	33	1
221	281	33	2
222	281	33	1
225	281	33	2
230	281	33	2
232	281	33	1
239	281	33	1
241	281	33	1
245	281	33	3
247	281	33	3
248	281	33	1
249	281	33	2
250	281	33	2
177	282	33	2
178	282	33	1
179	282	33	1
185	282	33	2
190	282	33	1
210	282	33	3
211	282	33	2
212	282	33	2
213	282	33	3
214	282	33	1
218	282	33	4
220	282	33	2
221	282	33	2
222	282	33	3
223	282	33	2
224	282	33	1
226	282	33	1
229	282	33	1
230	282	33	1
231	282	33	1
232	282	33	1
234	282	33	1
235	282	33	3
238	282	33	2
242	282	33	1
243	282	33	1
244	282	33	1
245	282	33	1
247	282	33	3
248	282	33	3
250	282	33	3
251	282	33	2
253	282	33	1
176	283	33	1
185	283	33	1
189	283	33	1
204	283	33	1
206	283	33	2
209	283	33	2
211	283	33	2
