x	y	z	Regulation of PTEN gene transcription
173	281	32	1
175	281	32	1
179	281	32	2
181	281	32	3
210	281	32	3
211	281	32	1
219	281	32	2
220	281	32	2
221	281	32	1
222	281	32	1
223	281	32	1
226	281	32	1
231	281	32	2
232	281	32	2
240	281	32	1
241	281	32	1
243	281	32	2
246	281	32	2
248	281	32	1
250	281	32	2
251	281	32	1
173	282	32	1
174	282	32	1
178	282	32	1
187	282	32	1
188	282	32	2
223	282	32	1
226	282	32	2
231	282	32	2
233	282	32	1
242	282	32	1
244	282	32	1
249	282	32	2
251	282	32	1
254	282	32	1
173	283	32	1
181	283	32	2
221	283	32	2
222	283	32	1
224	283	32	1
230	283	32	2
237	283	32	1
238	283	32	1
239	283	32	3
245	283	32	1
249	283	32	2
253	283	32	2
254	283	32	1
176	284	32	2
177	284	32	1
178	284	32	1
184	284	32	1
186	284	32	1
205	284	32	1
206	284	32	1
219	284	32	2
221	284	32	2
226	284	32	1
227	284	32	1
230	284	32	1
233	284	32	3
240	284	32	3
242	284	32	1
245	284	32	1
249	284	32	3
251	284	32	1
252	284	32	1
257	284	32	1
176	285	32	3
178	285	32	1
180	285	32	2
185	285	32	2
204	285	32	3
206	285	32	1
208	285	32	2
215	285	32	1
218	285	32	2
219	285	32	1
220	285	32	1
221	285	32	1
222	285	32	1
225	285	32	2
232	285	32	1
233	285	32	4
234	285	32	1
237	285	32	1
238	285	32	2
249	285	32	2
252	285	32	1
253	285	32	1
254	285	32	1
255	285	32	1
174	286	32	1
177	286	32	3
178	286	32	1
204	286	32	1
207	286	32	1
218	286	32	1
219	286	32	1
224	286	32	1
226	286	32	1
234	286	32	2
236	286	32	1
237	286	32	1
239	286	32	2
240	286	32	1
243	286	32	1
246	286	32	1
249	286	32	1
252	286	32	1
254	286	32	1
176	287	32	1
187	287	32	2
207	287	32	2
219	287	32	1
221	287	32	1
222	287	32	1
224	287	32	2
225	287	32	1
227	287	32	2
228	287	32	2
233	287	32	3
234	287	32	1
238	287	32	3
240	287	32	1
243	287	32	1
244	287	32	2
245	287	32	1
246	287	32	2
254	287	32	1
255	287	32	2
256	287	32	1
201	288	32	1
202	288	32	1
203	288	32	2
221	288	32	2
223	288	32	1
225	288	32	1
229	288	32	3
231	288	32	1
234	288	32	1
240	288	32	1
242	288	32	2
244	288	32	2
245	288	32	2
247	288	32	5
248	288	32	3
250	288	32	2
253	288	32	1
187	289	32	2
200	289	32	1
201	289	32	1
222	289	32	1
223	289	32	1
224	289	32	3
226	289	32	1
227	289	32	1
229	289	32	1
233	289	32	1
235	289	32	2
244	289	32	2
247	289	32	2
248	289	32	1
253	289	32	2
185	290	32	1
187	290	32	1
199	290	32	1
200	290	32	1
206	290	32	1
220	290	32	1
224	290	32	1
229	290	32	1
230	290	32	1
232	290	32	1
234	290	32	3
236	290	32	1
237	290	32	3
243	290	32	2
246	290	32	2
247	290	32	2
248	290	32	2
252	290	32	1
253	290	32	1
255	290	32	1
186	291	32	2
200	291	32	1
222	291	32	2
223	291	32	3
229	291	32	1
233.333333333333	291.333333333333	33	3
235	291	32	2
236	291	32	2
238	291	32	1
239	291	32	2
241	291	32	2
243	291	32	2
247	291	32	2
254	291	32	2
188	292	32	1
197	292	32	2
201	292	32	2
204	292	32	3
221	292	32	1
222	292	32	1
223	292	32	1
224	292	32	1
225	292	32	2
227	292	32	2
228	292	32	1
229	292	32	1
233	292	32	2
234	292	32	1
236.75	292.75	33	2
238	292	32	1
246	292	32	1
247	292	32	1
249	292	32	1
252	292	32	2
254	292	32	1
255	292	32	1
179	293	32	1
207	293	32	1
221	293	32	2
222	293	32	1
223	293	32	1
224	293	32	2
225	293	32	4
228	293	32	2
229	293	32	1
232	293	32	1
234	293	32	1
236	293	32	2
244	293	32	1
248	293	32	3
249	293	32	1
250	293	32	1
251	293	32	1
180	294	32	2
198	294	32	1
224	294	32	1
225	294	32	1
227	294	32	2
228	294	32	3
230	295	33	1
230	294	32	1
231	294	32	2
233	294	32	2
235	294	32	4
236	294	32	1
237	294	32	1
238	294	32	1
239	294	32	3
242	294	32	1
246	294	32	2
247	294	32	1
251	294	32	1
252	294	32	1
256	294	32	2
181	295	32	1
192	295	32	3
195	295	32	2
217	295	32	1
218	295	32	1
224	295	32	1
225	295	32	2
227	295	32	3
229	295	32	1
230	295	32	1
239	295	32	4
247	295	32	2
248	295	32	1
249	295	32	2
251	295	32	1
218	296	32	1
223	296	32	1
226	296	32	1
228	296	32	1
229	296	32	3
230	296	32	1
231	296	32	1
232	296	32	1
233	296	32	1
234	296	32	1
235	296	32	2
237	296	32	1
242	296	32	1
243	296	32	1
244	296	32	1
247	296	32	2
249	296	32	1
251	296	32	2
252	296	32	1
255	296	32	4
183	297	32	3
198	297	32	2
221	297	32	1
225	297	32	3
226	297	32	1
227	297	32	2
230	297	32	2
233	297	32	1
236	297	32	1
237	297	32	3
241	297	32	1
242	297	32	3
244	297	32	3
246	297	32	1
247	297	32	1
249	297	32	1
251	297	32	1
255	297	32	3
198	298	32	2
202	298	32	2
221	298	32	1
223	298	32	1
227	298	32	3
228	298	32	1
230	298	32	3
232	298	32	3
233	298	32	2
237	298	32	2
241	298	32	3
244	298	32	1
247	298	32	1
248	298	32	2
249	298	32	1
250	298	32	2
251	298	32	1
252	298	32	1
253	298	32	1
196	299	32	1
197	299	32	1
226	299	32	1
227	299	32	1
228	299	32	2
233	299	32	1
237	299	32	2
242	299	32	2
243	299	32	3
245	299	32	1
249	299	32	1
197	300	32	1
235	300	32	1
236	300	32	1
239	300	32	1
240	300	32	3
244	300	32	1
245	300	32	1
247	300	32	1
198	301	32	1
210	301	32	1
223	301	32	1
225	301	32	1
229	301	32	1
232	301	32	1
234	301	32	1
235	301	32	1
236	301	32	2
239	301	32	1
241	301	32	1
243	301	32	2
244	301	32	1
246	301	32	1
248	301	32	1
249	301	32	1
229	302	32	1
231	302	32	1
240	302	32	1
247	302	32	1
207	303	32	1
222	303	32	1
223	303	32	2
232	303	32	1
245	303	32	1
220	304	32	1
225	304	32	1
230	304	32	1
233	304	32	2
238	304	32	1
239	304	32	2
243	304	32	1
244	304	32	1
221	305	32	1
222	305	32	3
226	305	32	1
234	305	32	2
235	305	32	1
238	305	32	1
242	305	32	2
224	306	32	1
230	306	32	1
233	306	32	1
234	306	32	1
236	306	32	1
237	306	32	2
242	306	32	3
206	307	32	1
221	307	32	2
225	307	32	3
236	307	32	3
220	308	32	3
221	308	32	1
223	308	32	1
229	308	32	1
236	308	32	1
226	309	32	1
227	309	32	2
229	310	32	2
233	310	32	1
234	311	32	1
227	312	32	2
229	312	32	2
232	312	32	3
235	313	32	4
226	251	33	1
227	251	33	1
228	251	33	1
230	251	33	1
223	252	33	1
226	252	33	1
227	252	33	1
240	252	33	1
218	253	33	1
222	253	33	2
224	253	33	3
225	253	33	2
231	253	33	1
232	253	33	2
237	253	33	1
193	254	33	1
217	254	33	1
219	254	33	1
223	254	33	1
226	254	33	1
227	254	33	1
230	254	33	3
231	254	33	3
232	254	33	2
241	254	33	5
217	255	33	1
219	255	33	1
223	255	33	1
224	255	33	1
226	255	33	1
216	256	33	2
222	256	33	1
225	256	33	1
227	256	33	1
228	256	33	2
230	256	33	1
232	256	33	1
238	256	33	1
241	256	33	2
214	257	33	1
216	257	33	1
217	257	33	1
220	257	33	1
221	257	33	1
224	257	33	1
227	257	33	1
230	257	33	3
235	257	33	2
237	257	33	1
239	257	33	2
216	258	33	1
217	258	33	1
219	258	33	1
221	258	33	1
222	258	33	1
232	258	33	1
233	258	33	1
234	258	33	1
239	258	33	2
242	258	33	1
189	259	33	4
201	259	33	3
211	259	33	1
213	259	33	2
215	259	33	1
216	259	33	1
217	259	33	1
218	259	33	1
220	259	33	1
222	259	33	1
226	259	33	4
229	259	33	1
231	259	33	2
237	259	33	1
212	260	33	1
215	260	33	1
217	260	33	1
231	260	33	1
236	260	33	1
237	260	33	1
238	260	33	1
239	260	33	1
241	260	33	1
246	260	33	1
182	261	33	1
188	261	33	2
195	261	33	3
205	261	33	2
209	261	33	1
211	261	33	1
214	261	33	1
217.5	261.5	33.5	2
218	261	33	1
225	261	33	1
226	261	33	1
230	261	33	1
231	261	33	3
232	261	33	1
234	261	33	1
235	261	33	2
236	261	33	1
237	261	33	2
238	261	33	2
239	261	33	1
240	261	33	1
242	261	33	1
245	261	33	1
247	261	33	1
192	262	33	4
203	262	33	2
210	262	33	1
211	262	33	1
212	262	33	2
214	262	33	1
216	262	33	2
223	262	33	1
224	262	33	1
227	262	33	1
233	262	33	1
236	262	33	1
239	262	33	1
240	262	33	2
248	262	33	2
185	263	33	1
188	263	33	2
189	263	33	3
190	263	33	1
193	263	33	2
198	263	33	1
199	263	33	1
213	263	33	3
214	263	33	1
220	263	33	1
222	263	33	2
225	263	33	2
228	263	33	1
231	263	33	1
237	263	33	1
240	263	33	1
242	263	33	1
245	263	33	1
247	263	33	1
185	264	33	1
186	264	33	1
187	264	33	1
188	264	33	1
189	264	33	1
190	264	33	3
192	264	33	3
193	264	33	3
195	264	33	1
210	264	33	2
212	264	33	1
215	264	33	2
221	264	33	2
223	264	33	4
224	264	33	1
228	264	33	1
231	264	33	2
235	264	33	3
239	264	33	2
242	264	33	1
245	264	33	1
246	264	33	3
247	264	33	1
248	264	33	1
249	264	33	2
186	265	33	1
188	265	33	4
189	265	33	2
191	265	33	4
192	265	33	2
194	265	33	1
195	265	33	1
202	265	33	1
207	265	33	1
208	265	33	1
210	265	33	1
213	265	33	1
218	265	33	2
219	265	33	2
220	265	33	1
221	265	33	2
222	265	33	1
225	265	33	2
229	265	33	1
239	265	33	1
243	265	33	1
245	265	33	1
247	265	33	1
251	265	33	1
252	265	33	1
184	266	33	2
185	266	33	1
186	266	33	2
187	266	33	1
189	266	33	1
191	266	33	2
194	266	33	1
195	266	33	4
196	266	33	2
197	266	33	1
204	266	33	1
211	266	33	2
213	266	33	1
215	266	33	2
216	266	33	1
217	266	33	1
219	266	33	1
221	266	33	2
224	266	33	3
230	266	33	1
239	266	33	1
241	266	33	2
246	266	33	1
247	266	33	1
249	266	33	2
182	267	33	3
184	267	33	1
186	267	33	2
188	267	33	1
191	267	33	1
192	267	33	1
193	267	33	1
197	267	33	2
202	267	33	1
205	267	33	1
212	267	33	1
220	267	33	1
227	267	33	1
228	267	33	2
229	267	33	1
235	267	33	2
240	267	33	1
242	267	33	2
244	267	33	1
245	267	33	1
248	267	33	1
250	267	33	1
183	268	33	2
189	268	33	1
191	268	33	1
193	268	33	3
195	268	33	1
196	268	33	1
207	268	33	1
208	268	33	1
211	268	33	2
212	268	33	2
213	268	33	2
214	268	33	1
215	268	33	2
216	268	33	1
218	268	33	1
219	268	33	1
220	268	33	1
225	268	33	1
226	268	33	2
231	268	33	1
232	268	33	1
235	268	33	3
240	268	33	1
241	268	33	1
242	268	33	2
243	268	33	2
252	268	33	1
184	269	33	1
187	269	33	2
188	269	33	1
192	269	33	1
193	269	33	1
195	269	33	1
198	269	33	2
201	269	33	5
204	269	33	3
208	269	33	1
209	269	33	3
215	269	33	2
227	269	33	1
232	269	33	2
233	269	33	1
234	269	33	1
235	269	33	2
240	269	33	1
243	269	33	1
245	269	33	3
246	269	33	1
250	269	33	2
251	269	33	3
174	270	33	1
178	270	33	1
184	270	33	2
186	270	33	2
194	270	33	1
198	270	33	1
206	270	33	2
209	270	33	1
210	270	33	1
212	270	33	1
213	270	33	1
216	270	33	1
231	270	33	2
233	270	33	1
239	270	33	2
242	270	33	1
243	270	33	2
245	270	33	1
248	270	33	3
175	271	33	1
177	271	33	2
178	271	33	3
181	271	33	1
186	271	33	1
190	271	33	1
192	271	33	1
204	271	33	1
205	271	33	2
206	271	33	1
209	271	33	3
210	271	33	1
211	271	33	2
214	271	33	1
217	271	33	1
225	271	33	1
229	271	33	1
233	271	33	2
235	271	33	4
237	271	33	1
238	271	33	3
239	271	33	1
241	271	33	1
245	271	33	1
246	271	33	3
248	271	33	2
175	272	33	1
177	272	33	2
178	272	33	2
184	272	33	3
189	272	33	2
203	272	33	2
204	272	33	2
205	272	33	1
207	272	33	1
208	272	33	1
210	272	33	1
215	272	33	1
216	272	33	2
225	272	33	1
233	272	33	2
235	272	33	2
237	272	33	1
239	272	33	1
241	272	33	1
244	272	33	1
245	272	33	2
254	272	33	1
174	273	33	1
181	273	33	1
182	273	33	2
183	273	33	2
185	273	33	1
186	273	33	4
188	273	33	2
189	273	33	1
196	273	33	1
201	273	33	2
202	273	33	1
209	273	33	2
210	273	33	1
211	273	33	1
213	273	33	1
214	273	33	4
217	273	33	3
239	273	33	1
241	273	33	2
243	273	33	3
248	273	33	2
249	273	33	1
177	274	33	2
183	274	33	1
185	274	33	1
186	274	33	1
190	274	33	1
193	274	33	1
201	274	33	1
203	274	33	1
206	274	33	3
207	274	33	1
209	274	33	2
214	274	33	2
217	274	33	1
226	274	33	1
227	274	33	1
232	274	33	1
233	274	33	2
237	274	33	3
238	274	33	1
239	274	33	1
242	274	33	1
244	274	33	2
250	274	33	1
175	275	33	1
184	275	33	2
185	275	33	1
206	275	33	2
207	275	33	2
209	275	33	3
210	275	33	1
211	275	33	3
213	275	33	2
214	275	33	2
216	275	33	1
217	275	33	2
227	275	33	2
235	275	33	3
237	275	33	2
241	275	33	2
242	275	33	1
243	275	33	1
246	275	33	1
251	275	33	1
186	276	33	2
190	276	33	1
192	276	33	2
201	276	33	1
206	276	33	1
215	276	33	1
232	276	33	1
236	276	33	1
240	276	33	4
242	276	33	2
243	276	33	1
244	276	33	1
173	277	33	2
176	277	33	2
180	277	33	1
183	277	33	3
187	277	33	3
202	277	33	1
205	277	33	1
206	277	33	2
209	277	33	1
211	277	33	1
215	277	33	2
216	277	33	1
224	277	33	2
227	277	33	2
237	277	33	1
241	277	33	1
243	277	33	1
244	277	33	1
246	277	33	2
178	278	33	1
204	278	33	1
205	278	33	1
211	278	33	2
223	278	33	1
232	278	33	1
234	278	33	1
235	278	33	2
239	278	33	1
244	278	33	1
246	278	33	2
168	279	33	2
175	279	33	3
176	279	33	1
181	279	33	1
201	279	33	3
207	279	33	1
210	279	33	2
231	279	33	1
234	279	33	1
241	279	33	2
244	279	33	1
251	279	33	2
174	280	33	2
176	280	33	2
177	280	33	1
203	280	33	1
206	280	33	1
207	280	33	1
209	280	33	1
210	280	33	1
214	280	33	2
217	280	33	1
221	280	33	1
223	280	33	2
224	280	33	3
226	280	33	2
229	280	33	2
237	280	33	1
241	280	33	1
242	280	33	1
246	280	33	3
249	280	33	1
250	280	33	3
251	280	33	2
173	281	33	1
178	281	33	1
179	281	33	1
204	281	33	1
206	281	33	1
207	281	33	2
208	281	33	1
209	281	33	2
219	281	33	2
222	281	33	2
223	281	33	2
224	281	33	2
230	281	33	1
232	281	33	2
241	281	33	4
244	281	33	1
247	281	33	1
248	281	33	2
249	281	33	2
175	282	33	1
177	282	33	1
178	282	33	1
179	282	33	3
185	282	33	3
188	282	33	1
190	282	33	3
209	282	33	2
212	282	33	2
214	282	33	1
218	282	33	1
221	282	33	1
222	282	33	1
223	282	33	1
229	282	33	1
230	282	33	1
233	282	33	3
235	282	33	1
241	282	33	2
242	282	33	2
244	282	33	1
248	282	33	1
252	282	33	1
174	283	33	2
179	283	33	1
181	283	33	1
183	283	33	2
185	283	33	2
189	283	33	2
211	283	33	1
215	283	33	2
218	283	33	3
220	283	33	1
225	283	33	1
227	283	33	2
228	283	33	1
230	283	33	1
232	283	33	2
238	283	33	1
240	283	33	1
241	283	33	2
242	283	33	2
246	283	33	1
250	283	33	1
253	283	33	1
175	284	33	1
176	284	33	1
180	284	33	1
184	284	33	1
186	284	33	1
187	284	33	4
205	284	33	1
206	284	33	2
207	284	33	2
208	284	33	1
209	284	33	2
210	284	33	1
211	284	33	1
221	284	33	2
222	284	33	4
225	284	33	3
226	284	33	1
229	284	33	2
234	284	33	1
240	284	33	1
241	284	33	2
242	284	33	1
243	284	33	1
244	284	33	1
246	284	33	2
248	284	33	1
249	284	33	1
254	284	33	2
176	285	33	3
178	285	33	1
202	285	33	3
204	285	33	1
206	285	33	1
212	285	33	4
219	285	33	1
220	285	33	1
223	285	33	1
225	285	33	1
226	285	33	1
227	285	33	1
228	285	33	1
229	285	33	1
234	285	33	2
236	285	33	2
237.5	285.5	33.5	2
238	285	33	1
240	285	33	2
241	285	33	2
242	285	33	1
243	285	33	1
246	285	33	2
247	285	33	1
248	285	33	1
178	286	33	1
201	286	33	3
207	286	33	1
208	286	33	2
209	286	33	2
218	286	33	2
219	286	33	2
221	286	33	2
223	286	33	2
225	286	33	2
228	286	33	1
229	286	33	1
230	286	33	1
239	286	33	1
241.5	286.5	33.5	2
242	286	33	1
243	286	33	1
245	286	33	1
246	286	33	1
248	286	33	1
179	287	33	1
185	287	33	1
205	287	33	2
220	287	33	1
221	287	33	3
222	287	33	2
224	287	33	3
227	287	33	1
230	287	33	2
236	287	33	1
242	287	33	1
243	287	33	1
245	287	33	1
247	287	33	1
253	287	33	1
186	288	33	1
202	288	33	1
223	288	33	1
231	288	33	2
234	288	33	2
236	288	33	1
239	288	33	1
244	288	33	1
246	288	33	1
247	288	33	3
248	288	33	3
255	288	33	2
184	289	33	1
201	289	33	1
202	289	33	2
203	289	33	1
223	289	33	2
230	289	33	1
231	289	33	3
237	289	33	1
241.5	289.5	33.5	3
246	289	33	1
249	289	33	2
184	290	33	3
185	290	33	1
187	290	33	1
199	290	33	1
207	290	33	1
222	290	33	2
223	290	33	2
230	290	33	1
231	290	33	1
234	290	33	2
235	290	33	1
239	290	33	1
242	290	33	1
243	290	33	1
246	290	33	1
248	290	33	1
250	290	33	1
185	291	33	2
186	291	33	1
197	291	33	1
200	291	33	1
201	291	33	1
203	291	33	1
226	291	33	1
234	291	33	3
241	291	33	1
244	291	33	1
245	291	33	1
246	291	33	1
247	291	33	2
248	291	33	2
201	292	33	1
223	292	33	2
225	292	33	1
226	292	33	1
227	292	33	1
229	292	33	3
233	292	33	1
235	292	33	2
236	292	33	1
237	292	33	1
238	292	33	5
239	292	33	1
242	292	33	1
249	292	33	1
253	292	33	2
254	292	33	1
256	292	33	2
177	293	33	3
188	293	33	2
197	293	33	2
220	293	33	1
226	293	33	3
229	293	33	1
230	293	33	2
231	293	33	2
233	293	33	3
234	293	33	1
235	293	33	1
237	293	33	1
239	293	33	1
240	293	33	1
244	293	33	2
246	293	33	2
247	293	33	3
248	293	33	1
251	293	33	1
252	293	33	1
254	293	33	1
180	294	33	2
195	294	33	3
202	294	33	1
204	294	33	1
227	294	33	1
228	294	33	1
236	294	33	3
239	294	33	2
243	294	33	1
244	294	33	1
245	294	33	1
251	294	33	1
252	294	33	1
256	294	33	1
198	295	33	1
199	295	33	1
201	295	33	1
204	295	33	1
218	295	33	2
220	295	33	1
225	295	33	3
228	295	33	1
232	295	33	2
233	295	33	1
235	295	33	2
238	295	33	2
243	295	33	3
245	295	33	1
246	295	33	1
247	295	33	3
254	295	33	1
191	296	33	2
194	296	33	2
199	296	33	1
200	296	33	1
201	296	33	1
220	296	33	1
222	296	33	1
223	296	33	1
225	296	33	1
229	296	33	1
230	296	33	1
231	296	33	3
235	296	33	2
237	296	33	1
241	296	33	4
242	296	33	2
245	296	33	3
252	296	33	1
255	296	33	1
195	297	33	1
197	297	33	1
198	297	33	2
202	297	33	1
223	297	33	1
225	297	33	2
226	297	33	1
227	297	33	1
231	297	33	2
234	297	33	3
241	297	33	1
242	297	33	2
246	297	33	3
196	298	33	1
198	298	33	1
223	298	33	4
228	298	33	1
231	298	33	2
235	298	33	1
236	298	33	1
239	298	33	3
242	298	33	1
245	298	33	1
246	298	33	1
196	299	33	1
197	299	33	2
198	299	33	1
224	299	33	1
227	299	33	1
229	299	33	2
230	299	33	1
235	299	33	1
236	299	33	4
240	299	33	2
241	299	33	2
242	299	33	1
243	299	33	1
246	299	33	2
196	300	33	1
226	300	33	1
227	300	33	1
229	300	33	1
230	300	33	1
231	300	33	1
236	300	33	2
237	300	33	1
240	300	33	1
227	301	33	2
228	301	33	1
237	301	33	2
238	301	33	1
239	301	33	1
240	301	33	2
241	301	33	1
244	301	33	1
199	302	33	1
211	302	33	2
223	302	33	1
228	302	33	1
230	302	33	2
231	302	33	1
233	302	33	3
236	302	33	1
237	302	33	1
240	302	33	2
244	302	33	1
245	302	33	3
246	302	33	1
207	303	33	1
222	303	33	2
223	303	33	2
228	303	33	1
229	303	33	1
231	303	33	1
233	303	33	3
234	303	33	1
235	303	33	1
237	303	33	2
241	303	33	3
242	303	33	2
243	303	33	2
206	304	33	2
223	304	33	2
227	304	33	1
229	304	33	1
231	304	33	1
232	304	33	4
233	304	33	1
235	304	33	4
243	304	33	1
225	305	33	1
227	305	33	2
234	305	33	1
235	305	33	6
237	305	33	1
238	305	33	2
240	305	33	1
220	306	33	1
230	306	33	1
232	306	33	1
235	306	33	1
236	306	33	1
237	306	33	2
238	306	33	2
242	306	33	1
201	307	33	2
206	307	33	1
221	307	33	2
224	307	33	1
226	307	33	1
227	307	33	1
234	307	33	1
241	307	33	1
222	308	33	1
223	308	33	2
227	308	33	2
229	308	33	2
233	308	33	1
235	308	33	1
239	308	33	1
240	308	33	1
221	309	33	1
224	309	33	1
225	309	33	1
226	309	33	1
228	309	33	2
229	309	33	2
232	309	33	5
233	309	33	2
234	309	33	2
237	309	33	1
224	310	33	1
229	310	33	1
231	310	33	2
234	310	33	1
239	310	33	1
218	311	33	1
231	311	33	1
232	311	33	1
233	311	33	4
236	311	33	2
222	312	33	1
223	313	33	2
229	313	33	2
233	313	33	1
234	313	33	2
235	313	33	1
230	314	33	3
232	314	33	2
234	314	33	1
235	314	33	1
230	315	33	1
230	318	33	1
226	250	34	1
229	250	34	1
228	251	34	2
224	252	34	2
226	252	34	1
226	253	34	1
228	253	34	3
217	254	34	1
225	254	34	1
226	254	34	1
228	254	34	1
233	254	34	2
235	254	34	1
241	254	34	1
218	255	34	1
221	255	34	1
223	255	34	2
225	255	34	2
226	255	34	1
227	255	34	2
237	255	34	2
242	255	34	2
215	256	34	1
219	256	34	1
224	256	34	1
225	256	34	1
232	256	34	2
233	256	34	2
237	256	34	1
243	256	34	2
217	257	34	3
219	257	34	2
220	257	34	1
221	257	34	1
223	257	34	1
227	257	34	2
228	257	34	1
235	257	34	1
243	257	34	2
200	258	34	2
201	258	34	1
212	258	34	1
216	258	34	2
217	258	34	1
221	258	34	1
225	258	34	1
226	258	34	2
227	258	34	1
228	258	34	1
232	258	34	1
235	258	34	2
239	258	34	1
240	258	34	1
219	259	34	3
220	259	34	1
223	259	34	1
226	259	34	2
227	259	34	1
228	259	34	1
230	259	34	1
232	259	34	3
234	259	34	3
237	259	34	1
241	259	34	1
244	259	34	1
211	260	34	2
212	260	34	1
216	260	34	2
217	260	34	2
218	260	34	2
223	260	34	1
225	260	34	1
226	260	34	1
237	260	34	1
242	260	34	2
244	260	34	2
245	260	34	1
188	261	34	2
190	261	34	1
195	261	34	1
208	261	34	1
211	261	34	4
215	261	34	1
216	261	34	2
217	261	34	3
219	261	34	1
229	261	34	2
241	261	34	2
246	261	34	1
189	262	34	2
190	262	34	1
192	262	34	1
193	262	34	1
210	262	34	1
211	262	34	1
216	262	34	2
219	262	34	1
220	262	34	1
221	262	34	1
223	262	34	1
228	262	34	1
229	262	34	3
230	262	34	1
234	262	34	1
235	262	34	2
236	262	34	1
238	262	34	1
241	262	34	1
243	262	34	1
244	262	34	2
250	262	34	2
185	263	34	2
189	263	34	1
192	263	34	1
193	263	34	1
197	263	34	1
204	263	34	2
211	263	34	4
214	263	34	2
220	263	34	1
222	263	34	1
223	263	34	1
224	263	34	1
225	263	34	3
227	263	34	1
228	263	34	1
231	263	34	2
235	263	34	2
236	263	34	1
237	263	34	2
238	263	34	1
240	263	34	3
241	263	34	2
244	263	34	2
248	263	34	1
249	263	34	1
251	263	34	1
252	263	34	1
186	264	34	2
189	264	34	2
191	264	34	2
194	264	34	2
200	264	34	1
201	264	34	1
202	264	34	2
203	264	34	2
205	264	34	1
210	264	34	1
212	264	34	1
213	264	34	1
214	264	34	1
215	264	34	1
216	264	34	1
218	264	34	1
219	264	34	1
220	264	34	3
222	264	34	1
223	264	34	1
224	264	34	1
228	264	34	3
232	264	34	3
234	264	34	1
236	264	34	3
237	264	34	1
239	264	34	1
240	264	34	1
242	264	34	4
243	264	34	2
176	265	34	1
187	265	34	3
189	265	34	3
191	265	34	1
192	265	34	1
193	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
205	265	34	3
210	265	34	4
211	265	34	1
213	265	34	1
217	265	34	1
219	265	34	1
220	265	34	1
221	265	34	2
222	265	34	1
230	265	34	3
231	265	34	1
245	265	34	1
250	265	34	6
251	265	34	1
186	266	34	1
188	266	34	3
193	266	34	1
194	266	34	2
197	266	34	1
204	266	34	1
208	266	34	2
209	266	34	1
210	266	34	4
211	266	34	1
217	266	34	2
225	266	34	1
227	266	34	2
228	266	34	1
230	266	34	1
233	266	34	1
235	266	34	1
241	266	34	1
242	266	34	2
243	266	34	1
244	266	34	2
246	266	34	1
249	266	34	1
182	267	34	1
183	267	34	3
188	267	34	1
189	267	34	1
191	267	34	1
194	267	34	1
195	267	34	2
196	267	34	1
206	267	34	1
209	267	34	1
211	267	34	2
214	267	34	2
216	267	34	2
217	267	34	1
220	267	34	1
225	267	34	1
228	267	34	3
229	267	34	2
230	267	34	2
231	267	34	2
235	267	34	1
243	267	34	1
248	267	34	1
249	267	34	2
250	267	34	1
176	268	34	1
183	268	34	1
195	268	34	1
214	268	34	4
215	268	34	1
216	268	34	1
217	268	34	1
218	268	34	2
220	268	34	2
221	268	34	1
227	268	34	1
231	268	34	1
245	268	34	4
251	268	34	1
252	268	34	1
171	269	34	2
176	269	34	1
183	269	34	1
184	269	34	2
185	269	34	3
187	269	34	3
188	269	34	1
189	269	34	1
191	269	34	2
192	269	34	2
193	269	34	2
194	269	34	1
197	269	34	3
198	269	34	1
208	269	34	2
209	269	34	2
210	269	34	1
215	269	34	1
217	269	34	2
219	269	34	3
222	269	34	2
230	269	34	2
231	269	34	1
234	269	34	1
235	269	34	1
236	269	34	1
242	269	34	1
243	269	34	1
244	269	34	2
245	269	34	1
249	269	34	2
250	269	34	1
252	269	34	2
253	269	34	1
175	270	34	1
180	270	34	3
183	270	34	2
185	270	34	2
187	270	34	1
189	270	34	1
192	270	34	1
194	270	34	3
195	270	34	2
197	270	34	1
200	270	34	3
201	270	34	1
203	270	34	3
206	270	34	4
210	270	34	1
214	270	34	1
215	270	34	2
218	270	34	2
221	270	34	1
223	270	34	1
233	270	34	1
240	270	34	1
244	270	34	1
246	270	34	1
248	270	34	1
249	270	34	2
252	270	34	2
172	271	34	1
173	271	34	2
177	271	34	2
178	271	34	2
186	271	34	3
188	271	34	2
189	271	34	2
205	271	34	1
206	271	34	1
210	271	34	2
214	271	34	1
215	271	34	4
216	271	34	1
217	271	34	1
218	271	34	2
220	271	34	1
226	271	34	3
230	271	34	1
234	271	34	3
235	271	34	1
237	271	34	3
239	271	34	1
240	271	34	1
241	271	34	1
246	271	34	1
247	271	34	1
249	271	34	1
250	271	34	2
175	272	34	2
179	272	34	4
180	272	34	1
181	272	34	1
184	272	34	4
185	272	34	1
186	272	34	1
188	272	34	2
190	272	34	1
203	272	34	1
207	272	34	1
211	272	34	1
213	272	34	1
214	272	34	1
216	272	34	2
218	272	34	1
225	272	34	1
227	272	34	1
228	272	34	1
229	272	34	4
230	272	34	1
232	272	34	3
237	272	34	2
247	272	34	2
170	273	34	1
176	273	34	2
181	273	34	2
182	273	34	2
185	273	34	1
186	273	34	1
188	273	34	1
201	273	34	3
204	273	34	1
205	273	34	2
208	273	34	2
209	273	34	1
210	273	34	1
211	273	34	1
212	273	34	1
214	273	34	1
215	273	34	1
