x	y	z	TP53 Regulates Transcription of Death Receptors and Ligands
226	313	36	1
235	313	36	1
236	313	36	1
238	313	36	1
234	314	36	1
238	314	36	1
241	314	36	1
228	315	36	1
236	315	36	1
242	315	36	3
231	316	36	1
238	316	36	1
240	316	36	1
236	317	36	1
238	317	36	3
230	318	36	1
236	318	36	2
237	318	36	1
232	319	36	1
236	319	36	1
228	257	37	1
227	259	37	1
226	260	37	3
234	260	37	2
242	260	37	1
217	261	37	1
230	262	37	1
231	262	37	1
232	262	37	1
229	264	37	1
236	264	37	1
237	264	37	1
245	264	37	2
232	265	37	2
183	267	37	1
210	267	37	1
214	267	37	1
236	267	37	1
237	267	37	1
188	268	37	1
211	268	37	1
236	268	37	2
188	270	37	1
194	270	37	1
196	270	37	1
221	270	37	1
219	271	37	1
221	271	37	1
212	273	37	1
216	273	37	1
212	274	37	1
231	274	37	1
206	275	37	1
207	276	37	1
208	276	37	1
209	276	37	1
219	276	37	1
206	277	37	1
211	277	37	1
217	277	37	1
220	277	37	1
181	278	37	1
195	278	37	2
211	278	37	1
212	279	37	1
214	279	37	1
216	279	37	1
210	280	37	1
175	281	37	1
215	281	37	1
191	282	37	1
214	282	37	1
215	282	37	1
221	282	37	1
193	283	37	2
201	283	37	1
211	283	37	1
228	283	37	1
195	284	37	1
202	284	37	1
203	284	37	1
237	284	37	1
197	285	37	1
202	285	37	1
205	285	37	1
237	285	37	3
239	285	37	1
187	286	37	1
211	286	37	1
215	286	37	1
220	286	37	1
226	286	37	2
230	286	37	1
239	286	37	1
219	287	37	1
233	287	37	1
234	287	37	1
239	287	37	1
193	288	37	1
201	288	37	1
203	288	37	1
204	288	37	2
210	288	37	1
221	288	37	1
234	288	37	1
237	288	37	1
238	288	37	1
241	288	37	2
191	289	37	1
200	289	37	1
205	289	37	1
221	289	37	2
223	289	37	1
232	289	37	1
236	289	37	1
204	290	37	2
206	290	37	1
230	290	37	1
243	290	37	2
195	291	37	1
240	291	37	1
204	292	37	1
236	292	37	1
242	292	37	1
243	292	37	1
199	293	37	1
204	293	37	1
223	293	37	2
223	294	37	1
232	294	37	1
240	294	37	1
242	294	37	1
202	295	37	1
229	295	37	1
232	295	37	1
241	295	37	1
243	295	37	1
244	295	37	1
198	296	37	1
199	296	37	1
201	296	37	1
202	296	37	2
205	296	37	2
217	296	37	1
222	296	37	1
225	296	37	1
235	296	37	2
243	296	37	1
218	297	37	1
229	297	37	1
230	297	37	1
231	297	37	1
234	297	37	1
244	297	37	1
237	298	37	1
240	298	37	1
242	298	37	1
245	298	37	1
228	299	37	1
233	299	37	1
240	299	37	1
242	299	37	1
244	299	37	1
235	300	37	3
242	301	37	1
236	302	37	2
230	303	37	1
227	304	37	1
226	305	37	1
227	305	37	1
229	305	37	1
223	308	37	1
226	308	37	1
240	308	37	1
224	310	37	3
227	310	37	1
214	311	37	1
216	311	37	1
224	311	37	1
226	311	37	1
218	312	37	2
221	312	37	1
225	312	37	1
227	312	37	1
231	312	37	1
235	312	37	1
236	312	37	1
212	313	37	1
217	313	37	1
218	313	37	1
221	313	37	2
230	313	37	1
237	313	37	1
229	315	37	1
238	315	37	1
240	316	37	2
211	317	37	1
230	317	37	1
237	317	37	2
235	318	37	1
233	322	37	1
226	260	38	1
228	260	38	1
219	264	38	1
211	266	38	1
193	267	38	4
194	269	38	1
240	269	38	1
192	270	38	2
232	270	38	1
188	271	38	1
217	271	38	1
218	271	38	1
203	272	38	1
217	272	38	1
236	272	38	1
217	273	38	1
209	274	38	1
212	274	38	1
216	274	38	1
217	274	38	1
189	275	38	1
207	276	38	1
213	276	38	1
205	277	38	1
206	277	38	1
207	277	38	1
209	277	38	1
213	277	38	1
215	277	38	1
219	277	38	1
211	278	38	1
213	278	38	1
211	279	38	1
193	280	38	2
208	280	38	1
191	281	38	1
213	281	38	1
192	282	38	1
212	282	38	2
214	282	38	2
222	282	38	1
189	283	38	2
207	283	38	1
201	284	38	1
211	284	38	1
215	284	38	1
216	284	38	1
222	284	38	1
191	285	38	1
193	285	38	1
232	285	38	2
211	286	38	1
216	286	38	1
237	286	38	1
220	287	38	1
207	288	38	1
209	288	38	1
220	288	38	2
235	288	38	1
236	288	38	1
185	289	38	2
192	289	38	1
195	289	38	1
203	289	38	1
223	289	38	1
234	289	38	1
236	289	38	1
209	290	38	1
223	290	38	1
224	290	38	1
189	291	38	2
202	291	38	1
206	291	38	1
210	291	38	1
211	292	38	1
220	292	38	1
223	292	38	1
236	292	38	2
239	292	38	2
204	293	38	1
218	293	38	1
223	293	38	1
229	293	38	2
233	293	38	1
234	293	38	1
202	294	38	1
225	294	38	1
230	294	38	2
237	294	38	2
242	294	38	1
198	295	38	1
204	295	38	1
216	295	38	2
218	295	38	1
220	295	38	1
225	295	38	1
229	295	38	1
231	295	38	1
234	295	38	1
202	296	38	1
217	296	38	1
228	296	38	1
234	296	38	1
235	296	38	1
240	296	38	1
243	296	38	2
195	297	38	2
199	297	38	1
201	297	38	1
204	297	38	1
220	297	38	1
223	297	38	1
224	297	38	1
226	297	38	1
230	297	38	3
234	297	38	1
236	297	38	1
239	297	38	1
240	297	38	1
192	298	38	1
215	298	38	1
227	298	38	1
233	298	38	1
240	298	38	1
244	298	38	1
193	299	38	1
204	299	38	1
228	299	38	1
229	299	38	1
240	299	38	1
242	299	38	1
227	300	38	1
228	300	38	1
233	300	38	2
241	300	38	1
233	301	38	1
239	302	38	1
227	303	38	2
228	303	38	1
225	304	38	1
231	304	38	1
233	304	38	1
246	304	38	1
233	305	38	1
236	305	38	1
245	305	38	1
210	306	38	1
226	306	38	1
241	307	38	1
243	307	38	1
229	308	38	1
235	308	38	1
239	308	38	1
222	309	38	1
225	309	38	2
242	309	38	1
217	310	38	1
220	310	38	2
221	310	38	1
223	310	38	1
236	310	38	1
213	311	38	1
214	311	38	1
224	311	38	1
226	311	38	1
221	312	38	1
223	312	38	1
227	312	38	1
229	312	38	1
239	312	38	1
242	312	38	1
217	313	38	1
229	313	38	1
234	313	38	1
238	313	38	1
242	313	38	1
242	314	38	1
214	315	38	1
223	315	38	1
227	315	38	1
239	315	38	1
243	315	38	1
234	316	38	1
244	316	38	1
221	317	38	1
227	317	38	1
231	318	38	4
240	318	38	1
243	318	38	1
237	319	38	1
241	319	38	1
229	320	38	1
232	320	38	1
233	321	38	1
220	323	38	1
219	269	39	1
192	270	39	1
195	270	39	1
201	270	39	1
189	273	39	1
214	273	39	1
213	275	39	1
216	275	39	1
212	277	39	2
213	277	39	1
214	277	39	1
195	278	39	1
208	278	39	2
214	278	39	1
206	279	39	3
215	279	39	1
217	279	39	2
212	282	39	2
214	282	39	1
205	284	39	2
216	284	39	1
192	285	39	1
197	285	39	1
187	286	39	1
201	286	39	1
221	286	39	1
205	287	39	1
207	287	39	1
195	288	39	1
205	288	39	1
210	288	39	2
186	290	39	1
190	290	39	1
210	290	39	2
211	290	39	1
215	290	39	1
233	290	39	1
238	290	39	1
199	291	39	1
213	291	39	1
238	291	39	2
239	291	39	2
208	292	39	1
212	292	39	1
213	292	39	1
226	292	39	1
235	292	39	1
199	293	39	1
200	293	39	1
207	293	39	1
209	293	39	2
221	293	39	1
234	293	39	1
240	293	39	1
201	294	39	1
202	294	39	1
236	294	39	1
237	294	39	1
240	294	39	1
242	294	39	1
203	295	39	1
216	295	39	1
225	295	39	1
238	295	39	1
205	296	39	1
226	296	39	1
236	296	39	1
239	296	39	1
240	296	39	1
199	297	39	1
206	297	39	1
221	297	39	1
232	297	39	2
234	297	39	3
236	297	39	1
241	297	39	1
224	298	39	1
231	298	39	3
228	299	39	1
231	299	39	1
242	299	39	1
224	301	39	1
227	301	39	1
238	301	39	4
226	303	39	1
227	303	39	1
239	303	39	1
225	304	39	1
227	304	39	1
234	304	39	1
237	304	39	1
212	305	39	1
228	305	39	1
230	305	39	1
242	305	39	1
225	306	39	1
229	306	39	1
230	306	39	1
235	306	39	1
239	306	39	1
225	307	39	1
227	307	39	1
216	308	39	1
229	308	39	1
233	308	39	2
241	308	39	2
242	308	39	1
243	308	39	1
216	309	39	1
221	309	39	1
225	309	39	1
226	309	39	1
229	309	39	1
217	310	39	1
219	310	39	2
222	310	39	1
234	310	39	1
206	311	39	1
217	311	39	1
219	311	39	2
220	311	39	1
222	311	39	2
228	311	39	1
236	311	39	2
211	312	39	1
217	312	39	1
229	312	39	1
230	312	39	1
232	312	39	1
238	312	39	1
241	312	39	1
242	312	39	1
238	313	39	1
239	313	39	1
217	314	39	1
220	314	39	1
229	314	39	1
238	314	39	1
220	315	39	1
240	315	39	1
243	315	39	1
240	317	39	1
229	318	39	1
230	318	39	1
231	318	39	1
235	318	39	1
238	320	39	2
218	321	39	1
229	321	39	2
230	321	39	1
230	322	39	1
234	322	39	2
234	323	39	1
212	325	39	1
214	274	40	2
193	280	40	2
194	285	40	1
206	285	40	1
211	288	40	1
191	291	40	1
192	291	40	1
191	292	40	2
193	292	40	1
199	292	40	1
227	292	40	1
204	293	40	2
213	293	40	1
223	293	40	1
207	294	40	1
228	294	40	1
197	295	40	2
204	295	40	1
220	295	40	1
215	297	40	1
236	297	40	1
241	297	40	1
222	298	40	2
225	298	40	1
230	298	40	2
235	298	40	1
222	299	40	1
229	299	40	1
229	300	40	1
236	300	40	3
230	301	40	1
237	302	40	1
228	303	40	1
223	305	40	1
234	305	40	1
228	306	40	1
242	306	40	2
192	307	40	1
215	307	40	1
228	307	40	1
225	308	40	1
228	308	40	1
233	308	40	1
203	309	40	2
215	309	40	1
220	309	40	2
223	309	40	1
194	310	40	1
219	310	40	1
234	310	40	1
221	311	40	1
225	311	40	1
228	311	40	1
234	311	40	1
237	311	40	1
238	311	40	1
229	312	40	1
235	312	40	1
223	313	40	1
238	313	40	1
215	314	40	1
225	314	40	1
239	314	40	1
217	315	40	1
229	315	40	1
243	315	40	1
240	316	40	1
219	317	40	1
227	317	40	1
235	317	40	2
220	318	40	1
231	318	40	2
241	318	40	1
237	319	40	1
240	319	40	2
243	319	40	1
217	320	40	1
221	320	40	1
223	320	40	1
230	320	40	2
216	321	40	2
230	321	40	1
240	321	40	2
230	322	40	1
233	322	40	1
230	323	40	2
197	282	41	1
226	292	41	2
225	293	41	1
210	294	41	1
205	296	41	1
204	297	41	2
220	304	41	1
226	305	41	2
230	305	41	1
217	306	41	1
228	306	41	1
227	307	41	1
225	308	41	1
229	308	41	1
239	308	41	1
220	309	41	1
211	310	41	1
220	310	41	1
221	310	41	2
223	310	41	1
236	310	41	1
240	310	41	1
223	311	41	1
236	311	41	1
234	312	41	1
235	312	41	1
219	313	41	1
222	313	41	2
238	313	41	1
232	314	41	1
238	314	41	1
220	315	41	1
230	315	41	1
243	315	41	1
219	316	41	2
220	316	41	1
236	316	41	1
237	316	41	1
246	316	41	1
221	317	41	1
245	317	41	1
219	318	41	1
229	318	41	1
230	318	41	3
245	318	41	1
246	318	41	1
223	319	41	2
245	319	41	1
231	320	41	1
229	321	41	1
231	321	41	2
228	323	41	1
230	323	41	1
231	300	42	1
213	302	42	1
220	303	42	1
227	305	42	1
220	306	42	1
223	306	42	1
231	306	42	1
223	308	42	1
240	308	42	1
241	308	42	1
226	309	42	1
235	309	42	1
242	309	42	1
238	310	42	1
240	310	42	1
220	311	42	1
221	312	42	3
242	312	42	1
243	312	42	1
224	313	42	1
236	314	42	1
204	315	42	1
217	315	42	1
230	315	42	1
240	315	42	2
221	316	42	2
225	316	42	1
240	316	42	1
241	316	42	2
218	317	42	1
226	317	42	1
227	317	42	2
217	318	42	1
245	318	42	2
224	319	42	2
226	320	42	1
228	320	42	1
218	321	42	1
219	304	43	1
220	304	43	1
227	304	43	1
228	305	43	1
221	307	43	1
220	308	43	2
220	309	43	1
217	310	43	1
234	310	43	1
219	311	43	1
222	311	43	1
236	311	43	1
238	311	43	1
241	311	43	2
211	312	43	1
237	314	43	2
238	314	43	2
238	315	43	1
219	316	43	1
227	317	43	1
238	317	43	1
229	318	43	1
229	321	43	1
226	322	43	1
215	324	43	1
219	306	44	1
235	311	44	2
223	312	44	1
231	312	44	1
243	312	44	1
221	314	44	1
238	315	44	1
204	316	44	1
222	316	44	2
225	317	44	1
238	317	44	1
242	317	44	2
226	320	44	1
216	316	45	1
