x	y	z	RUNX1 regulates transcription of genes involved in differentiation of HSCs
240	305	33	1
220	306	33	1
223	306	33	1
231	306	33	1
238	306	33	1
242	306	33	1
206	307	33	1
222	307	33	1
223	307	33	1
227	307	33	1
234	307	33	2
221	308	33	1
223	308	33	1
224	308	33	1
240	308	33	1
242	308	33	2
222	309	33	2
229	309	33	1
235	309	33	1
224	310	33	2
226	310	33	1
231	310	33	1
233	310	33	1
234	310	33	2
239	310	33	1
228	311	33	1
230	311	33	1
233	311	33	2
238	311	33	1
225	312	33	1
234	313	33	1
235	313	33	1
228	314	33	3
230	314	33	1
232	314	33	1
235	314	33	1
230	318	33	2
228	251	34	1
226	252	34	1
228	252	34	2
229	252	34	1
230	252	34	1
216	253	34	1
229	253	34	1
232	253	34	1
225	254	34	1
226	254	34	1
227	254	34	1
231	254	34	1
233	254	34	1
218	255	34	1
220	255	34	1
225	255	34	1
226	255	34	1
230	255	34	1
237	255	34	1
190	256	34	1
221	256	34	1
224	256	34	1
225	256	34	1
226	256	34	1
227	256	34	1
232	256	34	2
237	256	34	2
243	256	34	2
216	257	34	1
225	257	34	1
227	257	34	1
228	257	34	1
241	257	34	1
243	257	34	1
200	258	34	2
212	258	34	1
216	258	34	1
217	258	34	1
221	258	34	2
223	258	34	1
228	258	34	1
233	258	34	1
237	258	34	1
239	258	34	1
240	258	34	1
241	258	34	2
209	259	34	1
211	259	34	2
218	259	34	2
220	259	34	1
222	259	34	2
226	259	34	4
228	259	34	1
229	259	34	1
230	259	34	1
231	259	34	1
232	259	34	1
235	259	34	1
238	259	34	1
244	259	34	1
212	260	34	2
215	260	34	1
220	260	34	1
221	260	34	1
225	260	34	1
226	260	34	1
228	260	34	1
236	260	34	1
238	260	34	1
244	260	34	1
245	260	34	1
208	261	34	1
219	261	34	1
223	261	34	1
228	261	34	1
229	261	34	1
231	261	34	2
240	261	34	1
241	261	34	1
246	261	34	1
189	262	34	2
190	262	34	1
192	262	34	1
193	262	34	1
210	262	34	1
211	262	34	1
215	262	34	1
219	262	34	1
221	262	34	1
224	262	34	1
226	262	34	2
229	262	34	1
230	262	34	1
233	262	34	1
235	262	34	2
240	262	34	1
241	262	34	1
244	262	34	1
245	262	34	1
192	263	34	1
193	263	34	1
217	263	34	1
219	263	34	1
222	263	34	1
224	263	34	1
227	263	34	1
231	263	34	1
248	263	34	1
250	263	34	1
252	263	34	1
188	264	34	1
192	264	34	1
193	264	34	1
200	264	34	2
201	264	34	1
205	264	34	2
212	264	34	1
213	264	34	1
215	264	34	1
216	264	34	3
217	264	34	2
220	264	34	1
221	264	34	1
222	264	34	1
223	264	34	1
224	264	34	1
228	264	34	2
229	264	34	1
235	264	34	1
249	264	34	1
188	265	34	1
204	265	34	1
209	265	34	2
217	265	34	1
220	265	34	1
222	265	34	1
223	265	34	3
229	265	34	1
233	265	34	1
234	265	34	1
249	265	34	2
186	266	34	1
193	266	34	3
194	266	34	2
197	266	34	1
204	266	34	1
208	266	34	1
209	266	34	1
211	266	34	1
214	266	34	1
228	266	34	1
237	266	34	1
240	266	34	2
244	266	34	1
249	266	34	1
251	266	34	1
252	266	34	1
183	267	34	2
188	267	34	1
189	267	34	1
191	267	34	3
193	267	34	2
209	267	34	1
214	267	34	1
215	267	34	1
217	267	34	1
220	267	34	1
221	267	34	1
223	267	34	1
228	267	34	2
230	267	34	1
231	267	34	1
232	267	34	1
242	267	34	1
243	267	34	1
245	267	34	2
246	267	34	2
247	267	34	1
249	267	34	1
176	268	34	1
188	268	34	1
195	268	34	1
208	268	34	1
210	268	34	1
214	268	34	1
240	268	34	2
242	268	34	1
244	268	34	1
245	268	34	1
247	268	34	1
249	268	34	1
175	269	34	2
182	269	34	1
183	269	34	1
184	269	34	1
191	269	34	1
192	269	34	1
194	269	34	2
197	269	34	1
204	269	34	3
210	269	34	2
220	269	34	2
233	269	34	1
234	269	34	2
236	269	34	1
241	269	34	1
243	269	34	1
244	269	34	1
248	269	34	1
249	269	34	2
250	269	34	3
251	269	34	1
254	269	34	1
179	270	34	1
187	270	34	1
189	270	34	3
199	270	34	2
201	270	34	1
203	270	34	1
206	270	34	1
210	270	34	1
217	270	34	1
218	270	34	1
231	270	34	2
233	270	34	1
240	270	34	2
241	270	34	1
242	270	34	1
243	270	34	1
246	270	34	1
251	270	34	1
252	270	34	1
172	271	34	1
175	271	34	1
178	271	34	2
180	271	34	1
181	271	34	1
185	271	34	1
189	271	34	1
201	271	34	3
206	271	34	1
211	271	34	1
212	271	34	2
216	271	34	1
218	271	34	1
220	271	34	1
221	271	34	1
226	271	34	2
237	271	34	1
239	271	34	1
240	271	34	1
242	271	34	3
244	271	34	1
246	271	34	1
250	271	34	1
173	272	34	1
179	272	34	2
181	272	34	1
183	272	34	2
205	272	34	1
207	272	34	1
212	272	34	2
226	272	34	1
227	272	34	2
229	272	34	1
237	272	34	1
239	272	34	1
240	272	34	1
245	272	34	1
247	272	34	1
249	272	34	1
188	273	34	2
201	273	34	2
203	273	34	1
207	273	34	1
208	273	34	1
209	273	34	1
211	273	34	1
215	273	34	1
216	273	34	1
219	273	34	2
229	273	34	1
241	273	34	1
245	273	34	2
248	273	34	1
174	274	34	1
176	274	34	1
179	274	34	2
180	274	34	1
182	274	34	2
183	274	34	1
185	274	34	1
187	274	34	1
196	274	34	1
197	274	34	3
204	274	34	1
213	274	34	1
229	274	34	2
231	274	34	1
233	274	34	1
241	274	34	1
246	274	34	2
179	275	34	1
185	275	34	3
203	275	34	1
207	275	34	1
213	275	34	1
214	275	34	1
217	275	34	1
238	275	34	1
246	275	34	1
174	276	34	1
184	276	34	1
187	276	34	2
203	276	34	1
206	276	34	1
210	276	34	1
214	276	34	1
229	276	34	1
235	276	34	2
239	276	34	2
241	276	34	1
242	276	34	1
244	276	34	1
245	276	34	1
175	277	34	2
183	277	34	1
202	277	34	1
211	277	34	1
229	277	34	1
234	277	34	1
236	277	34	1
176	278	34	2
188	278	34	1
205	278	34	1
208	278	34	1
209	278	34	2
212	278	34	1
226	278	34	1
232	278	34	1
236	278	34	1
243	278	34	1
244	278	34	1
176	279	34	1
204	279	34	2
205	279	34	1
209	279	34	2
219	279	34	2
232	279	34	1
236	279	34	1
241	279	34	1
242	279	34	2
244	279	34	1
174	280	34	1
175	280	34	4
176	280	34	2
178	280	34	2
181	280	34	1
188	280	34	1
193	280	34	1
205	280	34	2
207	280	34	2
209	280	34	2
212	280	34	1
215	280	34	1
233	280	34	1
234	280	34	1
238	280	34	1
239	280	34	2
242	280	34	1
246	280	34	1
248	280	34	1
249	280	34	1
174	281	34	1
175	281	34	4
176	281	34	1
202	281	34	2
221	281	34	2
226	281	34	2
227	281	34	1
228	281	34	1
229	281	34	1
232	281	34	2
237	281	34	1
245	281	34	1
175	282	34	1
178	282	34	1
181	282	34	1
206	282	34	2
207	282	34	1
209	282	34	2
210	282	34	2
211	282	34	1
214	282	34	1
218	282	34	1
222	282	34	1
223	282	34	1
224	282	34	1
226	282	34	1
229	282	34	1
230	282	34	1
232	282	34	1
233	282	34	1
234	282	34	1
245	282	34	1
247	282	34	1
249	282	34	1
175	283	34	1
176	283	34	1
204	283	34	2
206	283	34	2
208	283	34	2
209	283	34	1
210	283	34	1
219	283	34	1
222	283	34	1
223	283	34	1
228	283	34	2
239	283	34	2
245	283	34	1
250	283	34	2
185	284	34	1
191	284	34	1
205	284	34	1
207	284	34	1
209	284	34	1
214	284	34	3
215	284	34	1
219	284	34	1
222	284	34	1
224	284	34	3
225	284	34	2
226	284	34	1
233	284	34	1
235	284	34	3
236	284	34	1
237	284	34	3
241	284	34	2
247	284	34	1
248	284	34	2
181	285	34	1
187	285	34	1
208	285	34	1
229	285	34	1
230	285	34	1
238	285	34	1
243	285	34	2
247	285	34	1
189	286	34	1
199	286	34	1
202	286	34	1
203	286	34	1
205	286	34	1
207	286	34	1
208	286	34	1
213	286	34	2
218	286	34	2
220	286	34	1
224	286	34	2
226	286	34	1
228	286	34	1
239	286	34	1
242	286	34	2
247	286	34	1
254	286	34	1
190	287	34	2
199	287	34	1
207	287	34	1
208	287	34	1
222	287	34	1
228	287	34	1
229	287	34	2
235	287	34	2
241	287	34	1
243	287	34	1
251	287	34	1
252	287	34	1
185	288	34	2
222	288	34	3
230	288	34	1
231	288	34	1
233	288	34	1
237	288	34	2
238	288	34	2
239	288	34	1
240	288	34	2
247	288	34	1
186	289	34	1
200	289	34	1
202	289	34	3
219	289	34	1
230	289	34	2
233	289	34	1
257	289	34	1
176	290	34	2
182	290	34	1
187	290	34	1
199	290	34	1
204	290	34	1
222	290	34	1
223	290	34	2
230	290	34	1
237	290	34	1
239	290	34	1
244	290	34	2
253	290	34	1
221	291	34	1
222	291	34	1
223	291	34	2
232	291	34	1
235	291	34	1
242	291	34	1
255	291	34	3
199	292	34	2
200	292	34	1
203	292	34	1
226	292	34	2
227	292	34	1
228	292	34	1
233	292	34	1
235	292	34	1
236	292	34	1
243	292	34	1
244	292	34	2
247	292	34	2
252	292	34	3
182	293	34	2
190	293	34	2
194	293	34	1
202	293	34	1
223	293	34	3
231	293	34	2
232	293	34	1
233	293	34	1
241	293	34	1
242	293	34	1
244	293	34	1
251	293	34	1
198	294	34	1
201	294	34	1
217	294	34	1
221	294	34	1
224	294	34	1
225	294	34	1
226	294	34	1
237	294	34	1
243	294	34	2
245	294	34	1
246	294	34	1
179	295	34	1
192	295	34	1
194	295	34	1
198	295	34	1
203	295	34	1
218	295	34	1
231	295	34	1
233	295	34	2
236	295	34	1
238	295	34	2
239	295	34	1
182	296	34	2
184	296	34	1
194	296	34	1
196	296	34	2
198	296	34	1
205	296	34	1
221	296	34	2
222	296	34	1
223	296	34	1
234	296	34	1
236	296	34	2
237	296	34	1
239	296	34	1
244	296	34	1
245	296	34	1
195	297	34	1
196	297	34	2
200	297	34	1
220	297	34	1
221	297	34	1
231	297	34	1
236	297	34	1
247	297	34	2
182	298	34	1
197	298	34	2
203	298	34	1
223	298	34	2
224	298	34	2
228	298	34	1
233	298	34	1
235	298	34	1
237	298	34	1
241	298	34	1
244	298	34	1
246	298	34	1
182	299	34	1
197	299	34	1
200	299	34	1
227	299	34	1
228	299	34	2
229	299	34	2
239	299	34	1
241	299	34	1
243	299	34	1
245	299	34	1
247	299	34	2
224	300	34	1
225	300	34	3
229	300	34	1
230	300	34	1
233	300	34	1
236	300	34	1
237	300	34	1
238	300	34	2
244	300	34	1
196	301	34	1
207	301	34	1
224	301	34	1
227	301	34	1
229	301	34	1
231	301	34	1
233	301	34	1
240	301	34	1
242	301	34	1
243	301	34	3
244	301	34	2
245	301	34	2
246	301	34	1
230	302	34	1
235	302	34	3
236	302	34	1
237	302	34	1
239	302	34	2
243	302	34	2
225	303	34	1
226	303	34	1
227	303	34	1
235	303	34	1
237	303	34	1
240	303	34	1
241	303	34	1
194	304	34	1
199	304	34	2
236	304	34	1
240	304	34	1
241	304	34	1
222	305	34	1
223	305	34	1
226	305	34	2
227	305	34	1
228	305	34	1
229	305	34	1
230	305	34	1
232	305	34	1
233	305	34	1
236	305	34	1
198	306	34	1
223	306	34	1
225	306	34	1
227	306	34	2
232	306	34	1
233	306	34	1
234	306	34	1
236	306	34	1
238	306	34	1
242	306	34	1
201	307	34	1
226	307	34	1
236	307	34	3
225	308	34	1
229	308	34	1
232	308	34	1
243	308	34	1
221	309	34	1
223	309	34	1
227	309	34	1
228	309	34	1
233	309	34	1
235	309	34	1
242	309	34	1
216	310	34	1
221	310	34	2
222	310	34	1
227	310	34	1
229	310	34	2
238	310	34	2
230	311	34	2
231	311	34	4
233	311	34	1
236	311	34	1
221	312	34	3
224	312	34	1
225	312	34	1
230	312	34	1
221	313	34	2
224	313	34	1
225	313	34	1
227	313	34	1
228	313	34	2
231	313	34	1
233	313	34	1
234	313	34	1
225	314	34	1
228	314	34	3
230	314	34	1
232	314	34	1
228	315	34	1
229	315	34	1
233	315	34	1
226	316	34	1
233	316	34	2
233	317	34	1
226	250	35	2
225	251	35	1
229	252	35	2
223	253	35	1
229	253	35	1
232	253	35	1
225	254	35	1
227	254	35	1
227	255	35	1
229	255	35	1
230	255	35	2
216	256	35	1
220	256	35	1
223	256	35	2
225	256	35	1
229	256	35	1
243	256	35	1
215	257	35	2
218	257	35	1
225	257	35	1
227	257	35	2
241	257	35	1
203	258	35	2
217	258	35	2
224	258	35	2
229	258	35	2
230	258	35	5
235	258	35	1
182	259	35	2
210	259	35	1
211	259	35	1
215	259	35	1
217	259	35	1
222	259	35	1
223	259	35	2
224	259	35	2
226.5	259.5	35.5	2
227	259	35	2
231	259	35	1
233	259	35	1
239	259	35	2
240	259	35	1
241	259	35	1
212	260	35	1
215	260	35	1
217	260	35	1
220	260	35	1
224	260	35	1
229	260	35	1
230	260	35	1
231	260	35	2
233	260	35	1
235	260	35	2
236	260	35	1
237	260	35	1
238	260	35	1
245	260	35	1
188	261	35	1
189	261	35	1
208	261	35	2
210	261	35	2
215	261	35	1
216	261	35	1
217	261	35	1
218	261	35	1
221	261	35	1
229	261	35	2
231	261	35	1
234	261	35	1
237	261	35	1
240	261	35	3
243	261	35	1
206	262	35	1
207	262	35	1
213	262	35	1
223	262	35	1
224	262	35	1
232	262	35	1
239	262	35	1
188	263	35	1
196	263	35	2
209	263	35	1
211	263	35	1
212	263	35	1
213	263	35	1
216	263	35	2
221	263	35	1
225	263	35	1
226	263	35	1
230	263	35	1
231	263	35	2
233	263	35	2
234	263	35	1
241	263	35	1
243	263	35	1
244	263	35	2
245	263	35	3
246	263	35	1
247	263	35	1
212	264	35	1
221	264	35	2
225	264	35	1
229	264	35	2
230	264	35	1
236	264	35	1
238	264	35	1
245	264	35	1
248	264	35	1
249	264	35	2
250	264	35	2
189	265	35	1
190	265	35	2
194	265	35	2
195	265	35	3
200	265	35	1
207	265	35	1
216	265	35	1
220	265	35	1
225	265	35	1
226	265	35	1
228	265	35	1
238	265	35	1
241	265	35	1
245	265	35	1
249	265	35	1
183	266	35	1
186	266	35	1
188	266	35	1
190	266	35	1
195	266	35	2
204	266	35	2
206	266	35	2
209	266	35	1
210	266	35	1
219	266	35	1
220	266	35	1
228	266	35	1
234	266	35	1
236	266	35	1
240	266	35	1
245	266	35	1
176	267	35	3
187	267	35	1
188	267	35	1
195	267	35	3
196	267	35	1
205	267	35	1
206	267	35	1
209	267	35	2
210	267	35	3
214	267	35	1
219	267	35	1
222	267	35	1
229	267	35	2
239	267	35	1
242	267	35	1
248	267	35	1
249	267	35	1
187	268	35	1
188	268	35	1
192	268	35	1
193	268	35	1
206	268	35	1
207	268	35	1
208	268	35	1
210	268	35	1
216	268	35	1
218	268	35	1
222	268	35	1
223	268	35	1
225	268	35	1
239	268	35	1
240	268	35	1
246	268	35	1
248	268	35	1
249	268	35	2
250	268	35	1
172	269	35	2
176	269	35	2
178	269	35	1
184	269	35	1
185	269	35	1
188	269	35	2
194	269	35	1
196	269	35	1
210	269	35	1
212	269	35	2
213	269	35	4
215	269	35	1
218	269	35	2
220	269	35	1
222	269	35	1
224	269	35	1
239	269	35	2
244	269	35	1
246	269	35	1
248	269	35	1
173	270	35	2
178	270	35	2
179	270	35	1
181	270	35	1
188	270	35	1
190	270	35	1
195	270	35	1
196	270	35	2
198	270	35	1
207	270	35	2
210	270	35	3
211	270	35	2
213	270	35	1
216	270	35	2
218	270	35	2
221	270	35	1
223	270	35	1
235	270	35	2
237	270	35	2
239	270	35	1
241	270	35	1
243	270	35	1
244	270	35	1
247	270	35	1
173	271	35	1
178	271	35	2
185	271	35	1
187	271	35	1
190	271	35	1
192	271	35	1
201	271	35	1
210	271	35	2
213	271	35	1
214	271	35	1
216	271	35	1
217	271	35	1
225	271	35	1
240	271	35	2
243	271	35	1
247	271	35	2
174	272	35	3
178	272	35	1
180	272	35	1
182	272	35	4
183	272	35	1
191	272	35	1
193	272	35	1
197	272	35	1
202	272	35	1
207	272	35	1
214	272	35	1
217	272	35	1
218	272	35	1
219	272	35	1
231	272	35	1
233	272	35	1
241	272	35	2
246	272	35	1
176	273	35	2
178	273	35	1
184	273	35	1
185	273	35	1
205	273	35	1
206	273	35	2
212	273	35	1
215	273	35	1
227	273	35	1
230	273	35	1
234	273	35	1
239	273	35	1
242	273	35	3
176	274	35	1
181	274	35	1
182	274	35	1
185	274	35	1
186	274	35	1
187	274	35	2
201	274	35	2
202	274	35	1
203	274	35	1
204	274	35	2
210	274	35	2
212	274	35	1
218	274	35	1
223	274	35	1
228	274	35	1
233	274	35	1
241	274	35	2
242	274	35	1
176	275	35	1
189	275	35	1
203	275	35	3
205	275	35	1
207	275	35	1
213	275	35	1
219	275	35	1
231	275	35	1
235	275	35	1
238	275	35	3
177	276	35	3
178	276	35	1
187	276	35	1
204	276	35	1
210	276	35	1
222	276	35	2
230	276	35	1
233	276	35	1
237	276	35	1
240	276	35	1
242	276	35	1
243	276	35	1
173	277	35	3
185	277	35	3
187	277	35	2
188	277	35	1
205	277	35	1
211	277	35	1
213	277	35	1
218	277	35	2
219	277	35	1
220	277	35	2
229	277	35	1
230	277	35	1
232	277	35	1
234	277	35	1
236	277	35	1
237	277	35	1
241	277	35	2
248	277	35	1
171	278	35	1
174	278	35	2
188	278	35	1
190	278	35	1
205	278	35	1
210	278	35	1
213	278	35	1
214	278	35	2
215	278	35	1
216	278	35	1
225	278	35	1
227	278	35	1
233	278	35	1
235	278	35	2
238	278	35	1
244	278	35	1
247	278	35	2
172	279	35	1
180	279	35	1
184	279	35	1
192	279	35	2
194	279	35	3
201	279	35	1
203	279	35	1
206	279	35	1
211	279	35	1
214	279	35	3
221	279	35	2
227	279	35	1
232	279	35	1
233	279	35	1
241	279	35	1
245	279	35	1
172	280	35	2
175	280	35	1
177	280	35	2
179	280	35	1
190	280	35	1
191	280	35	1
194	280	35	1
211	280	35	1
214	280	35	1
215	280	35	3
217	280	35	1
224	280	35	4
226	280	35	1
238	280	35	1
245	280	35	3
174	281	35	1
182	281	35	1
191	281	35	2
206	281	35	2
207	281	35	2
213	281	35	1
219	281	35	1
221	281	35	1
230	281	35	1
245	281	35	1
179	282	35	1
186	282	35	1
203	282	35	1
205	282	35	1
208	282	35	1
209	282	35	1
210	282	35	1
219	282	35	1
222	282	35	1
224	282	35	2
229	282	35	2
231	282	35	1
232	282	35	1
244	282	35	1
181	283	35	1
187	283	35	2
188	283	35	2
189	283	35	1
202	283	35	1
205	283	35	1
207	283	35	1
210	283	35	1
211	283	35	1
229	283	35	1
232	283	35	1
236	283	35	1
238	283	35	1
241	283	35	2
245	283	35	1
247	283	35	3
176	284	35	1
177	284	35	1
180	284	35	1
184	284	35	1
191	284	35	1
203	284	35	1
204	284	35	1
206	284	35	1
207	284	35	1
209	284	35	1
212	284	35	2
214	284	35	2
218	284	35	1
219	284	35	1
220	284	35	2
221	284	35	1
224	284	35	1
225	284	35	1
230	284	35	2
236	284	35	1
247	284	35	2
248	284	35	1
249	284	35	2
177	285	35	1
185	285	35	1
188	285	35	1
189	285	35	1
203	285	35	1
207	285	35	1
209	285	35	1
220	285	35	3
222	285	35	1
224	285	35	1
225	285	35	2
229	285	35	2
230	285	35	1
234	285	35	1
236	285	35	2
242	285	35	2
175	286	35	1
178	286	35	1
183	286	35	3
198	286	35	1
199	286	35	1
200	286	35	1
202	286	35	1
213	286	35	2
216	286	35	2
218	286	35	1
221	286	35	3
224	286	35	1
227	286	35	1
228	286	35	3
246	286	35	2
175	287	35	1
185	287	35	1
186	287	35	1
190	287	35	1
194	287	35	1
203	287	35	2
204	287	35	1
206	287	35	2
208	287	35	1
229	287	35	3
233	287	35	1
236	287	35	1
237	287	35	1
243	287	35	2
176	288	35	1
183	288	35	1
185	288	35	1
189	288	35	1
190	288	35	1
199	288	35	1
204	288	35	1
222	288	35	1
236	288	35	1
238	288	35	1
239	288	35	2
242	288	35	1
246	288	35	1
247	288	35	1
175	289	35	1
177	289	35	1
184	289	35	1
186	289	35	1
187	289	35	1
189	289	35	1
193	289	35	1
205	289	35	1
207	289	35	1
228	289	35	1
235	289	35	1
237	289	35	1
238	289	35	2
239	289	35	3
241	289	35	1
245	289	35	1
246	289	35	1
247	289	35	1
250	289	35	1
195	290	35	1
200	290	35	1
206	290	35	1
220	290	35	1
223	290	35	1
224	290	35	1
231	290	35	1
234	290	35	1
243	290	35	1
244	290	35	2
185	291	35	1
199	291	35	1
202	291	35	2
206	291	35	1
223	291	35	1
224	291	35	2
225	291	35	1
230	291	35	1
237	291	35	2
239	291	35	2
241	291	35	2
247	291	35	1
185	292	35	1
186	292	35	1
188	292	35	1
201	292	35	1
203	292	35	1
231	292	35	1
232	292	35	2
233	292	35	1
243	292	35	1
245	292	35	1
247	292	35	1
250	292	35	1
182	293	35	2
185	293	35	2
196	293	35	2
218	293	35	2
223	293	35	1
227	293	35	1
230	293	35	2
232	293	35	1
233	293	35	2
239	293	35	1
242	293	35	1
188	294	35	2
221	294	35	1
223	294	35	1
234	294	35	1
241	294	35	1
244	294	35	2
191	295	35	1
193	295	35	1
203	295	35	1
218	295	35	1
223	295	35	1
226	295	35	1
233	295	35	2
241	295	35	1
244	295	35	1
248	295	35	2
249	295	35	1
180	296	35	1
196	296	35	2
197	296	35	2
200	296	35	1
201	296	35	1
204	296	35	2
221	296	35	1
222	296	35	1
245	296	35	1
196	297	35	2
197	297	35	1
198	297	35	1
219	297	35	1
225	297	35	2
228	297	35	1
236	297	35	1
237	297	35	1
242	297	35	1
243	297	35	1
181	298	35	1
196	298	35	2
197	298	35	1
198	298	35	1
219	298	35	1
222	298	35	1
239	298	35	1
241	298	35	1
244	298	35	1
245	298	35	1
196	299	35	2
199	299	35	1
200	299	35	2
202	299	35	1
235	299	35	1
238	299	35	3
239	299	35	1
241	299	35	1
242	299	35	1
208	300	35	1
224	300	35	3
226	300	35	1
227	300	35	1
229	300	35	1
237	300	35	1
196	301	35	1
198	301	35	1
224	301	35	1
228	301	35	1
233	301	35	1
236	301	35	1
237	301	35	1
238	301	35	1
242	301	35	1
243	301	35	2
244	301	35	1
245	301	35	1
199	302	35	1
222	302	35	1
224	302	35	1
228	302	35	1
233	302	35	1
234	302	35	1
236	302	35	2
242	302	35	1
199	303	35	1
227	303	35	3
229	303	35	1
233	303	35	4
242	303	35	1
244	303	35	1
221	304	35	1
223	304	35	1
225	304	35	1
239	304	35	3
241	304	35	1
222	305	35	1
223	305	35	1
229	305	35	2
234	305	35	1
236	305	35	1
240	305	35	1
242	305	35	1
204	306	35	1
206	306	35	1
220	306	35	1
224	306	35	1
225	306	35	2
230	306	35	2
231	306	35	1
232	306	35	1
240	306	35	2
224	307	35	1
225	307	35	1
227	307	35	1
234	307	35	1
235	307	35	1
237	307	35	1
238	307	35	1
239	307	35	1
241	307	35	2
206	308	35	1
222	308	35	1
227	308	35	2
228	308	35	1
239	308	35	2
240	308	35	4
202	309	35	1
223	309	35	1
228	309	35	1
234	309	35	2
235	309	35	1
237	309	35	1
238	309	35	1
221	310	35	1
222	310	35	1
230	310	35	2
234	310	35	2
235	310	35	1
213	311	35	1
216	311	35	1
219	311	35	2
220	311	35	1
223	311	35	1
229	311	35	1
236	311	35	1
238	311	35	1
240	311	35	2
241	311	35	2
213	312	35	1
217	312	35	1
225	312	35	2
229	312	35	1
232	312	35	1
236	312	35	1
221	313	35	1
228	313	35	1
232	313	35	1
236	313	35	1
237	313	35	1
241	313	35	2
233	314	35	1
235	315	35	2
210	316	35	1
234	316	35	2
236	316	35	1
230	317	35	1
233	317	35	2
235	317	35	1
237	317	35	1
238	317	35	1
231	318	35	1
237	318	35	1
232	319	35	1
233	319	35	1
240	319	35	1
225	253	36	1
223	255	36	1
224	255	36	1
218	256	36	1
219	256	36	1
225	256	36	2
226	256	36	1
225	257	36	2
217	258	36	2
224	258	36	2
225	258	36	1
227	258	36	1
228	258	36	1
231	258	36	1
220	259	36	1
223	259	36	1
224	259	36	1
225	259	36	1
226	259	36	1
233	259	36	1
237	259	36	1
219	260	36	2
224	260	36	1
226	260	36	1
228	260	36	1
230	260	36	2
232	260	36	1
238	260	36	1
240	260	36	1
216	261	36	2
219	261	36	2
223	261	36	1
224	261	36	1
229	261	36	2
232	261	36	1
243	261	36	1
214	262	36	1
215	262	36	1
217	262	36	1
221	262	36	1
222	262	36	1
224	262	36	1
227	262	36	2
231	262	36	2
240	262	36	1
242	262	36	1
244	262	36	1
245	262	36	1
210	263	36	1
211	263	36	1
219	263	36	1
221	263	36	1
225	263	36	2
229	263	36	1
231	263	36	1
237	263	36	1
240	263	36	2
244	263	36	1
249	263	36	1
188	264	36	1
209	264	36	1
212	264	36	1
214	264	36	1
216	264	36	1
220	264	36	2
225	264	36	1
226	264	36	1
230	264	36	1
231	264	36	1
234	264	36	1
238	264	36	1
242	264	36	1
249	264	36	1
188	265	36	1
194	265	36	1
207	265	36	2
233	265	36	2
237	265	36	1
240	265	36	1
186	266	36	2
187	266	36	1
189	266	36	1
195	266	36	1
196	266	36	2
205	266	36	1
208	266	36	1
211	266	36	1
217	266	36	1
229	266	36	1
232	266	36	1
235	266	36	1
244	266	36	2
192	267	36	1
195	267	36	1
196	267	36	2
208	267	36	1
209	267	36	5
210	267	36	1
211	267	36	1
212	267	36	1
216	267	36	1
219	267	36	2
232	267	36	1
236	267	36	1
239	267	36	1
240	267	36	1
241	267	36	3
194	268	36	1
195	268	36	2
197	268	36	1
206	268	36	2
209	268	36	1
214	268	36	1
219	268	36	2
222	268	36	3
232	268	36	1
234	268	36	1
238	268	36	1
240	268	36	1
245	268	36	2
185	269	36	1
191	269	36	2
211	269	36	2
216	269	36	1
219	269	36	1
225	269	36	1
237	269	36	1
238	269	36	1
248	269	36	3
188	270	36	1
194	270	36	1
206	270	36	1
213	270	36	1
214	270	36	2
230	270	36	1
237	270	36	1
238	270	36	1
240	270	36	1
241	270	36	1
178	271	36	1
181	271	36	1
188	271	36	1
193	271	36	1
206	271	36	2
213	271	36	1
215	271	36	1
216	271	36	1
217	271	36	1
225	271	36	1
248	271	36	1
249	271	36	2
175	272	36	3
177	272	36	1
181	272	36	1
185	272	36	2
211	272	36	2
214	272	36	1
215	272	36	4
222	272	36	3
231	272	36	2
232	272	36	1
233	272	36	1
235	272	36	1
236	272	36	1
240	272	36	1
181	273	36	1
185	273	36	1
186	273	36	1
190	273	36	1
204	273	36	1
205	273	36	2
207	273	36	1
210	273	36	1
217	273	36	2
232	273	36	1
235	273	36	1
241	273	36	1
176	274	36	1
188	274	36	1
201	274	36	1
206	274	36	2
209	274	36	1
211	274	36	1
213	274	36	1
216	274	36	2
218	274	36	1
220	274	36	3
239	274	36	1
250	274	36	1
175	275	36	1
205	275	36	1
212	275	36	1
243	275	36	1
177	276	36	1
180	276	36	2
203	276	36	1
206	276	36	1
207	276	36	2
212	276	36	1
213	276	36	1
215	276	36	2
216	276	36	1
219	276	36	1
220	276	36	1
232	276	36	1
237	276	36	1
175	277	36	1
189	277	36	1
204	277	36	1
205	277	36	1
206	277	36	1
207	277	36	1
208	277	36	1
226	277	36	1
234	277	36	1
181	278	36	2
210	278	36	1
187	279	36	1
192	279	36	1
193	279	36	2
201	279	36	1
211	279	36	1
212	279	36	1
214	279	36	1
215	279	36	1
219	279	36	1
220	279	36	1
223	279	36	1
234	279	36	2
174	280	36	1
180	280	36	1
204	280	36	1
208	280	36	2
213	280	36	2
215	280	36	1
224	280	36	2
173	281	36	1
179	281	36	1
190	281	36	1
191	281	36	1
192	281	36	1
204	281	36	1
209	281	36	1
212	281	36	1
213	281	36	1
221	281	36	1
228	281	36	1
230	281	36	2
172	282	36	1
191	282	36	1
206	282	36	1
208	282	36	2
213	282	36	2
222	282	36	1
181	283	36	1
187	283	36	1
189	283	36	1
202	283	36	2
207	283	36	1
208	283	36	1
209	283	36	1
210	283	36	1
212	283	36	1
214	283	36	1
