x	y	z	TP53 Regulates Transcription of Death Receptors and Ligands
191	271	36	1
192	271	36	1
193	271	36	1
214	271	36	1
218	271	36	1
236	271	36	1
248	271	36	1
179	272	36	1
181	272	36	1
197	272	36	1
218	272	36	1
219	272	36	1
231	272	36	1
236	272	36	2
190	273	36	1
191	273	36	1
205	273	36	1
208	273	36	1
209	273	36	1
211	273	36	1
217	273	36	1
232	273	36	1
238	273	36	1
188	274	36	1
214	274	36	1
218	274	36	1
240	274	36	1
250	274	36	1
209	275	36	1
210	275	36	1
214	275	36	1
231	275	36	1
181	276	36	1
204	276	36	1
206	276	36	1
208	276	36	4
213	276	36	1
214	276	36	1
232	276	36	2
204	277	36	1
209	277	36	2
220	277	36	1
223	277	36	1
201	278	36	1
202	278	36	1
213	278	36	2
218	278	36	1
224	278	36	1
239	278	36	1
173	279	36	1
192	279	36	1
201	279	36	1
204	279	36	1
206	279	36	2
209	279	36	1
215	279	36	1
234	279	36	1
174	280	36	1
205	280	36	1
207	280	36	1
234	280	36	1
178	281	36	1
190	281	36	1
192	281	36	1
214	281	36	3
222	281	36	1
223	281	36	1
224	281	36	1
243	281	36	1
206	282	36	1
226	282	36	1
232	282	36	1
204	283	36	1
207	283	36	1
212	283	36	1
226	283	36	1
230	283	36	2
239	283	36	1
240	283	36	1
241	283	36	1
187	284	36	1
199	284	36	2
201	284	36	1
205	284	36	1
208	284	36	1
209	284	36	1
213	284	36	1
215	284	36	1
220	284	36	1
231	284	36	1
233	284	36	1
176	285	36	1
190	285	36	1
191	285	36	1
199	285	36	1
202	285	36	1
208	285	36	1
212	285	36	1
218	285	36	1
231	285	36	2
240	285	36	1
242	285	36	1
200	286	36	1
201	286	36	1
203	286	36	1
204	286	36	2
208	286	36	1
222	286	36	2
224	286	36	1
235	286	36	1
236	286	36	1
238	286	36	1
242	286	36	1
244	286	36	1
176	287	36	2
190	287	36	1
200	287	36	2
219	287	36	1
220	287	36	1
222	287	36	2
225	287	36	1
227	287	36	1
236	287	36	1
248	287	36	1
188	288	36	1
230	288	36	1
238	288	36	2
241	288	36	1
242	288	36	1
243	288	36	1
187	289	36	1
193	289	36	2
195	289	36	1
198	289	36	1
201	289	36	1
217	289	36	1
219	289	36	2
227	289	36	1
230	289	36	1
240	289	36	1
241	289	36	1
185	290	36	1
187	290	36	1
197	290	36	1
199	290	36	1
222	290	36	1
231	290	36	1
232	290	36	1
239	290	36	1
243	290	36	1
247	290	36	1
195	291	36	1
199	291	36	1
201	291	36	1
203	291	36	1
238	291	36	1
203	292	36	1
208	292	36	1
225	292	36	1
229	292	36	2
230	292	36	1
237	292	36	1
244	292	36	1
245	292	36	1
202	293	36	1
224	293	36	1
225	293	36	1
229	293	36	1
235	293	36	1
237	293	36	1
242	293	36	2
182	294	36	1
198	294	36	2
199	294	36	1
202	294	36	1
204	294	36	1
231	294	36	1
232	294	36	1
234	294	36	1
235	294	36	1
238	294	36	1
197	295	36	1
198	295	36	1
204	295	36	1
229	295	36	2
231	295	36	1
236	295	36	1
240	295	36	1
194	296	36	1
200	296	36	1
222	296	36	2
228	296	36	1
231	296	36	1
235	296	36	1
237	296	36	1
238	296	36	2
204	297	36	1
205	297	36	1
232	297	36	1
239	297	36	2
241	297	36	1
244	297	36	1
226	298	36	2
233	298	36	1
240	298	36	1
199	299	36	1
200	299	36	1
229	299	36	1
233	299	36	3
238	299	36	1
244	299	36	1
244	300	36	1
198	301	36	1
223	301	36	1
228	301	36	1
230	301	36	1
232	301	36	1
233	301	36	1
234	301	36	2
240	301	36	2
229	302	36	1
232	302	36	1
227	303	36	1
228	303	36	1
235	303	36	2
238	303	36	1
223	304	36	1
199	305	36	1
225	305	36	1
226	305	36	1
228	305	36	1
242	305	36	1
222	306	36	1
223	306	36	1
224	306	36	1
228	306	36	1
244	306	36	2
222	307	36	1
223	307	36	1
226	307	36	1
241	307	36	1
222	308	36	2
223	308	36	1
224	308	36	1
225	308	36	1
243	308	36	1
224	309	36	1
236	309	36	1
216	310	36	2
219	310	36	2
222	310	36	1
229	310	36	3
243	310	36	1
215	311	36	1
226	311	36	1
230	311	36	2
231	311	36	1
233	311	36	2
234	311	36	2
217	312	36	1
226	312	36	1
231	312	36	1
235	312	36	1
236	312	36	2
240	312	36	1
226	314	36	1
232	314	36	2
238	314	36	1
241	314	36	2
228	315	36	2
238	315	36	1
236	316	36	1
238	316	36	1
240	316	36	1
237	317	36	1
230	318	36	1
235	318	36	2
236	318	36	1
231	319	36	1
239	319	36	1
228	257	37	1
226	259	37	1
228	259	37	1
224	260	37	1
226	260	37	1
228	260	37	1
235	260	37	1
242	260	37	1
230	261	37	1
220	262	37	1
214	263	37	1
222	263	37	1
209	264	37	2
211	264	37	1
231	264	37	2
236	264	37	1
207	265	37	1
212	266	37	1
215	266	37	2
243	266	37	1
183	267	37	1
210	267	37	1
241	267	37	1
211	268	37	1
215	268	37	1
217	268	37	1
235	268	37	1
210	269	37	1
211	269	37	1
219	269	37	1
239	269	37	2
188	270	37	1
192	270	37	1
196	270	37	1
210	270	37	1
212	270	37	1
237	270	37	1
187	271	37	1
215	271	37	1
221	271	37	1
207	272	37	1
214	272	37	1
215	272	37	1
216	272	37	2
209	273	37	1
210	273	37	1
231	274	37	1
205	275	37	1
207	276	37	1
208	276	37	1
211	276	37	2
217	276	37	1
206	277	37	1
210	277	37	1
211	277	37	1
214	277	37	1
218	277	37	2
195	278	37	1
206	278	37	1
211	278	37	1
214	278	37	1
175	279	37	2
210	279	37	1
212	279	37	1
216	279	37	2
217	279	37	1
210	280	37	1
189	281	37	1
215	281	37	1
191	282	37	1
213	282	37	2
215	282	37	1
207	283	37	1
211	283	37	1
186	284	37	1
196	284	37	2
202	284	37	1
205	284	37	1
206	284	37	1
237	284	37	1
195	285	37	1
201	285	37	1
206	285	37	1
226	285	37	1
233	285	37	1
239	285	37	1
241	285	37	1
189	286	37	2
199	286	37	1
200	286	37	1
202	286	37	1
206	286	37	1
207	286	37	1
219	286	37	1
220	286	37	1
232	286	37	1
204	287	37	1
208	287	37	1
220	287	37	2
236	287	37	2
238	287	37	1
239	287	37	1
240	287	37	1
193	288	37	1
201	288	37	1
204	288	37	1
221	288	37	1
224	288	37	1
232	288	37	2
236	288	37	1
191	289	37	1
203	289	37	2
208	289	37	1
221	289	37	1
223	289	37	1
197	290	37	1
200	290	37	2
222	290	37	1
231	290	37	1
232	290	37	1
236	290	37	1
242	290	37	1
203	291	37	1
232	291	37	1
233	291	37	1
234	291	37	1
235	291	37	1
239	291	37	1
203	292	37	2
226	292	37	1
235	292	37	1
236	292	37	1
238	292	37	1
243	292	37	1
185	293	37	1
202	293	37	1
204	293	37	1
205	293	37	1
238	293	37	1
190	294	37	1
204	294	37	1
224	294	37	1
233	294	37	1
203	295	37	2
225	295	37	1
229	295	37	1
244	295	37	1
245	295	37	1
199	296	37	1
200	296	37	1
240	296	37	1
242	296	37	1
244	296	37	1
245	296	37	1
204	297	37	1
220	297	37	1
227	297	37	1
239	297	37	1
244	297	37	1
199	298	37	1
230	298	37	1
233	298	37	1
228	299	37	1
231	299	37	1
233	299	37	2
240	299	37	1
245	299	37	1
225	300	37	1
232	300	37	1
236	300	37	1
240	300	37	1
242	300	37	2
244	300	37	1
227	301	37	1
242	301	37	1
232	302	37	1
233	302	37	1
244	302	37	1
236	303	37	1
227	305	37	1
229	305	37	1
220	309	37	1
221	309	37	1
216	310	37	1
217	310	37	1
224	310	37	1
225	310	37	1
226	311	37	1
227	311	37	1
228	311	37	1
232	311	37	2
237	311	37	1
221	312	37	1
229	312	37	1
230	312	37	2
235	312	37	1
242	312	37	2
216	313	37	1
225	313	37	1
236	313	37	1
221	314	37	1
228	314	37	1
229	314	37	1
232	314	37	1
236	314	37	1
237	314	37	3
227	315	37	1
229	315	37	1
238	315	37	1
239	315	37	1
240	316	37	1
235	317	37	1
237	317	37	3
231	322	37	1
226	259	38	1
226	260	38	1
228	260	38	1
216	261	38	1
225	261	38	2
228	261	38	1
226	265	38	1
211	266	38	2
231	266	38	1
237	266	38	1
211	268	38	1
213	268	38	1
187	269	38	3
211	269	38	1
219	269	38	1
211	270	38	1
218	270	38	1
232	270	38	1
193	271	38	1
215	271	38	1
216	271	38	1
203	272	38	1
211	272	38	2
215	272	38	1
236	272	38	1
213	273	38	2
206	274	38	1
209	274	38	1
211	274	38	1
216	274	38	1
216	275	38	1
191	276	38	1
210	276	38	1
213	276	38	1
194	277	38	1
205	277	38	2
206	277	38	1
209	277	38	2
210	277	38	1
215	277	38	1
219	277	38	1
220	277	38	1
212	278	38	1
213	278	38	1
218	278	38	1
206	279	38	2
208	279	38	1
210	279	38	1
211	279	38	1
214	279	38	1
208	280	38	1
210	280	38	1
215	280	38	4
191	281	38	1
208	281	38	2
210	281	38	1
193	282	38	1
208	282	38	1
210	282	38	1
213	282	38	3
215	282	38	2
189	283	38	1
217	283	38	2
191	284	38	1
193	284	38	1
196	284	38	1
199	284	38	1
191	285	38	2
193	285	38	1
195	285	38	1
204	285	38	1
215	285	38	1
217	285	38	1
188	286	38	1
203	286	38	2
205	286	38	1
216	286	38	1
221	286	38	1
232	286	38	1
215	287	38	2
220	287	38	1
222	287	38	1
187	288	38	1
192	288	38	1
193	288	38	1
197	288	38	1
218	288	38	1
224	288	38	1
236	288	38	1
187	289	38	1
189	289	38	2
192	289	38	1
201	289	38	1
208	289	38	1
215	289	38	1
219	289	38	1
236	289	38	2
188	290	38	1
192	290	38	1
200	290	38	1
207	290	38	1
218	290	38	1
189	291	38	1
197	291	38	2
202	291	38	1
204	291	38	1
210	291	38	1
223	291	38	2
233	291	38	1
208	292	38	2
211	292	38	1
229	292	38	1
236	292	38	1
199	293	38	1
208	293	38	1
217	293	38	1
218	293	38	2
225	293	38	2
227	293	38	1
239	293	38	1
240	293	38	2
202	294	38	1
205	294	38	1
234	294	38	2
236	294	38	3
192	295	38	1
197	295	38	1
207	295	38	1
227	295	38	1
233	295	38	1
234	295	38	1
200	296	38	2
201	296	38	2
204	296	38	1
207	296	38	1
233	296	38	1
205	297	38	1
219	297	38	1
223	297	38	1
231	297	38	1
234	297	38	1
237	297	38	1
244	297	38	1
224	298	38	2
227	298	38	1
228	298	38	1
237	298	38	1
240	298	38	1
243	298	38	2
244	298	38	1
227	299	38	1
228	299	38	1
232	299	38	1
237	299	38	1
239	299	38	1
241	299	38	1
243	299	38	1
204	300	38	1
218	300	38	2
234	300	38	1
241	300	38	1
229	301	38	1
226	302	38	1
231	302	38	1
239	302	38	1
245	302	38	1
225	304	38	1
227	304	38	1
229	304	38	2
243	304	38	1
245	304	38	1
227	305	38	3
228	305	38	1
230	305	38	1
233	305	38	2
241	305	38	1
232	306	38	1
239	307	38	1
243	307	38	2
241	308	38	1
206	309	38	1
222	309	38	1
226	309	38	1
228	309	38	2
217	310	38	1
224	310	38	1
227	310	38	1
229	310	38	1
232	310	38	1
236	310	38	1
213	311	38	1
214	311	38	1
219	311	38	1
220	311	38	1
226	311	38	1
227	311	38	1
228	311	38	1
230	311	38	1
218	312	38	3
219	312	38	1
221	312	38	1
223	312	38	2
228	312	38	1
228	313	38	1
235	313	38	1
240	313	38	1
200	314	38	1
219	314	38	1
236	314	38	1
238	314	38	1
211	315	38	1
220	315	38	2
225	315	38	1
243	315	38	1
225	316	38	1
234	316	38	2
238	316	38	1
231	317	38	1
235	317	38	1
237	317	38	1
238	317	38	1
242	317	38	1
243	317	38	1
233	318	38	1
236	318	38	1
240	318	38	1
230	319	38	1
231	319	38	2
232	319	38	1
234	319	38	1
238	319	38	1
230	320	38	1
220	322	38	1
231	322	38	1
233	322	38	2
233	324	38	1
215	265	39	1
191	268	39	1
219	269	39	1
192	270	39	1
215	273	39	1
216	275	39	1
201	278	39	1
208	278	39	2
210	278	39	1
214	278	39	1
206	279	39	1
215	280	39	2
204	281	39	1
190	283	39	1
191	283	39	2
201	283	39	1
203	283	39	1
193	284	39	2
207	284	39	2
199	285	39	2
196	286	39	1
198	287	39	1
205	287	39	1
215	287	39	1
239	287	39	1
217	288	39	1
195	289	39	1
239	289	39	2
192	290	39	1
195	290	39	1
200	290	39	1
211	290	39	1
215	290	39	1
202	291	39	2
213	291	39	1
225	291	39	1
238	291	39	1
197	292	39	1
210	292	39	1
213	292	39	1
221	292	39	1
207	293	39	1
227	293	39	1
240	293	39	1
202	294	39	1
205	294	39	1
228	294	39	1
230	294	39	2
235	294	39	1
240	294	39	1
197	295	39	1
226	295	39	1
232	295	39	1
200	296	39	1
213	296	39	1
215	296	39	1
220	296	39	1
222	296	39	2
236	296	39	1
196	297	39	2
199	297	39	1
206	297	39	1
215	297	39	1
216	297	39	1
223	297	39	2
243	297	39	1
202	298	39	1
213	298	39	1
221	298	39	1
224	298	39	1
225	298	39	1
226	298	39	1
228	298	39	1
240	298	39	1
214	299	39	1
236	299	39	1
237	299	39	1
241	299	39	1
242	299	39	1
230	300	39	1
235	300	39	1
227	301	39	1
228	301	39	1
229	301	39	1
230	301	39	1
234	301	39	2
238	301	39	1
233	302	39	1
228	303	39	2
233	303	39	2
233	304	39	1
234	304	39	1
223	305	39	1
224	305	39	1
226	305	39	1
227	305	39	1
242	305	39	1
211	306	39	1
223	306	39	1
225	306	39	1
229	306	39	1
236	306	39	1
198	307	39	1
227	307	39	1
235	307	39	2
194	308	39	1
223	308	39	1
233	308	39	1
215	309	39	2
227	309	39	1
228	309	39	1
232	309	39	1
242	309	39	1
195	310	39	1
222	310	39	1
239	310	39	1
211	311	39	1
218	311	39	1
231	311	39	1
233	311	39	1
235	311	39	1
240	311	39	1
246	311	39	1
222	312	39	1
230	312	39	1
241	312	39	1
218	313	39	1
224	313	39	1
240	313	39	1
242	313	39	1
218	314	39	1
241	314	39	1
229	316	39	1
238	316	39	2
241	316	39	2
240	317	39	2
229	318	39	1
230	318	39	1
231	318	39	1
235	318	39	2
243	318	39	1
228	319	39	1
233	319	39	1
234	320	39	1
230	322	39	1
231	322	39	2
234	322	39	1
208	327	39	1
197	328	39	1
214	274	40	1
201	278	40	1
194	285	40	2
206	286	40	1
192	289	40	1
192	291	40	1
196	291	40	1
225	291	40	1
189	292	40	1
242	292	40	1
192	293	40	1
204	293	40	1
229	293	40	1
209	294	40	1
217	294	40	1
228	294	40	1
237	294	40	2
238	294	40	1
225	295	40	1
205	296	40	1
235	296	40	1
207	297	40	1
241	297	40	1
216	298	40	1
222	298	40	1
225	298	40	1
234	298	40	1
231	299	40	1
242	299	40	1
229	300	40	1
237	300	40	1
233	302	40	1
237	302	40	1
228	303	40	1
241	304	40	1
223	305	40	1
242	305	40	1
229	306	40	1
230	306	40	1
192	307	40	1
234	307	40	1
238	307	40	1
241	308	40	1
215	309	40	1
218	310	40	1
219	310	40	1
225	310	40	1
229	310	40	1
231	310	40	1
242	310	40	1
235	311	40	2
237	311	40	1
240	311	40	3
216	312	40	1
218	312	40	1
229	312	40	1
235	312	40	1
241	312	40	1
243	312	40	1
216	313	40	1
217	313	40	2
220	313	40	1
238	313	40	1
241	313	40	1
238	314	40	1
239	314	40	1
243	314	40	1
219	315	40	1
229	315	40	1
235	315	40	1
237	315	40	1
221	316	40	1
238	316	40	1
242	316	40	1
218	317	40	1
227	317	40	1
236	317	40	1
230	319	40	1
232	319	40	2
237	319	40	2
239	319	40	1
240	319	40	1
241	319	40	1
241	320	40	1
227	321	40	1
230	321	40	1
240	321	40	1
195	294	41	1
210	294	41	1
217	294	41	1
199	296	41	1
214	298	41	1
226	298	41	1
231	300	41	1
229	302	41	1
221	305	41	1
223	305	41	1
224	305	41	1
225	307	41	1
229	308	41	1
196	309	41	1
223	309	41	2
224	309	41	1
239	309	41	1
196	310	41	1
221	310	41	1
223	310	41	1
231	310	41	1
239	310	41	1
220	311	41	1
236	311	41	1
235	312	41	1
242	312	41	1
239	313	41	1
241	313	41	1
220	314	41	1
232	314	41	1
239	314	41	1
242	314	41	1
220	315	41	2
243	315	41	1
240	316	41	1
243	316	41	1
249	316	41	1
223	317	41	1
245	317	41	1
219	318	41	1
229	318	41	2
243	319	41	2
231	320	41	1
231	321	41	1
240	321	41	1
220	303	42	1
222	303	42	1
220	305	42	1
230	306	42	1
232	306	42	1
239	306	42	1
226	307	42	2
239	308	42	1
240	308	42	2
241	308	42	1
220	309	42	1
226	309	42	1
242	309	42	1
219	310	42	1
239	310	42	1
240	310	42	1
220	311	42	1
239	311	42	1
222	312	42	1
241	312	42	1
222	313	42	1
226	313	42	2
242	314	42	1
204	315	42	1
217	315	42	1
218	316	42	2
227	316	42	1
238	316	42	1
242	316	42	2
243	316	42	1
226	317	42	1
231	318	42	1
227	319	42	1
241	319	42	2
226	320	42	1
229	321	42	1
239	321	42	1
226	322	42	1
231	322	42	3
227	304	43	3
221	307	43	1
220	308	43	1
222	308	43	1
222	311	43	1
238	311	43	1
219	312	43	1
220	312	43	2
238	313	43	1
240	313	43	1
230	315	43	1
238	315	43	1
245	315	43	1
204	316	43	1
230	316	43	1
241	316	43	1
238	317	43	1
218	318	43	1
229	318	43	2
217	319	43	1
229	321	43	1
223	308	44	1
211	310	44	1
219	310	44	3
234	310	44	1
219	311	44	1
243	312	44	1
229	313	44	1
220	315	44	1
230	315	44	1
227	317	44	1
223	318	44	2
230	318	44	1
242	319	44	1
228	320	44	1
224	321	44	1
230	321	44	2
242	321	44	1
