x	y	z	Transcriptional Regulation by MECP2
216	268	32	1
225	268	32	2
228	268	32	1
233	268	32	3
239	268	32	1
241	268	32	1
246	268	32	1
248	268	32	2
252	268	32	1
253	268	32	1
175	269	32	1
177	269	32	1
191	269	32	2
194	269	32	1
196	269	32	1
209	269	32	2
211	269	32	3
213	269	32	2
215	269	32	1
218	269	32	1
222	269	32	2
228	269	32	1
232	269	32	1
233	269	32	1
238	269	32	1
239	269	32	1
240	269	32	1
242	269	32	1
243	269	32	1
244	269	32	2
246	269	32	1
248	269	32	1
172	270	32	2
173	270	32	1
174	270	32	2
181	270	32	1
185	270	32	2
187	270	32	2
195	270	32	1
197	270	32	2
200	270	32	1
203	270	32	1
211	270	32	3
212	270	32	1
214	270	32	1
216	270	32	1
231	270	32	3
232	270	32	1
234	270	32	1
239	270	32	3
241	270	32	1
243	270	32	1
244	270	32	1
248	270	32	2
250	270	32	1
173	271	32	1
174	271	32	1
175	271	32	2
176	271	32	1
177	271	32	4
183	271	32	2
184	271	32	3
186	271	32	1
202	271	32	1
206	271	32	1
209	271	32	1
210	271	32	1
212	271	32	2
214	271	32	1
215	271	32	3
216	271	32	1
227	271	32	2
228	271	32	2
231	271	32	2
233	271	32	3
234	271	32	2
235	271	32	2
238	271	32	1
239	271	32	1
241	271	32	1
243	271	32	1
246	271	32	1
249	271	32	2
251	271	32	1
175	272	32	3
176	272	32	1
177	272	32	2
181	272	32	2
182	272	32	1
183	272	32	1
185	272	32	1
186	272	32	1
198	272	32	1
200	272	32	1
202	272	32	1
203	272	32	1
206	272	32	2
207	272	32	1
208	272	32	2
210	272	32	2
211	272	32	4
212	272	32	1
214	272	32	2
226	272	32	1
227	272	32	1
234	272	32	2
235	272	32	1
237	272	32	2
238	272	32	1
240	272	32	2
241	272	32	1
243	272	32	1
244	272	32	1
245	272	32	1
248	272	32	2
249	272	32	2
251	272	32	1
252	272	32	3
183	273	32	2
185	273	32	1
186	273	32	1
204	273	32	1
205	273	32	2
206	273	32	2
207	273	32	1
208	273	32	1
209	273	32	1
211	273	32	2
215	273	32	3
225	273	32	2
228	273	32	1
235	273	32	2
238	273	32	1
240	273	32	1
241	273	32	1
243	273	32	1
245	273	32	1
246	273	32	2
249	273	32	1
254	273	32	3
174	274	32	1
181	274	32	2
182	274	32	2
183	274	32	1
185	274	32	1
203	274	32	3
204	274	32	2
205	274	32	1
210	274	32	2
211	274	32	1
233	274	32	1
237	274	32	1
240	274	32	2
243	274	32	1
244	274	32	1
246	274	32	2
250	274	32	1
252	274	32	2
184	275	32	1
186	275	32	1
202	275	32	1
203	275	32	1
208	275	32	2
210	275	32	1
211	275	32	1
213	275	32	1
214	275	32	1
215	275	32	2
226	275	32	3
237	275	32	3
238	275	32	1
247	275	32	1
249	275	32	1
252	275	32	2
174	276	32	2
184	276	32	2
204	276	32	2
205	276	32	2
215	276	32	1
234	276	32	2
235	276	32	4
236	276	32	1
239	276	32	1
241	276	32	2
246	276	32	3
174	277	32	2
176	277	32	1
210	277	32	2
214	277	32	2
216	277	32	1
236	277	32	2
237	277	32	2
238	277	32	1
239	277	32	1
241	277	32	1
242	277	32	3
245	277	32	1
247	277	32	1
249	277	32	1
254	277	32	2
175	278	32	1
177	278	32	2
204	278	32	2
206	278	32	2
220	278	32	1
224	278	32	2
225	278	32	2
235	278	32	1
236	278	32	2
239	278	32	1
240	278	32	1
241	278	32	1
243	278	32	2
244	278	32	1
245	278	32	1
248	278	32	2
249	278	32	1
175	279	32	1
178	279	32	1
179	279	32	3
181	279	32	1
207	279	32	1
214	279	32	1
220	279	32	2
237	279	32	1
239	279	32	1
240	279	32	2
241	279	32	2
243	279	32	1
245	279	32	2
246	279	32	3
247	279	32	5
175	280	32	1
176	280	32	2
177	280	32	1
180	280	32	1
205	280	32	1
208	280	32	2
217	280	32	1
220	280	32	1
221	280	32	1
223	280	32	1
229	280	32	1
232	280	32	1
237	280	32	1
239	280	32	1
240	280	32	2
242	280	32	1
245	280	32	1
173	281	32	2
175	281	32	1
176	281	32	2
179	281	32	1
181	281	32	2
182	281	32	1
211	281	32	1
217	281	32	2
219	281	32	1
220	281	32	1
226	281	32	2
231	281	32	1
232	281	32	1
233	281	32	1
236	281	32	1
241	281	32	2
242	281	32	1
243	281	32	1
244	281	32	3
246	281	32	2
248	281	32	1
250	281	32	1
252	281	32	2
254	281	32	2
173	282	32	3
174	282	32	1
175	282	32	1
179	282	32	1
182	282	32	1
187	282	32	1
204	282	32	2
220	282	32	1
226	282	32	2
231	282	32	1
232	282	32	2
237	282	32	1
240	282	32	1
242	282	32	1
244	282	32	1
245	282	32	1
246	282	32	2
248	282	32	1
253	282	32	1
254	282	32	2
256	282	32	3
173	283	32	2
175	283	32	2
178	283	32	1
181	283	32	1
207	283	32	2
211	283	32	2
222	283	32	2
223	283	32	1
226	283	32	1
230	283	32	2
236	283	32	2
237	283	32	1
239	283	32	1
240	283	32	1
241	283	32	3
242	283	32	2
245	283	32	1
249	283	32	1
251	283	32	3
253	283	32	1
176	284	32	2
177	284	32	1
181	284	32	1
184	284	32	4
186	284	32	1
206	284	32	1
208	284	32	1
210	284	32	1
220	284	32	1
221	284	32	3
226	284	32	2
229	284	32	1
230	284	32	4
232	284	32	1
234	284	32	1
237	284	32	2
240	284	32	2
242	284	32	1
248	284	32	1
176	285	32	1
177	285	32	1
178	285	32	1
179	285	32	1
180	285	32	1
182	285	32	1
185	285	32	1
204	285	32	2
205	285	32	2
206	285	32	1
215	285	32	1
218	285	32	2
219	285	32	2
220	285	32	1
221	285	32	2
222	285	32	1
223	285	32	1
225	285	32	1
231	285	32	2
233	285	32	4
235	285	32	2
236	285	32	1
237	285	32	1
241	285	32	2
243	285	32	2
244	285	32	2
245	285	32	2
250	285	32	2
253	285	32	1
254	285	32	2
174	286	32	2
175	286	32	1
177	286	32	1
178	286	32	3
180	286	32	2
207	286	32	3
209	286	32	2
219	286	32	1
221	286	32	1
222	286	32	1
223	286	32	3
224	286	32	2
226	286	32	2
228	286	32	2
229	286	32	1
239	286	32	6
242	286	32	1
243	286	32	1
247	286	32	1
248	286	32	1
249	286	32	1
250	286	32	1
252	286	32	2
176	287	32	1
177	287	32	2
207	287	32	2
208	287	32	1
219	287	32	1
223	287	32	2
224	287	32	1
225	287	32	1
226	287	32	1
227	287	32	1
228	287	32	3
231	287	32	3
233	287	32	4
234	287	32	1
236.5	287.5	32.5	2
237	287	32	2
238	287	32	1
241	287	32	1
242	287	32	1
243	287	32	2
245	287	32	1
248	287	32	2
249	287	32	1
255	287	32	1
256	287	32	4
203	288	32	1
220	288	32	2
221	288	32	2
222	288	32	2
223	288	32	2
231	288	32	1
232	288	32	1
234	288	32	1
235	288	32	3
236	288	32	3
237	288	32	1
242	288	32	1
246	288	32	2
249	288	32	1
250	288	32	1
253	288	32	1
258	288	32	1
185	289	32	1
200	289	32	2
201	289	32	2
222	289	32	1
223	289	32	2
224	289	32	2
227	289	32	3
229	289	32	2
231	289	32	1
233	289	32	1
234	289	32	2
237	289	32	2
239	289	32	1
244	289	32	1
247	289	32	2
248	289	32	1
253	289	32	1
256	289	32	1
185	290	32	2
199	290	32	1
200	290	32	4
206	290	32	1
220	290	32	1
221	290	32	3
224	290	32	2
225	290	32	1
229	290	32	1
231	290	32	1
232	290	32	2
233	290	32	2
235	290	32	1
236	290	32	1
237	290	32	1
239	290	32	4
241	290	32	1
243	290	32	3
244	290	32	1
246	290	32	1
247	290	32	1
248	290	32	2
252	290	32	1
255	290	32	2
200	291	32	1
222	291	32	2
223	291	32	1
224	291	32	1
231	291	32	2
233.333333333333	291.333333333333	33	1
236	291	32	1
239	291	32	1
244	291	32	1
246	291	32	2
248	291	32	1
250	291	32	1
254	291	32	2
188	292	32	1
197	292	32	2
201	292	32	4
203	292	32	1
204	292	32	1
218	292	32	2
222	292	32	1
225	292	32	2
227	292	32	1
233	292	32	1
236.75	292.75	33	2
242	292	32	1
243	292	32	3
246	292	32	1
247	292	32	5
248	292	32	1
249	292	32	1
252	292	32	1
257	292	32	2
199	293	32	4
207	293	32	1
216	293	32	1
218	293	32	1
222	293	32	1
223	293	32	2
225	293	32	1
227	293	32	2
228	293	32	1
229	293	32	1
230	293	32	1
234	293	32	1
236	293	32	1
237	293	32	1
238	293	32	3
241	293	32	1
242	293	32	1
244	293	32	1
247	293	32	1
248	293	32	2
249	293	32	1
251	293	32	4
253	293	32	1
180	294	32	1
197	294	32	1
198	294	32	1
224	294	32	1
225	294	32	1
227	294	32	2
230	295	33	2
230	294	32	1
233	294	32	1
235	294	32	1
242	294	32	1
244	294	32	1
246	294	32	2
247	294	32	3
252	294	32	1
253	294	32	1
256	294	32	4
181	295	32	1
195	295	32	1
217	295	32	1
218	295	32	1
223	295	32	2
224	295	32	1
225	295	32	1
226	295	32	1
230	295	32	4
231	295	32	2
232	295	32	1
236	295	32	1
239	295	32	1
240	295	32	2
241	295	32	1
243	295	32	1
245	295	32	3
248	295	32	2
253	295	32	1
187	296	32	2
198	296	32	1
202	296	32	1
218	296	32	1
220	296	32	1
226	296	32	1
228	296	32	4
229	296	32	1
230	296	32	1
231	296	32	1
232	296	32	2
235	296	32	1
237	296	32	1
241	296	32	1
242	296	32	1
243	296	32	2
244	296	32	2
245	296	32	1
252	296	32	1
255	296	32	2
183	297	32	2
198	297	32	1
199	297	32	1
219	297	32	2
225	297	32	1
227	297	32	1
229	297	32	1
234	297	32	1
236	297	32	2
241	297	32	1
243	297	32	1
246	297	32	1
247	297	32	3
248	297	32	1
249	297	32	1
250	297	32	2
252	297	32	1
254	297	32	1
195	298	32	1
199	298	32	2
221	298	32	2
223	298	32	1
227	298	32	2
228	298	32	1
230	298	32	2
232	298	32	2
233	298	32	3
236	298	32	1
237	298	32	1
241	298	32	1
244	298	32	1
246	298	32	1
247	298	32	2
251	298	32	1
252	298	32	2
253	298	32	1
196	299	32	3
197	299	32	1
226	299	32	1
227	299	32	1
228	299	32	1
231	299	32	1
233	299	32	1
236	299	32	2
237	299	32	1
240	299	32	2
241	299	32	2
242	299	32	2
244	299	32	2
247	299	32	3
248	299	32	2
249	299	32	1
185	300	32	2
196	300	32	1
225	300	32	1
228	300	32	1
232	300	32	1
236	300	32	1
239	300	32	2
240	300	32	1
244	300	32	1
247	300	32	1
196	301	32	1
198	301	32	1
223	301	32	1
224	301	32	1
225	301	32	1
227	301	32	1
229	301	32	1
232	301	32	1
235	301	32	2
237	301	32	2
243	301	32	1
244	301	32	1
245	301	32	1
246	301	32	2
249	301	32	1
222	302	32	3
223	302	32	1
224	302	32	2
229	302	32	1
233	302	32	1
234	302	32	2
238	302	32	2
241	302	32	1
242	302	32	1
245	302	32	1
222	303	32	2
223	303	32	1
226	303	32	1
229	303	32	1
232	303	32	1
235	303	32	1
239	303	32	2
241	303	32	1
242	303	32	1
244	303	32	1
245	303	32	1
217	304	32	1
220	304	32	1
225	304	32	1
230	304	32	2
231	304	32	1
234	304	32	2
235	304	32	1
236	304	32	1
237	304	32	3
239	304	32	1
241	304	32	1
244	304	32	1
245	304	32	1
204	305	32	2
221	305	32	1
222	305	32	1
234	305	32	1
235	305	32	1
238	305	32	1
208	306	32	1
222	306	32	2
233	306	32	1
241	306	32	1
242	306	32	2
221	307	32	1
222	307	32	2
225	307	32	1
226	307	32	1
234	307	32	1
236	307	32	1
237	307	32	1
221	308	32	2
223	308	32	2
225	308	32	3
229	308	32	1
224	309	32	1
225	309	32	1
226	309	32	1
227	309	32	1
231	309	32	1
232	309	32	1
235	309	32	1
225	310	32	1
227	310	32	3
229	310	32	2
230	310	32	1
231	310	32	3
233	310	32	3
225	311	32	1
234	311	32	1
232	312	32	2
230	313	32	3
232	249	33	1
228	250	33	1
226	251	33	1
227	251	33	1
228	251	33	1
230	251	33	1
226	252	33	1
229	252	33	2
240	252	33	3
216	253	33	1
218	253	33	1
221	253	33	2
225	253	33	1
229	253	33	1
232	253	33	2
237	253	33	1
240	253	33	1
241	253	33	1
193	254	33	2
217	254	33	1
219	254	33	5
223	254	33	1
225	254	33	2
226	254	33	2
230	254	33	3
235	254	33	2
239	254	33	1
240	254	33	2
241	254	33	1
217	255	33	1
218	255	33	3
219	255	33	3
226	255	33	1
231	255	33	1
235	255	33	1
236	255	33	4
221	256	33	4
222	256	33	1
227	256	33	3
228	256	33	1
240	256	33	1
241	256	33	2
215	257	33	1
216	257	33	1
217	257	33	3
218	257	33	2
219	257	33	1
220	257	33	1
221	257	33	1
224	257	33	1
227	257	33	3
235	257	33	1
237	257	33	3
215	258	33	1
216	258	33	2
217	258	33	2
221	258	33	1
222	258	33	1
223	258	33	3
226	258	33	1
232	258	33	1
233	258	33	2
235	258	33	2
244	258	33	1
194	259	33	1
201	259	33	1
216	259	33	3
217	259	33	1
223	259	33	3
224	259	33	1
225	259	33	2
227	259	33	1
228	259	33	2
229	259	33	1
231	259	33	1
233	259	33	1
235	259	33	2
242	259	33	1
243	259	33	2
244	259	33	2
192	260	33	3
208	260	33	1
212	260	33	2
213	260	33	2
215	260	33	2
217	260	33	2
219	260	33	2
220	260	33	1
224	260	33	2
229	260	33	3
237	260	33	1
238	260	33	1
239	260	33	2
240	260	33	1
241	260	33	1
243	260	33	2
193	261	33	1
195	261	33	1
205	261	33	1
208	261	33	1
211	261	33	1
214	261	33	1
216	261	33	1
222	261	33	2
225	261	33	2
226	261	33	1
227	261	33	1
228	261	33	2
229	261	33	1
232	261	33	1
234	261	33	2
238	261	33	2
239	261	33	1
241	261	33	1
244	261	33	2
245	261	33	2
247	261	33	1
192	262	33	1
196	262	33	1
209	262	33	1
212	262	33	1
214	262	33	1
215	262	33	3
216	262	33	1
218	262	33	1
223	262	33	2
224	262	33	2
226	262	33	2
227	262	33	2
228	262	33	3
229	262	33	1
230	262	33	2
233	262	33	1
238	262	33	2
240	262	33	2
243	262	33	1
245	262	33	1
246	262	33	1
248	262	33	1
183	263	33	2
185	263	33	4
189	263	33	3
190	263	33	2
191	263	33	1
193	263	33	2
194	263	33	1
199	263	33	2
200	263	33	1
203	263	33	1
211	263	33	1
212	263	33	1
213	263	33	1
215	263	33	2
219	263	33	2
223	263	33	1
225	263	33	1
228	263	33	1
231	263	33	1
233	263	33	1
236	263	33	1
238	263	33	1
239	263	33	3
243	263	33	5
244	263	33	1
245	263	33	2
249	263	33	1
185	264	33	1
186	264	33	2
188	264	33	5
191	264	33	1
192	264	33	1
194	264	33	1
199	264	33	3
210	264	33	1
211	264	33	2
212	264	33	1
214	264	33	1
215	264	33	2
217	264	33	1
220	264	33	1
223	264	33	1
225	264	33	1
226	264	33	2
228	264	33	2
229	264	33	3
231	264	33	2
235	264	33	1
238	264	33	2
242	264	33	2
246	264	33	2
248	264	33	3
249	264	33	2
186	265	33	1
188	265	33	1
189	265	33	1
194	265	33	2
195	265	33	1
202	265	33	2
207	265	33	3
208	265	33	1
210	265	33	1
212	265	33	1
213	265	33	2
217	265	33	1
218	265	33	1
219	265	33	2
220	265	33	1
222	265	33	1
223	265	33	2
224	265	33	1
225	265	33	1
229	265	33	4
233	265	33	1
239	265	33	4
243	265	33	2
248	265	33	1
251	265	33	1
185	266	33	2
186	266	33	3
187	266	33	2
189	266	33	2
191	266	33	1
193	266	33	2
196	266	33	1
197	266	33	2
208	266	33	1
211	266	33	1
215	266	33	1
217	266	33	3
218	266	33	1
219	266	33	1
220	266	33	3
222	266	33	1
224	266	33	1
228	266	33	1
237	266	33	4
239	266	33	3
241	266	33	1
246	266	33	1
247	266	33	2
182	267	33	2
188	267	33	1
191	267	33	1
192	267	33	1
196	267	33	1
197	267	33	1
202	267	33	1
209	267	33	1
210	267	33	1
214	267	33	2
215	267	33	1
216	267	33	1
217	267	33	3
219	267	33	1
220	267	33	2
221	267	33	1
223	267	33	5
226	267	33	3
227	267	33	1
228	267	33	1
229	267	33	2
231	267	33	1
245	267	33	1
246	267	33	2
247	267	33	1
248	267	33	2
250	267	33	1
252	267	33	1
183	268	33	1
188	268	33	2
191	268	33	2
192	268	33	2
193	268	33	1
195	268	33	1
196	268	33	1
206	268	33	2
208	268	33	4
209	268	33	1
210	268	33	2
214	268	33	3
215	268	33	2
217	268	33	1
218	268	33	1
219	268	33	2
225	268	33	1
242	268	33	1
243	268	33	2
250	268	33	3
252	268	33	1
184	269	33	1
187	269	33	1
191	269	33	2
193	269	33	3
194	269	33	1
195	269	33	1
196	269	33	1
198	269	33	1
201	269	33	1
209	269	33	3
211	269	33	2
212	269	33	1
215	269	33	1
224	269	33	2
232	269	33	1
239	269	33	1
240	269	33	1
243	269	33	2
244	269	33	1
246	269	33	1
250	269	33	3
251	269	33	1
179	270	33	1
183	270	33	1
185	270	33	1
186	270	33	1
187	270	33	1
188	270	33	1
198	270	33	1
205	270	33	4
207	270	33	3
209	270	33	2
210	270	33	1
212	270	33	4
213	270	33	2
214	270	33	3
215	270	33	1
231	270	33	1
233	270	33	2
234	270	33	1
240	270	33	1
245	270	33	1
248	270	33	2
249	270	33	1
177	271	33	1
182	271	33	2
185	271	33	3
187	271	33	2
190	271	33	2
192	271	33	3
204	271	33	1
205	271	33	3
209	271	33	2
211	271	33	1
214	271	33	2
215	271	33	3
217	271	33	1
225	271	33	1
226	271	33	1
229	271	33	3
231	271	33	1
233	271	33	1
235	271	33	2
237	271	33	1
238	271	33	3
239	271	33	1
241	271	33	3
243	271	33	3
244	271	33	1
246	271	33	1
247	271	33	2
248	271	33	2
172	272	33	1
173	272	33	1
176	272	33	1
177	272	33	1
180	272	33	1
182	272	33	1
184	272	33	1
189	272	33	1
201	272	33	3
203	272	33	3
207	272	33	3
208	272	33	1
210	272	33	1
213	272	33	1
215	272	33	1
217	272	33	1
225	272	33	1
232	272	33	1
233	272	33	2
234	272	33	1
237	272	33	1
238	272	33	1
241	272	33	1
242	272	33	2
244	272	33	2
249	272	33	2
251	272	33	2
173	273	33	2
181	273	33	3
183	273	33	3
184	273	33	1
185	273	33	1
189	273	33	1
190	273	33	1
196	273	33	1
201	273	33	1
203	273	33	2
204	273	33	1
210	273	33	4
213	273	33	1
215	273	33	3
216	273	33	1
226	273	33	1
230	273	33	1
235	273	33	1
238	273	33	2
241	273	33	3
247	273	33	1
249	273	33	1
253	273	33	1
170	274	33	2
182	274	33	2
183	274	33	1
185	274	33	1
186	274	33	1
193	274	33	2
202	274	33	1
204	274	33	2
205	274	33	2
206	274	33	1
208	274	33	2
209	274	33	1
212	274	33	1
214	274	33	1
217	274	33	1
226	274	33	1
229	274	33	1
232	274	33	2
236	274	33	2
237	274	33	2
238	274	33	2
239	274	33	2
244	274	33	1
245	274	33	3
250	274	33	2
175	275	33	1
176	275	33	1
186	275	33	1
200	275	33	3
202	275	33	3
205	275	33	1
206	275	33	1
207	275	33	2
209	275	33	1
210	275	33	2
212	275	33	1
214	275	33	1
215	275	33	2
216	275	33	1
227	275	33	1
235	275	33	2
237	275	33	1
241	275	33	1
244	275	33	2
250	275	33	3
251	275	33	1
174	276	33	1
186	276	33	1
189	276	33	1
190	276	33	1
201	276	33	3
205	276	33	1
206	276	33	2
208	276	33	3
214	276	33	1
237	276	33	2
241	276	33	1
242	276	33	1
243	276	33	1
244	276	33	1
173	277	33	1
174	277	33	2
176	277	33	2
180	277	33	2
187	277	33	1
202	277	33	2
205	277	33	1
206	277	33	4
207	277	33	2
208	277	33	4
209	277	33	1
210	277	33	1
211	277	33	1
215	277	33	1
227	277	33	1
232	277	33	1
234	277	33	1
241	277	33	1
243	277	33	2
244	277	33	1
245	277	33	1
247	277	33	2
174	278	33	1
176	278	33	3
177	278	33	1
178	278	33	1
191	278	33	1
204	278	33	1
205	278	33	1
207	278	33	1
209	278	33	1
211	278	33	3
223	278	33	1
232	278	33	1
234	278	33	1
237	278	33	1
239	278	33	1
240	278	33	2
245	278	33	1
168	279	33	2
176	279	33	1
181	279	33	1
207	279	33	1
208	279	33	1
220	279	33	1
234	279	33	1
241	279	33	1
243	279	33	1
244	279	33	3
248	279	33	4
249	279	33	2
251	279	33	1
175	280	33	1
177	280	33	1
187	280	33	2
203	280	33	2
207	280	33	1
208	280	33	1
209	280	33	5
210	280	33	1
211	280	33	1
214	280	33	3
220	280	33	1
221	280	33	1
223	280	33	1
224	280	33	2
225	280	33	1
229	280	33	1
232	280	33	1
239	280	33	2
246	280	33	2
247	280	33	3
248	280	33	1
249	280	33	2
250	280	33	1
251	280	33	1
186	281	33	3
204	281	33	1
206	281	33	2
209	281	33	1
217	281	33	2
224	281	33	1
225	281	33	1
230	281	33	2
233	281	33	1
234	281	33	1
243	281	33	3
244	281	33	2
247	281	33	1
248	281	33	3
249	281	33	2
250	281	33	1
178	282	33	3
185	282	33	2
188	282	33	2
190	282	33	1
207	282	33	1
209	282	33	2
211	282	33	1
213	282	33	2
214	282	33	2
218	282	33	1
220	282	33	1
221	282	33	1
222	282	33	1
223	282	33	4
225	282	33	2
229	282	33	1
230	282	33	1
232	282	33	4
234	282	33	1
235	282	33	1
237	282	33	3
238	282	33	1
242	282	33	2
244	282	33	3
247	282	33	1
250	282	33	4
251	282	33	4
253	282	33	1
174	283	33	2
176	283	33	3
179	283	33	1
183	283	33	1
185	283	33	2
189	283	33	1
204	283	33	1
209	283	33	1
215	283	33	1
218	283	33	1
221	283	33	1
225	283	33	2
226	283	33	3
228	283	33	1
229	283	33	1
230	283	33	2
238	283	33	1
240	283	33	1
241	283	33	1
243	283	33	2
246	283	33	1
247	283	33	1
249	283	33	3
250	283	33	1
253	283	33	1
175	284	33	1
180	284	33	2
187	284	33	2
188	284	33	1
206	284	33	1
209	284	33	2
210	284	33	1
211	284	33	1
219	284	33	2
220	284	33	1
221	284	33	1
225	284	33	1
226	284	33	4
233	284	33	2
235	284	33	4
237	284	33	1
241	284	33	3
243	284	33	1
247	284	33	2
248	284	33	1
254	284	33	3
175	285	33	1
178	285	33	1
206	285	33	1
208	285	33	1
212	285	33	1
220	285	33	1
221	285	33	1
222	285	33	1
223	285	33	1
224	285	33	1
225	285	33	2
226	285	33	1
227	285	33	1
229	285	33	1
232	285	33	1
233	285	33	2
234	285	33	1
237.5	285.5	33.5	2
241	285	33	1
243	285	33	1
245	285	33	2
246	285	33	1
248	285	33	1
253	285	33	1
254	285	33	2
185	286	33	1
188	286	33	1
201	286	33	2
204	286	33	1
206	286	33	2
208	286	33	1
209	286	33	1
211	286	33	4
218	286	33	2
219	286	33	2
220	286	33	1
221	286	33	1
223	286	33	2
225	286	33	1
230	286	33	2
235	286	33	1
236	286	33	1
237	286	33	1
238	286	33	2
239	286	33	2
241.5	286.5	33.5	1
243	286	33	1
245	286	33	1
246	286	33	1
252	286	33	1
255	286	33	2
179	287	33	2
185	287	33	2
198	287	33	1
199	287	33	1
205	287	33	2
208	287	33	1
219	287	33	1
221	287	33	3
225	287	33	2
226	287	33	1
228	287	33	1
229	287	33	2
230	287	33	1
233	287	33	1
235	287	33	1
242	287	33	1
243	287	33	1
244	287	33	1
245	287	33	1
247	287	33	1
251	287	33	2
253	287	33	2
184	288	33	1
186	288	33	4
196	288	33	1
202	288	33	1
223	288	33	1
230	288	33	1
231	288	33	1
234	288	33	1
244	288	33	2
245	288	33	1
246	288	33	2
247	288	33	2
249	288	33	1
250	288	33	1
255	288	33	2
257	288	33	1
186	289	33	3
200	289	33	3
203	289	33	3
205	289	33	4
222	289	33	2
224	289	33	1
230	289	33	1
232	289	33	2
237	289	33	2
241.5	289.5	33.5	1
245	289	33	1
246	289	33	1
250	289	33	1
253	289	33	1
184	290	33	1
187	290	33	1
199	290	33	2
200	290	33	1
207	290	33	1
225	290	33	2
232	290	33	3
233	290	33	2
234	290	33	2
235	290	33	3
236	290	33	1
239	290	33	3
241	290	33	1
242	290	33	1
246	290	33	3
247	290	33	1
250	290	33	1
185	291	33	1
186	291	33	1
197	291	33	3
198	291	33	1
199	291	33	1
201	291	33	3
225	291	33	1
226	291	33	5
231	291	33	1
232	291	33	1
236	291	33	1
237	291	33	1
240	291	33	3
241	291	33	2
244	291	33	1
245	291	33	1
247	291	33	4
257	291	33	1
183	292	33	3
197	292	33	3
202	292	33	1
221	292	33	1
223	292	33	2
225	292	33	1
226	292	33	1
227	292	33	1
228	292	33	1
229	292	33	1
232	292	33	2
238	292	33	2
239	292	33	1
246	292	33	1
247	292	33	2
248	292	33	2
185	293	33	1
197	293	33	1
220	293	33	2
223	293	33	2
225	293	33	1
226	293	33	2
228	293	33	2
229	293	33	2
233	293	33	1
237	293	33	2
246	293	33	3
248	293	33	1
252	293	33	2
177	294	33	1
195	294	33	1
199	294	33	1
213	294	33	2
223	294	33	2
228	294	33	4
231	294	33	1
235	294	33	1
238	294	33	1
239	294	33	3
246	294	33	2
256	294	33	1
201	295	33	1
204	295	33	1
218	295	33	1
220	295	33	1
225	295	33	3
228	295	33	1
229	295	33	2
237	295	33	2
238	295	33	2
243	295	33	1
245	295	33	2
250	295	33	2
253	295	33	2
254	295	33	1
179	296	33	1
180	296	33	2
191	296	33	1
194	296	33	1
195	296	33	1
222	296	33	1
225	296	33	1
228	296	33	2
229	296	33	2
231	296	33	1
233	296	33	1
235	296	33	1
236	296	33	3
242	296	33	3
243	296	33	1
246	296	33	2
252	296	33	2
255	296	33	1
195	297	33	2
197	297	33	1
198	297	33	3
202	297	33	1
223	297	33	2
224	297	33	2
228	297	33	1
232	297	33	1
240	297	33	1
241	297	33	1
245	297	33	2
194	298	33	1
198	298	33	1
220	298	33	1
226	298	33	2
228	298	33	1
231	298	33	1
234	298	33	1
235	298	33	3
236	298	33	1
238	298	33	2
240	298	33	1
242	298	33	2
246	298	33	1
248	298	33	3
196	299	33	1
197	299	33	1
222	299	33	2
223	299	33	1
224	299	33	3
228	299	33	3
229	299	33	1
230	299	33	4
235	299	33	1
239	299	33	1
240	299	33	1
196	300	33	2
228	300	33	2
229	300	33	3
230	300	33	3
231	300	33	1
237	300	33	1
240	300	33	3
244	300	33	1
246	300	33	1
196	301	33	1
225	301	33	1
227	301	33	1
228	301	33	1
234	301	33	2
237	301	33	1
240	301	33	1
241	301	33	2
209	302	33	1
211	302	33	2
223	302	33	1
225	302	33	3
227	302	33	1
229	302	33	1
231	302	33	1
232	302	33	1
240	302	33	1
244	302	33	2
245	302	33	1
222	303	33	2
223	303	33	1
225	303	33	1
228	303	33	1
229	303	33	1
231	303	33	2
232	303	33	1
233	303	33	2
234	303	33	2
236	303	33	3
240	303	33	3
241	303	33	1
242	303	33	1
243	303	33	2
206	304	33	1
220	304	33	4
229	304	33	1
230	304	33	1
231	304	33	2
233	304	33	2
235	304	33	1
239	304	33	2
242	304	33	1
243	304	33	1
208	305	33	3
225	305	33	1
235	305	33	1
238	305	33	1
240	305	33	2
220	306	33	1
223	306	33	1
224	306	33	1
230	306	33	1
231	306	33	1
232	306	33	1
236	306	33	1
242	306	33	1
201	307	33	2
221	307	33	1
222	307	33	1
224	307	33	2
225	307	33	4
233	307	33	1
234	307	33	1
235	307	33	2
217	308	33	1
222	308	33	1
224	308	33	2
227	308	33	1
229	308	33	1
235	308	33	1
237	308	33	2
240	308	33	1
242	308	33	1
221	309	33	1
229	309	33	1
232	309	33	1
235	309	33	1
237	309	33	2
217	310	33	1
221	310	33	1
223	310	33	1
224	310	33	1
227	310	33	1
229	310	33	1
234	310	33	3
238	310	33	2
224	311	33	1
226	311	33	1
227	311	33	1
228	311	33	2
233	311	33	3
234	311	33	1
226	312	33	3
232	312	33	2
223	313	33	2
228	313	33	1
229	313	33	2
230	313	33	2
233	313	33	1
234	313	33	1
235	313	33	2
236	313	33	1
237	313	33	1
230	314	33	1
232	314	33	2
234	314	33	1
236	314	33	2
230	315	33	2
230	318	33	1
226	250	34	1
229	250	34	2
224	252	34	3
226	252	34	1
227	252	34	1
216	253	34	2
225	253	34	1
226	253	34	1
229	253	34	1
